"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"antuco ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",182,"2006",8302
"antuco ","una jornada completa","mapuche ","hombre",15,"2006",8302
"arauco ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",5624,"2006",8202
"arauco ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",510,"2006",8202
"arauco ","sin dato","no pertenece a ningún pueblo indígena","hombre",116,"2006",8202
"arauco ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",233,"2006",8202
"arauco ","sin dato","no pertenece a ningún pueblo indígena","mujer",58,"2006",8202
"arauco ","una jornada completa","mapuche ","hombre",119,"2006",8202
"arauco ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1718,"2006",8202
"arica ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",4436,"2006",15101
"arica ","jornada parcial","aymara","mujer",828,"2006",15101
"arica ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",2510,"2006",15101
"arica ","una jornada completa","atacameño","mujer",242,"2006",15101
"arica ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",13668,"2006",15101
"arica ","jornada parcial","aymara","hombre",60,"2006",15101
"arica ","una jornada completa","aymara","mujer",2149,"2006",15101
"arica ","una jornada completa","mapuche ","hombre",1053,"2006",15101
"arica ","una jornada completa","aymara","hombre",2346,"2006",15101
"arica ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",19675,"2006",15101
"arica ","una jornada completa","mapuche ","mujer",278,"2006",15101
"buin ","una jornada completa","mapuche ","mujer",145,"2006",13402
"buin ","sin dato","no pertenece a ningún pueblo indígena","hombre",58,"2006",13402
"buin ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",989,"2006",13402
"buin ","jornada parcial","mapuche ","mujer",79,"2006",13402
"buin ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",8673,"2006",13402
"buin ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",661,"2006",13402
"buin ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",14662,"2006",13402
"buin ","una jornada completa","mapuche ","hombre",530,"2006",13402
"bulnes ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",235,"2006",16102
"bulnes ","una jornada completa","mapuche ","hombre",56,"2006",16102
"bulnes ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",3078,"2006",16102
"bulnes ","sin dato","no pertenece a ningún pueblo indígena","hombre",17,"2006",16102
"bulnes ","sin dato","no pertenece a ningún pueblo indígena","mujer",80,"2006",16102
"bulnes ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1418,"2006",16102
"bulnes ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",212,"2006",16102
"cabildo ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1616,"2006",5402
"cabildo ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",3690,"2006",5402
"cabildo ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",223,"2006",5402
"cabildo ","jornada parcial","mapuche ","mujer",53,"2006",5402
"cabildo ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",356,"2006",5402
"cabo de hornos ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",124,"2006",12201
"cabo de hornos ","una jornada completa","yagan","mujer",5,"2006",12201
"cabo de hornos ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",10,"2006",12201
"cabo de hornos ","una jornada completa","yagan","hombre",5,"2006",12201
"cabo de hornos ","una jornada completa","mapuche ","mujer",22,"2006",12201
"cabo de hornos ","una jornada completa","mapuche ","hombre",45,"2006",12201
"cabo de hornos ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",19,"2006",12201
"cabo de hornos ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",402,"2006",12201
"cabrero ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",627,"2006",8303
"cabrero ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1615,"2006",8303
"cabrero ","una jornada completa","mapuche ","hombre",44,"2006",8303
"cabrero ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",4536,"2006",8303
"cabrero ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",373,"2006",8303
"calama ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",1009,"2006",2201
"calama ","una jornada completa","aymara","hombre",248,"2006",2201
"calama ","una jornada completa","quechua ","hombre",959,"2006",2201
"calama ","sin dato","quechua ","hombre",163,"2006",2201
"calama ","una jornada completa","mapuche ","mujer",299,"2006",2201
"calama ","una jornada completa","sin dato","hombre",1,"2006",2201
"calama ","una jornada completa","atacameño","hombre",2659,"2006",2201
"calama ","una jornada completa","aymara","mujer",247,"2006",2201
"calama ","jornada parcial","quechua ","hombre",2,"2006",2201
"calama ","jornada parcial","atacameño","mujer",7,"2006",2201
"calama ","una jornada completa","quechua ","mujer",671,"2006",2201
"calama ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",2132,"2006",2201
"calama ","sin dato","atacameño","mujer",2,"2006",2201
"calama ","jornada parcial","atacameño","hombre",285,"2006",2201
"calama ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",8733,"2006",2201
"calama ","una jornada completa","atacameño","mujer",1808,"2006",2201
"calama ","sin dato","no pertenece a ningún pueblo indígena","hombre",3,"2006",2201
"calama ","jornada parcial","mapuche ","hombre",219,"2006",2201
"calama ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",21594,"2006",2201
"calama ","una jornada completa","mapuche ","hombre",502,"2006",2201
"calbuco ","una jornada completa","atacameño","hombre",68,"2006",10102
"calbuco ","una jornada completa","mapuche ","mujer",318,"2006",10102
"calbuco ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",104,"2006",10102
"calbuco ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",3519,"2006",10102
"calbuco ","una jornada completa","mapuche ","hombre",1074,"2006",10102
"calbuco ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",2213,"2006",10102
"calbuco ","una jornada completa","diaguita","mujer",22,"2006",10102
"calbuco ","jornada parcial","mapuche ","hombre",30,"2006",10102
"calbuco ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",154,"2006",10102
"calbuco ","jornada parcial","mapuche ","mujer",154,"2006",10102
"caldera ","una jornada completa","diaguita","hombre",21,"2006",3102
"caldera ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",113,"2006",3102
"caldera ","una jornada completa","mapuche ","mujer",28,"2006",3102
"caldera ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1422,"2006",3102
"caldera ","una jornada completa","coya","hombre",16,"2006",3102
"caldera ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",2278,"2006",3102
"caldera ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",236,"2006",3102
"caldera ","sin dato","no pertenece a ningún pueblo indígena","mujer",22,"2006",3102
"caldera ","una jornada completa","mapuche ","hombre",46,"2006",3102
"caldera ","una jornada completa","yagan","mujer",22,"2006",3102
"caldera ","una jornada completa","coya","mujer",28,"2006",3102
"calera de tango ","sin dato","no pertenece a ningún pueblo indígena","hombre",77,"2006",13403
"calera de tango ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",4027,"2006",13403
"calera de tango ","una jornada completa","mapuche ","mujer",37,"2006",13403
"calera de tango ","sin dato","no pertenece a ningún pueblo indígena","mujer",149,"2006",13403
"calera de tango ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",287,"2006",13403
"calera de tango ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",2807,"2006",13403
"calera de tango ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",401,"2006",13403
"calera de tango ","una jornada completa","mapuche ","hombre",115,"2006",13403
"calera de tango ","jornada parcial","mapuche ","mujer",19,"2006",13403
"calera de tango ","una jornada completa","aymara","hombre",17,"2006",13403
"calle larga ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",2351,"2006",5302
"calle larga ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1124,"2006",5302
"calle larga ","una jornada completa","mapuche ","hombre",13,"2006",5302
"calle larga ","jornada parcial","mapuche ","mujer",26,"2006",5302
"calle larga ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",141,"2006",5302
"calle larga ","una jornada completa","sin dato","hombre",22,"2006",5302
"calle larga ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",27,"2006",5302
"camarones ","jornada parcial","aymara","hombre",2,"2006",15102
"camarones ","jornada parcial","aymara","mujer",9,"2006",15102
"camarones ","una jornada completa","aymara","mujer",46,"2006",15102
"camarones ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",79,"2006",15102
"camarones ","una jornada completa","aymara","hombre",69,"2006",15102
"camarones ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",3,"2006",15102
"camarones ","una jornada completa","quechua ","hombre",3,"2006",15102
"camarones ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",39,"2006",15102
"camiña ","jornada parcial","aymara","hombre",4,"2006",1402
"camiña ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",20,"2006",1402
"camiña ","una jornada completa","aymara","hombre",30,"2006",1402
"camiña ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",2,"2006",1402
"camiña ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",2,"2006",1402
"camiña ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",1,"2006",1402
"camiña ","sin dato","aymara","hombre",2,"2006",1402
"camiña ","una jornada completa","aymara","mujer",32,"2006",1402
"camiña ","jornada parcial","aymara","mujer",13,"2006",1402
"camiña ","una jornada completa","rapa nui ","hombre",2,"2006",1402
"canela ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",59,"2006",4202
"canela ","una jornada completa","atacameño","mujer",19,"2006",4202
"canela ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",899,"2006",4202
"canela ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",506,"2006",4202
"canela ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",88,"2006",4202
"canela ","una jornada completa","mapuche ","mujer",10,"2006",4202
"cañete ","jornada parcial","mapuche ","mujer",217,"2006",8203
"cañete ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",334,"2006",8203
"cañete ","una jornada completa","mapuche ","hombre",738,"2006",8203
"cañete ","sin dato","no pertenece a ningún pueblo indígena","mujer",29,"2006",8203
"cañete ","jornada parcial","mapuche ","hombre",66,"2006",8203
"cañete ","una jornada completa","mapuche ","mujer",259,"2006",8203
"cañete ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",3443,"2006",8203
"cañete ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",764,"2006",8203
"cañete ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1350,"2006",8203
"carahue ","sin dato","mapuche ","hombre",23,"2006",9102
"carahue ","una jornada completa","mapuche ","mujer",46,"2006",9102
"carahue ","jornada parcial","mapuche ","hombre",66,"2006",9102
"carahue ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",62,"2006",9102
"carahue ","una jornada completa","mapuche ","hombre",486,"2006",9102
"carahue ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",904,"2006",9102
"carahue ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",1740,"2006",9102
"carahue ","jornada parcial","mapuche ","mujer",77,"2006",9102
"carahue ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",122,"2006",9102
"cartagena ","jornada parcial","mapuche ","mujer",31,"2006",5603
"cartagena ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1219,"2006",5603
"cartagena ","una jornada completa","mapuche ","hombre",92,"2006",5603
"cartagena ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",366,"2006",5603
"cartagena ","jornada parcial","mapuche ","hombre",36,"2006",5603
"cartagena ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",2325,"2006",5603
"cartagena ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",699,"2006",5603
"cartagena ","una jornada completa","mapuche ","mujer",52,"2006",5603
"casablanca ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",4893,"2006",5102
"casablanca ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",159,"2006",5102
"casablanca ","una jornada completa","mapuche ","hombre",175,"2006",5102
"casablanca ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",326,"2006",5102
"casablanca ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",2795,"2006",5102
"casablanca ","una jornada completa","mapuche ","mujer",108,"2006",5102
"castro ","una jornada completa","mapuche ","hombre",1674,"2006",10201
"castro ","jornada parcial","mapuche ","mujer",322,"2006",10201
"castro ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",760,"2006",10201
"castro ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",5584,"2006",10201
"castro ","una jornada completa","mapuche ","mujer",1022,"2006",10201
"castro ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",811,"2006",10201
"castro ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",3959,"2006",10201
"catemu ","una jornada completa","coya","hombre",12,"2006",5702
"catemu ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",2749,"2006",5702
"catemu ","una jornada completa","mapuche ","hombre",12,"2006",5702
"catemu ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",313,"2006",5702
"catemu ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",948,"2006",5702
"catemu ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",128,"2006",5702
"cauquenes ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",993,"2006",7201
"cauquenes ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",813,"2006",7201
"cauquenes ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",2280,"2006",7201
"cauquenes ","sin dato","no pertenece a ningún pueblo indígena","mujer",157,"2006",7201
"cauquenes ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",5392,"2006",7201
"cauquenes ","una jornada completa","sin dato","hombre",52,"2006",7201
"cauquenes ","una jornada completa","mapuche ","hombre",33,"2006",7201
"cerrillos ","sin dato","no pertenece a ningún pueblo indígena","mujer",79,"2006",13102
"cerrillos ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",1071,"2006",13102
"cerrillos ","una jornada completa","mapuche ","hombre",485,"2006",13102
"cerrillos ","una jornada completa","mapuche ","mujer",953,"2006",13102
"cerrillos ","sin dato","no pertenece a ningún pueblo indígena","hombre",65,"2006",13102
"cerrillos ","una jornada completa","sin dato","hombre",201,"2006",13102
"cerrillos ","jornada parcial","mapuche ","hombre",150,"2006",13102
"cerrillos ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",5926,"2006",13102
"cerrillos ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",11658,"2006",13102
"cerrillos ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",975,"2006",13102
"cerrillos ","jornada parcial","mapuche ","mujer",65,"2006",13102
"cerro navia ","una jornada completa","yagan","mujer",120,"2006",13103
"cerro navia ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",2753,"2006",13103
"cerro navia ","una jornada completa","mapuche ","mujer",1468,"2006",13103
"cerro navia ","una jornada completa","aymara","mujer",114,"2006",13103
"cerro navia ","una jornada completa","mapuche ","hombre",3331,"2006",13103
"cerro navia ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",1151,"2006",13103
"cerro navia ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",24709,"2006",13103
"cerro navia ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",10749,"2006",13103
"cerro navia ","jornada parcial","mapuche ","mujer",109,"2006",13103
"chaitén ","una jornada completa","mapuche ","hombre",238,"2006",10401
"chaitén ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",128,"2006",10401
"chaitén ","una jornada completa","mapuche ","mujer",71,"2006",10401
"chaitén ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",325,"2006",10401
"chaitén ","jornada parcial","mapuche ","mujer",29,"2006",10401
"chaitén ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",29,"2006",10401
"chaitén ","sin dato","no pertenece a ningún pueblo indígena","hombre",10,"2006",10401
"chaitén ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",727,"2006",10401
"chanco ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",703,"2006",7202
"chanco ","jornada parcial","sin dato","hombre",11,"2006",7202
"chanco ","una jornada completa","mapuche ","hombre",11,"2006",7202
"chanco ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",1243,"2006",7202
"chanco ","una jornada completa","mapuche ","mujer",25,"2006",7202
"chanco ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",90,"2006",7202
"chanco ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",99,"2006",7202
"chañaral ","una jornada completa","coya","hombre",18,"2006",3201
"chañaral ","sin dato","no pertenece a ningún pueblo indígena","mujer",2,"2006",3201
"chañaral ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",1774,"2006",3201
"chañaral ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",192,"2006",3201
"chañaral ","sin dato","no pertenece a ningún pueblo indígena","hombre",22,"2006",3201
"chañaral ","una jornada completa","diaguita","mujer",22,"2006",3201
"chañaral ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1061,"2006",3201
"chañaral ","una jornada completa","mapuche ","mujer",43,"2006",3201
"chañaral ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",80,"2006",3201
"chépica ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",101,"2006",6302
"chépica ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",2877,"2006",6302
"chépica ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",1025,"2006",6302
"chépica ","una jornada completa","mapuche ","mujer",15,"2006",6302
"chépica ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",68,"2006",6302
"chépica ","una jornada completa","mapuche ","hombre",26,"2006",6302
"chiguayante ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",1786,"2006",8103
"chiguayante ","una jornada completa","mapuche ","mujer",112,"2006",8103
"chiguayante ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",10891,"2006",8103
"chiguayante ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",18765,"2006",8103
"chiguayante ","una jornada completa","mapuche ","hombre",233,"2006",8103
"chiguayante ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",1522,"2006",8103
"chile chico ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",23,"2006",11401
"chile chico ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",257,"2006",11401
"chile chico ","una jornada completa","mapuche ","mujer",86,"2006",11401
"chile chico ","sin dato","no pertenece a ningún pueblo indígena","mujer",4,"2006",11401
"chile chico ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",726,"2006",11401
"chile chico ","una jornada completa","mapuche ","hombre",81,"2006",11401
"chile chico ","jornada parcial","mapuche ","mujer",4,"2006",11401
"chile chico ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",35,"2006",11401
"chillán ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",23517,"2006",16101
"chillán ","jornada parcial","mapuche ","mujer",337,"2006",16101
"chillán ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",5214,"2006",16101
"chillán ","una jornada completa","sin dato","hombre",149,"2006",16101
"chillán ","una jornada completa","mapuche ","mujer",333,"2006",16101
"chillán ","una jornada completa","sin dato","mujer",149,"2006",16101
"chillán ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",13645,"2006",16101
"chillán ","una jornada completa","mapuche ","hombre",78,"2006",16101
"chillán ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",5300,"2006",16101
"chillán viejo ","una jornada completa","no pertenece a ningún pueblo indígena","hombre",4344,"2006",16103
"chillán viejo ","jornada parcial","no pertenece a ningún pueblo indígena","mujer",610,"2006",16103
"chillán viejo ","una jornada completa","no pertenece a ningún pueblo indígena","mujer",2684,"2006",16103
"chillán viejo ","jornada parcial","no pertenece a ningún pueblo indígena","hombre",405,"2006",16103
