"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"281","Calera","Sí, firmó","Diaguita","Hombre",21,"2017",5502
"282","Calera","No se acuerda o no sabe si firmó contrato","No pertenece a ningún pueblo indígena","Mujer",253,"2017",5502
"283","Calera","No tiene","No pertenece a ningún pueblo indígena","Hombre",564,"2017",5502
"284","Calera","Sí, firmó","No pertenece a ningún pueblo indígena","Hombre",8679,"2017",5502
"285","Calera","Sí, firmó","No pertenece a ningún pueblo indígena","Mujer",4057,"2017",5502
"286","Calera","Sí, pero no ha firmado","No pertenece a ningún pueblo indígena","Hombre",145,"2017",5502
"287","Calera","No tiene","No pertenece a ningún pueblo indígena","Mujer",212,"2017",5502
"288","Calera","No se acuerda o no sabe si firmó contrato","No pertenece a ningún pueblo indígena","Hombre",174,"2017",5502
"289","Calera","Sí, firmó","Mapuche","Mujer",109,"2017",5502
"290","Calera","Sí, firmó","Mapuche","Hombre",91,"2017",5502
"291","Calera de Tango","Sí, firmó","No pertenece a ningún pueblo indígena","Hombre",6828,"2017",13403
"292","Calera de Tango","No se acuerda o no sabe si firmó contrato","Quechua","Hombre",81,"2017",13403
"293","Calera de Tango","Sí, pero no ha firmado","No pertenece a ningún pueblo indígena","Hombre",145,"2017",13403
"294","Calera de Tango","No tiene","No pertenece a ningún pueblo indígena","Hombre",300,"2017",13403
"295","Calera de Tango","No tiene","No pertenece a ningún pueblo indígena","Mujer",1292,"2017",13403
"296","Calera de Tango","Sí, firmó","Mapuche","Mujer",89,"2017",13403
"297","Calera de Tango","Sí, pero no ha firmado","No pertenece a ningún pueblo indígena","Mujer",300,"2017",13403
"298","Calera de Tango","Sí, firmó","No pertenece a ningún pueblo indígena","Mujer",3436,"2017",13403
"299","Calera de Tango","Sí, firmó","Mapuche","Hombre",89,"2017",13403
"300","Calle Larga","Sí, firmó","Diaguita","Hombre",36,"2017",5302
"301","Calle Larga","Sí, firmó","No pertenece a ningún pueblo indígena","Mujer",1128,"2017",5302
"302","Calle Larga","Sí, firmó","No pertenece a ningún pueblo indígena","Hombre",2182,"2017",5302
"303","Calle Larga","No tiene","No pertenece a ningún pueblo indígena","Mujer",81,"2017",5302
"304","Calle Larga","No se acuerda o no sabe si firmó contrato","No pertenece a ningún pueblo indígena","Mujer",127,"2017",5302
"305","Calle Larga","No se acuerda o no sabe si firmó contrato","No pertenece a ningún pueblo indígena","Hombre",145,"2017",5302
"306","Calle Larga","No tiene","No pertenece a ningún pueblo indígena","Hombre",65,"2017",5302
"307","Calle Larga","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",43,"2017",5302
"308","Calle Larga","Sí, firmó","Diaguita","Mujer",39,"2017",5302
"309","Calle Larga","Sí, pero no ha firmado","No pertenece a ningún pueblo indígena","Hombre",77,"2017",5302
"310","Calle Larga","No se acuerda o no sabe si firmó contrato","Diaguita","Mujer",36,"2017",5302
"311","Camarones","Sí, firmó","Mapuche","Mujer",19,"2017",15102
"312","Camarones","No tiene","No pertenece a ningún pueblo indígena","Hombre",36,"2017",15102
"313","Camarones","Sí, firmó","Aimara","Mujer",36,"2017",15102
"314","Camarones","Sí, firmó","Aimara","Hombre",57,"2017",15102
"315","Camiña","No tiene","Aimara","Hombre",11,"2017",1402
