"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"79","ancud","no tiene","mapuche","mujer",102,"2011",10202
"80","ancud","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",33,"2011",10202
"81","ancud","no tiene","no pertenece a ningún pueblo indígena","mujer",689,"2011",10202
"82","andacollo","sí, firmó","no pertenece a ningún pueblo indígena","mujer",744,"2011",4103
"83","andacollo","sí, firmó","mapuche","hombre",28,"2011",4103
"84","andacollo","no tiene","no pertenece a ningún pueblo indígena","hombre",39,"2011",4103
"85","andacollo","no tiene","no pertenece a ningún pueblo indígena","mujer",260,"2011",4103
"86","andacollo","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",11,"2011",4103
"87","andacollo","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",4,"2011",4103
"88","andacollo","sí, firmó","no pertenece a ningún pueblo indígena","hombre",1361,"2011",4103
"89","andacollo","sí, firmó","diaguita","hombre",25,"2011",4103
"90","angol","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",364,"2011",9201
"91","angol","no tiene","no pertenece a ningún pueblo indígena","hombre",701,"2011",9201
"92","angol","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",48,"2011",9201
"93","angol","sí, firmó","mapuche","hombre",938,"2011",9201
"94","angol","no se acuerda o no sabe si firmó contrato","atacameño (likán antai)","hombre",24,"2011",9201
"95","angol","sí, pero no ha firmado","mapuche","mujer",34,"2011",9201
"96","angol","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",301,"2011",9201
"97","angol","no tiene","no pertenece a ningún pueblo indígena","mujer",1021,"2011",9201
"98","angol","sí, firmó","mapuche","mujer",496,"2011",9201
"99","angol","sí, pero no ha firmado","mapuche","hombre",68,"2011",9201
"100","angol","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3460,"2011",9201
"101","angol","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",345,"2011",9201
"102","angol","no tiene","mapuche","mujer",94,"2011",9201
"103","angol","no tiene","mapuche","hombre",63,"2011",9201
"104","angol","sí, firmó","no pertenece a ningún pueblo indígena","hombre",5386,"2011",9201
"105","antofagasta","sí, firmó","atacameño (likán antai)","hombre",559,"2011",2101
"106","antofagasta","no tiene","diaguita","mujer",22,"2011",2101
"107","antofagasta","no tiene","aymara","hombre",17,"2011",2101
"108","antofagasta","sí, pero no ha firmado","aymara","mujer",107,"2011",2101
"109","antofagasta","sí, firmó","quechua","mujer",84,"2011",2101
"110","antofagasta","sí, firmó","no pertenece a ningún pueblo indígena","hombre",67136,"2011",2101
"111","antofagasta","sí, firmó","aymara","hombre",203,"2011",2101
"112","antofagasta","sí, firmó","coya","hombre",61,"2011",2101
"113","antofagasta","sí, firmó","diaguita","hombre",422,"2011",2101
"114","antofagasta","no tiene","atacameño (likán antai)","mujer",87,"2011",2101
"115","antofagasta","no tiene","mapuche","hombre",75,"2011",2101
"116","antofagasta","no tiene","no pertenece a ningún pueblo indígena","hombre",4365,"2011",2101
"117","antofagasta","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",752,"2011",2101
"118","antofagasta","sí, pero no ha firmado","diaguita","mujer",35,"2011",2101
"119","antofagasta","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",912,"2011",2101
"120","antofagasta","sí, firmó","aymara","mujer",103,"2011",2101
"121","antofagasta","sí, firmó","mapuche","hombre",1047,"2011",2101
"122","antofagasta","sí, firmó","coya","mujer",61,"2011",2101
"123","antofagasta","sí, pero no ha firmado","diaguita","hombre",18,"2011",2101
"124","antofagasta","sí, firmó","no pertenece a ningún pueblo indígena","mujer",33403,"2011",2101
"125","antofagasta","sí, firmó","diaguita","mujer",197,"2011",2101
"126","antofagasta","sí, firmó","quechua","hombre",70,"2011",2101
"127","antofagasta","no tiene","quechua","mujer",17,"2011",2101
"128","antofagasta","sí, firmó","mapuche","mujer",461,"2011",2101
"129","antofagasta","no se acuerda o no sabe si firmó contrato","mapuche","mujer",48,"2011",2101
"130","antofagasta","no tiene","mapuche","mujer",22,"2011",2101
"131","antofagasta","sí, firmó","atacameño (likán antai)","mujer",171,"2011",2101
"132","antofagasta","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",675,"2011",2101
"133","antofagasta","no tiene","no pertenece a ningún pueblo indígena","mujer",6159,"2011",2101
"134","antofagasta","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",1033,"2011",2101
"135","antofagasta","no tiene","rapa nui (pascuense)","hombre",16,"2011",2101
"136","antuco","no tiene","mapuche","hombre",12,"2011",8302
"137","antuco","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",12,"2011",8302
"138","antuco","sí, firmó","no pertenece a ningún pueblo indígena","mujer",148,"2011",8302
"139","antuco","sí, firmó","no pertenece a ningún pueblo indígena","hombre",378,"2011",8302
"140","antuco","no tiene","no pertenece a ningún pueblo indígena","mujer",151,"2011",8302
"141","antuco","no tiene","no pertenece a ningún pueblo indígena","hombre",144,"2011",8302
"142","arauco","no tiene","no pertenece a ningún pueblo indígena","hombre",626,"2011",8202
"143","arauco","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1806,"2011",8202
"144","arauco","no tiene","mapuche","mujer",132,"2011",8202
"145","arauco","sí, firmó","no pertenece a ningún pueblo indígena","hombre",5009,"2011",8202
"146","arauco","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",36,"2011",8202
"147","arauco","no tiene","mapuche","hombre",439,"2011",8202
"148","arauco","sí, firmó","mapuche","mujer",583,"2011",8202
"149","arauco","no tiene","no pertenece a ningún pueblo indígena","mujer",815,"2011",8202
"150","arauco","sí, firmó","mapuche","hombre",144,"2011",8202
"151","arica","sí, firmó","atacameño (likán antai)","hombre",68,"2011",15101
"152","arica","sí, firmó","aymara","mujer",2727,"2011",15101
"153","arica","sí, firmó","coya","mujer",37,"2011",15101
"154","arica","sí, firmó","mapuche","mujer",259,"2011",15101
"155","arica","sí, firmó","no pertenece a ningún pueblo indígena","hombre",19629,"2011",15101
"156","arica","sí, firmó","quechua","hombre",75,"2011",15101
"157","arica","no tiene","quechua","hombre",19,"2011",15101
"158","arica","sí, firmó","atacameño (likán antai)","mujer",22,"2011",15101
"159","arica","sí, firmó","diaguita","hombre",146,"2011",15101
"160","arica","no se acuerda o no sabe si firmó contrato","aymara","mujer",56,"2011",15101
"161","arica","no tiene","mapuche","mujer",38,"2011",15101
"162","arica","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",269,"2011",15101
"163","arica","no tiene","atacameño (likán antai)","mujer",9,"2011",15101
"164","arica","sí, firmó","coya","hombre",34,"2011",15101
"165","arica","sí, firmó","no pertenece a ningún pueblo indígena","mujer",11086,"2011",15101
"166","arica","no tiene","no pertenece a ningún pueblo indígena","mujer",2789,"2011",15101
"167","arica","sí, firmó","quechua","mujer",90,"2011",15101
"168","arica","no se acuerda o no sabe si firmó contrato","mapuche","mujer",19,"2011",15101
"169","arica","no tiene","diaguita","hombre",20,"2011",15101
"170","arica","sí, firmó","aymara","hombre",4275,"2011",15101
"171","arica","no tiene","mapuche","hombre",41,"2011",15101
"172","arica","no tiene","no pertenece a ningún pueblo indígena","hombre",2316,"2011",15101
"173","arica","no tiene","atacameño (likán antai)","hombre",9,"2011",15101
"174","arica","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",395,"2011",15101
"175","arica","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",236,"2011",15101
"176","arica","sí, pero no ha firmado","aymara","mujer",69,"2011",15101
"177","arica","sí, pero no ha firmado","mapuche","hombre",8,"2011",15101
"178","arica","sí, firmó","mapuche","hombre",557,"2011",15101
"179","arica","no tiene","aymara","hombre",1060,"2011",15101
"180","arica","no tiene","aymara","mujer",1029,"2011",15101
"181","arica","no se acuerda o no sabe si firmó contrato","aymara","hombre",121,"2011",15101
"182","arica","sí, firmó","rapa nui (pascuense)","hombre",6,"2011",15101
"183","arica","no tiene","quechua","mujer",50,"2011",15101
"184","arica","sí, pero no ha firmado","aymara","hombre",59,"2011",15101
"185","arica","sí, firmó","diaguita","mujer",96,"2011",15101
"186","arica","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",193,"2011",15101
"187","aysén","sí, firmó","no pertenece a ningún pueblo indígena","mujer",2072,"2011",11201
"188","aysén","no tiene","rapa nui (pascuense)","mujer",4,"2011",11201
"189","aysén","no tiene","no pertenece a ningún pueblo indígena","mujer",295,"2011",11201
"190","aysén","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",27,"2011",11201
"191","aysén","no tiene","no pertenece a ningún pueblo indígena","hombre",223,"2011",11201
"192","aysén","sí, pero no ha firmado","quechua","hombre",6,"2011",11201
"193","aysén","sí, firmó","aymara","mujer",17,"2011",11201
"194","aysén","sí, firmó","quechua","mujer",10,"2011",11201
"195","aysén","sí, firmó","quechua","hombre",24,"2011",11201
"196","aysén","sí, firmó","kawésqar (alacalufes)","hombre",12,"2011",11201
"197","aysén","sí, firmó","aymara","hombre",4,"2011",11201
"198","aysén","sí, firmó","mapuche","mujer",630,"2011",11201
"199","aysén","no tiene","mapuche","hombre",170,"2011",11201
"200","aysén","no tiene","mapuche","mujer",144,"2011",11201
"201","aysén","sí, firmó","yagán (yámana)","mujer",48,"2011",11201
"202","aysén","no tiene","aymara","mujer",6,"2011",11201
"203","aysén","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",12,"2011",11201
"204","aysén","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",40,"2011",11201
"205","aysén","sí, pero no ha firmado","mapuche","mujer",16,"2011",11201
"206","aysén","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3289,"2011",11201
"207","aysén","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",35,"2011",11201
"208","aysén","sí, firmó","mapuche","hombre",861,"2011",11201
"209","aysén","sí, firmó","kawésqar (alacalufes)","mujer",28,"2011",11201
"210","buin","sí, firmó","no pertenece a ningún pueblo indígena","mujer",7164,"2011",13402
"211","buin","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",131,"2011",13402
"212","buin","sí, firmó","mapuche","mujer",221,"2011",13402
"213","buin","no tiene","no pertenece a ningún pueblo indígena","mujer",1852,"2011",13402
"214","buin","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",284,"2011",13402
"215","buin","no tiene","mapuche","mujer",103,"2011",13402
"216","buin","no tiene","no pertenece a ningún pueblo indígena","hombre",1577,"2011",13402
"217","buin","sí, firmó","no pertenece a ningún pueblo indígena","hombre",10415,"2011",13402
"218","buin","sí, firmó","mapuche","hombre",324,"2011",13402
"219","buin","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",62,"2011",13402
"220","buin","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",264,"2011",13402
"221","bulnes","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",141,"2011",16102
"222","bulnes","no tiene","no pertenece a ningún pueblo indígena","mujer",528,"2011",16102
"223","bulnes","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",61,"2011",16102
"224","bulnes","sí, firmó","mapuche","hombre",141,"2011",16102
"225","bulnes","no tiene","no pertenece a ningún pueblo indígena","hombre",849,"2011",16102
"226","bulnes","sí, firmó","mapuche","mujer",117,"2011",16102
"227","bulnes","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",65,"2011",16102
"228","bulnes","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",39,"2011",16102
"229","bulnes","sí, firmó","no pertenece a ningún pueblo indígena","hombre",2632,"2011",16102
"230","bulnes","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1795,"2011",16102
"231","cabildo","no tiene","no pertenece a ningún pueblo indígena","hombre",189,"2011",5402
"232","cabildo","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1652,"2011",5402
"233","cabildo","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",45,"2011",5402
"234","cabildo","sí, firmó","mapuche","hombre",47,"2011",5402
"235","cabildo","no tiene","no pertenece a ningún pueblo indígena","mujer",58,"2011",5402
"236","cabildo","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",45,"2011",5402
"237","cabildo","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3114,"2011",5402
"238","cabrero","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",37,"2011",8303
"239","cabrero","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",97,"2011",8303
"240","cabrero","no tiene","no pertenece a ningún pueblo indígena","mujer",755,"2011",8303
"241","cabrero","sí, firmó","no pertenece a ningún pueblo indígena","mujer",2203,"2011",8303
"242","cabrero","sí, firmó","no pertenece a ningún pueblo indígena","hombre",4782,"2011",8303
"243","cabrero","no tiene","no pertenece a ningún pueblo indígena","hombre",1034,"2011",8303
"244","calama","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",559,"2011",2201
"245","calama","sí, firmó","aymara","mujer",103,"2011",2201
"246","calama","sí, firmó","no pertenece a ningún pueblo indígena","hombre",25389,"2011",2201
"247","calama","sí, firmó","quechua","mujer",279,"2011",2201
"248","calama","no tiene","no pertenece a ningún pueblo indígena","hombre",1485,"2011",2201
"249","calama","no se acuerda o no sabe si firmó contrato","quechua","mujer",77,"2011",2201
"250","calama","no tiene","mapuche","hombre",85,"2011",2201
"251","calama","no se acuerda o no sabe si firmó contrato","aymara","hombre",35,"2011",2201
"252","calama","sí, firmó","no pertenece a ningún pueblo indígena","mujer",10777,"2011",2201
"253","calama","no tiene","diaguita","mujer",119,"2011",2201
"254","calama","sí, firmó","atacameño (likán antai)","hombre",2557,"2011",2201
"255","calama","no tiene","no pertenece a ningún pueblo indígena","mujer",1867,"2011",2201
"256","calama","sí, firmó","aymara","hombre",541,"2011",2201
"257","calama","no se acuerda o no sabe si firmó contrato","quechua","hombre",26,"2011",2201
"258","calama","sí, firmó","diaguita","hombre",440,"2011",2201
"259","calama","sí, firmó","mapuche","hombre",636,"2011",2201
"260","calama","no se acuerda o no sabe si firmó contrato","atacameño (likán antai)","hombre",53,"2011",2201
"261","calama","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",505,"2011",2201
"262","calama","sí, firmó","diaguita","mujer",537,"2011",2201
"263","calama","no tiene","aymara","hombre",14,"2011",2201
"264","calama","no tiene","quechua","mujer",22,"2011",2201
"265","calama","no tiene","quechua","hombre",71,"2011",2201
"266","calama","no tiene","atacameño (likán antai)","hombre",225,"2011",2201
"267","calama","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",230,"2011",2201
"268","calama","no tiene","atacameño (likán antai)","mujer",444,"2011",2201
"269","calama","sí, pero no ha firmado","mapuche","mujer",18,"2011",2201
"270","calama","no tiene","diaguita","hombre",88,"2011",2201
"271","calama","sí, firmó","mapuche","mujer",171,"2011",2201
"272","calama","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",150,"2011",2201
"273","calama","no tiene","mapuche","mujer",16,"2011",2201
"274","calama","sí, firmó","quechua","hombre",376,"2011",2201
"275","calama","no tiene","aymara","mujer",50,"2011",2201
"276","calama","sí, firmó","atacameño (likán antai)","mujer",1480,"2011",2201
"277","calbuco","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",18,"2011",10102
"278","calbuco","no tiene","no pertenece a ningún pueblo indígena","mujer",369,"2011",10102
"279","calbuco","sí, firmó","mapuche","mujer",675,"2011",10102
"280","calbuco","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3075,"2011",10102
"281","calbuco","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",22,"2011",10102
"282","calbuco","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",78,"2011",10102
"283","calbuco","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1822,"2011",10102
"284","calbuco","no tiene","no pertenece a ningún pueblo indígena","hombre",478,"2011",10102
"285","calbuco","sí, firmó","mapuche","hombre",617,"2011",10102
"286","calbuco","sí, firmó","kawésqar (alacalufes)","mujer",51,"2011",10102
"287","calbuco","no tiene","mapuche","hombre",27,"2011",10102
"288","caldera","sí, firmó","diaguita","mujer",31,"2011",3102
"289","caldera","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1084,"2011",3102
"290","caldera","no tiene","coya","hombre",36,"2011",3102
"291","caldera","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",62,"2011",3102
"292","caldera","sí, firmó","no pertenece a ningún pueblo indígena","hombre",1691,"2011",3102
"293","caldera","no tiene","diaguita","mujer",12,"2011",3102
"294","caldera","sí, pero no ha firmado","mapuche","mujer",28,"2011",3102
"295","caldera","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",16,"2011",3102
"296","caldera","no tiene","no pertenece a ningún pueblo indígena","mujer",246,"2011",3102
"297","caldera","no tiene","no pertenece a ningún pueblo indígena","hombre",345,"2011",3102
"298","caldera","sí, firmó","mapuche","hombre",14,"2011",3102
"299","caldera","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",37,"2011",3102
"300","caldera","no tiene","aymara","mujer",19,"2011",3102
"301","caldera","no tiene","mapuche","mujer",23,"2011",3102
"302","caldera","sí, firmó","diaguita","hombre",59,"2011",3102
"303","caldera","sí, firmó","mapuche","mujer",75,"2011",3102
"304","calera","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",75,"2011",5502
"305","calera","sí, firmó","mapuche","hombre",58,"2011",5502
"306","calera","sí, firmó","no pertenece a ningún pueblo indígena","mujer",4034,"2011",5502
"307","calera","no tiene","no pertenece a ningún pueblo indígena","mujer",814,"2011",5502
"308","calera","no tiene","no pertenece a ningún pueblo indígena","hombre",1194,"2011",5502
"309","calera","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",26,"2011",5502
"310","calera","sí, firmó","no pertenece a ningún pueblo indígena","hombre",7110,"2011",5502
"311","calera","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",70,"2011",5502
"312","calera de tango","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",53,"2011",13403
"313","calera de tango","sí, firmó","mapuche","mujer",87,"2011",13403
"314","calera de tango","sí, firmó","no pertenece a ningún pueblo indígena","hombre",4418,"2011",13403
"315","calera de tango","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",53,"2011",13403
"316","calera de tango","sí, firmó","no pertenece a ningún pueblo indígena","mujer",2780,"2011",13403
"317","calera de tango","no tiene","no pertenece a ningún pueblo indígena","mujer",891,"2011",13403
"318","calera de tango","no tiene","no pertenece a ningún pueblo indígena","hombre",1185,"2011",13403
"319","calle larga","no tiene","no pertenece a ningún pueblo indígena","mujer",99,"2011",5302
"320","calle larga","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",182,"2011",5302
"321","calle larga","sí, firmó","quechua","hombre",21,"2011",5302
"322","calle larga","sí, firmó","diaguita","hombre",41,"2011",5302
"323","calle larga","sí, firmó","no pertenece a ningún pueblo indígena","hombre",2455,"2011",5302
"324","calle larga","no tiene","no pertenece a ningún pueblo indígena","hombre",21,"2011",5302
"325","calle larga","sí, firmó","no pertenece a ningún pueblo indígena","mujer",856,"2011",5302
"326","calle larga","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",26,"2011",5302
"327","calle larga","sí, firmó","mapuche","mujer",47,"2011",5302
"328","camarones","sí, firmó","no pertenece a ningún pueblo indígena","mujer",13,"2011",15102
"329","camarones","sí, firmó","aymara","hombre",52,"2011",15102
"330","camarones","sí, firmó","aymara","mujer",39,"2011",15102
"331","camarones","no tiene","aymara","hombre",53,"2011",15102
"332","camarones","sí, firmó","no pertenece a ningún pueblo indígena","hombre",26,"2011",15102
"333","camarones","no tiene","no pertenece a ningún pueblo indígena","hombre",26,"2011",15102
"334","camiña","sí, firmó","no pertenece a ningún pueblo indígena","hombre",15,"2011",1402
"335","camiña","no tiene","aymara","hombre",3,"2011",1402
"336","camiña","sí, firmó","aymara","mujer",18,"2011",1402
"337","camiña","sí, firmó","no pertenece a ningún pueblo indígena","mujer",15,"2011",1402
"338","canela","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",25,"2011",4202
"339","canela","sí, firmó","no pertenece a ningún pueblo indígena","mujer",481,"2011",4202
"340","canela","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",10,"2011",4202
"341","canela","no tiene","diaguita","mujer",8,"2011",4202
"342","canela","sí, firmó","aymara","mujer",10,"2011",4202
"343","canela","no tiene","no pertenece a ningún pueblo indígena","hombre",38,"2011",4202
"344","canela","sí, firmó","diaguita","hombre",55,"2011",4202
"345","canela","no tiene","no pertenece a ningún pueblo indígena","mujer",40,"2011",4202
"346","canela","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",16,"2011",4202
"347","canela","sí, firmó","mapuche","hombre",25,"2011",4202
