"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"25","alto hospicio","no tiene","mapuche","hombre",21,"2015",1107
"26","alto hospicio","no tiene","sin dato","mujer",27,"2015",1107
"27","alto hospicio","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",333,"2015",1107
"28","alto hospicio","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",69,"2015",1107
"29","alto hospicio","no tiene","diaguita","hombre",38,"2015",1107
"30","ancud","no tiene","mapuche","hombre",318,"2015",10202
"31","ancud","no tiene","mapuche","mujer",124,"2015",10202
"32","ancud","sí, firmó","mapuche","hombre",1091,"2015",10202
"33","ancud","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",70,"2015",10202
"34","ancud","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3622,"2015",10202
"35","ancud","no tiene","no pertenece a ningún pueblo indígena","mujer",666,"2015",10202
"36","ancud","sin dato","no pertenece a ningún pueblo indígena","hombre",60,"2015",10202
"37","ancud","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",178,"2015",10202
"38","ancud","no se acuerda o no sabe si firmó contrato","mapuche","mujer",48,"2015",10202
"39","ancud","sí, firmó","mapuche","mujer",1185,"2015",10202
"40","ancud","sí, pero no ha firmado","mapuche","mujer",53,"2015",10202
"41","ancud","no se acuerda o no sabe si firmó contrato","aimara","hombre",28,"2015",10202
"42","ancud","no se acuerda o no sabe si firmó contrato","mapuche","hombre",19,"2015",10202
"43","ancud","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",29,"2015",10202
"44","ancud","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3588,"2015",10202
"45","ancud","no tiene","no pertenece a ningún pueblo indígena","hombre",973,"2015",10202
"46","angol","sí, firmó","aimara","hombre",31,"2015",9201
"47","angol","sí, firmó","aimara","mujer",31,"2015",9201
"48","angol","no tiene","mapuche","hombre",216,"2015",9201
"49","angol","sin dato","no pertenece a ningún pueblo indígena","hombre",30,"2015",9201
"50","angol","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",63,"2015",9201
"51","angol","sí, firmó","no pertenece a ningún pueblo indígena","hombre",6581,"2015",9201
"52","angol","sí, pero no ha firmado","mapuche","hombre",39,"2015",9201
"53","angol","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",54,"2015",9201
"54","angol","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",415,"2015",9201
"55","angol","sí, firmó","mapuche","mujer",288,"2015",9201
"56","angol","no tiene","no pertenece a ningún pueblo indígena","mujer",452,"2015",9201
"57","angol","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3950,"2015",9201
"58","angol","no tiene","aimara","hombre",31,"2015",9201
"59","angol","no tiene","mapuche","mujer",60,"2015",9201
"60","angol","sí, firmó","mapuche","hombre",395,"2015",9201
"61","angol","sin dato","no pertenece a ningún pueblo indígena","mujer",75,"2015",9201
"62","angol","no tiene","no pertenece a ningún pueblo indígena","hombre",664,"2015",9201
"63","angol","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",552,"2015",9201
"64","antofagasta","sí, firmó","atacameño (likán-antai)","mujer",281,"2015",2101
"65","antofagasta","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",332,"2015",2101
"66","antofagasta","sin dato","no pertenece a ningún pueblo indígena","hombre",96,"2015",2101
"67","antofagasta","sí, firmó","mapuche","mujer",426,"2015",2101
"68","antofagasta","sí, firmó","diaguita","mujer",96,"2015",2101
"69","antofagasta","no tiene","no pertenece a ningún pueblo indígena","mujer",4388,"2015",2101
"70","antofagasta","sí, firmó","collas","hombre",102,"2015",2101
"71","antofagasta","no tiene","no pertenece a ningún pueblo indígena","hombre",1304,"2015",2101
"72","antofagasta","sí, firmó","aimara","mujer",204,"2015",2101
"73","antofagasta","sí, firmó","mapuche","hombre",1238,"2015",2101
"74","antofagasta","sí, firmó","no pertenece a ningún pueblo indígena","mujer",40162,"2015",2101
"75","antofagasta","no tiene","atacameño (likán-antai)","mujer",168,"2015",2101
"76","antofagasta","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",389,"2015",2101
"77","antofagasta","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",890,"2015",2101
"78","antofagasta","no se acuerda o no sabe si firmó contrato","mapuche","mujer",36,"2015",2101
"79","antofagasta","sí, firmó","atacameño (likán-antai)","hombre",396,"2015",2101
"80","antofagasta","sí, firmó","diaguita","hombre",278,"2015",2101
"81","antofagasta","no tiene","mapuche","mujer",91,"2015",2101
"82","antofagasta","sí, firmó","no pertenece a ningún pueblo indígena","hombre",68031,"2015",2101
"83","antofagasta","sí, firmó","aimara","hombre",173,"2015",2101
"84","antofagasta","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",563,"2015",2101
"85","arauco","sí, firmó","no pertenece a ningún pueblo indígena","hombre",6119,"2015",8202
"86","arauco","sí, firmó","mapuche","hombre",633,"2015",8202
"87","arauco","no tiene","no pertenece a ningún pueblo indígena","mujer",1168,"2015",8202
"88","arauco","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",103,"2015",8202
"89","arauco","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3788,"2015",8202
"90","arauco","sí, pero no ha firmado","mapuche","hombre",70,"2015",8202
"91","arauco","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",103,"2015",8202
"92","arauco","sí, firmó","mapuche","mujer",252,"2015",8202
"93","arauco","no tiene","no pertenece a ningún pueblo indígena","hombre",292,"2015",8202
"94","arica","sí, firmó","no pertenece a ningún pueblo indígena","hombre",20643,"2015",15101
"95","arica","sí, firmó","mapuche","hombre",674,"2015",15101
"96","arica","sí, firmó","quechua","mujer",108,"2015",15101
"97","arica","no se acuerda o no sabe si firmó contrato","mapuche","hombre",153,"2015",15101
"98","arica","sí, firmó","diaguita","hombre",625,"2015",15101
"99","arica","no se acuerda o no sabe si firmó contrato","aimara","hombre",227,"2015",15101
"100","arica","no tiene","mapuche","hombre",63,"2015",15101
"101","arica","sí, firmó","mapuche","mujer",123,"2015",15101
"102","arica","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",532,"2015",15101
"103","arica","sí, firmó","diaguita","mujer",115,"2015",15101
"104","arica","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",593,"2015",15101
"105","arica","no se acuerda o no sabe si firmó contrato","mapuche","mujer",32,"2015",15101
"106","arica","no tiene","no pertenece a ningún pueblo indígena","mujer",2355,"2015",15101
"107","arica","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",72,"2015",15101
"108","arica","sí, firmó","quechua","hombre",149,"2015",15101
"109","arica","no se acuerda o no sabe si firmó contrato","aimara","mujer",107,"2015",15101
"110","arica","no tiene","no pertenece a ningún pueblo indígena","hombre",2743,"2015",15101
"111","arica","no tiene","aimara","mujer",534,"2015",15101
"112","arica","sí, firmó","aimara","mujer",3813,"2015",15101
"113","arica","no tiene","aimara","hombre",239,"2015",15101
"114","arica","sí, firmó","aimara","hombre",2864,"2015",15101
"115","arica","sí, firmó","kawashkar o alacalufes","mujer",252,"2015",15101
"116","arica","sí, firmó","collas","mujer",163,"2015",15101
"117","arica","sí, firmó","no pertenece a ningún pueblo indígena","mujer",13920,"2015",15101
"118","aysén","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",66,"2015",11201
"119","aysén","no tiene","no pertenece a ningún pueblo indígena","mujer",282,"2015",11201
"120","aysén","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",31,"2015",11201
"121","aysén","no tiene","kawashkar o alacalufes","mujer",16,"2015",11201
"122","aysén","no tiene","no pertenece a ningún pueblo indígena","hombre",752,"2015",11201
"123","aysén","no tiene","mapuche","mujer",303,"2015",11201
"124","aysén","sí, firmó","mapuche","mujer",1059,"2015",11201
"125","aysén","sí, firmó","mapuche","hombre",926,"2015",11201
"126","aysén","sí, firmó","no pertenece a ningún pueblo indígena","mujer",2432,"2015",11201
"127","aysén","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",44,"2015",11201
"128","aysén","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3096,"2015",11201
"129","aysén","no se acuerda o no sabe si firmó contrato","mapuche","mujer",50,"2015",11201
"130","aysén","no tiene","mapuche","hombre",84,"2015",11201
"131","calama","sí, firmó","mapuche","mujer",345,"2015",2201
"132","calama","sin dato","atacameño (likán-antai)","mujer",244,"2015",2201
"133","calama","sin dato","atacameño (likán-antai)","hombre",122,"2015",2201
"134","calama","sí, firmó","diaguita","mujer",252,"2015",2201
"135","calama","sí, firmó","aimara","hombre",125,"2015",2201
"136","calama","sí, firmó","mapuche","hombre",690,"2015",2201
"137","calama","sí, pero no ha firmado","quechua","mujer",78,"2015",2201
"138","calama","sí, firmó","no pertenece a ningún pueblo indígena","mujer",13045,"2015",2201
"139","calama","sin dato","no pertenece a ningún pueblo indígena","hombre",122,"2015",2201
"140","calama","no tiene","diaguita","mujer",183,"2015",2201
"141","calama","sí, pero no ha firmado","atacameño (likán-antai)","mujer",158,"2015",2201
"142","calama","sí, firmó","quechua","mujer",509,"2015",2201
"143","calama","sí, firmó","atacameño (likán-antai)","mujer",1697,"2015",2201
"144","calama","sí, firmó","aimara","mujer",99,"2015",2201
"145","calama","no tiene","no pertenece a ningún pueblo indígena","hombre",935,"2015",2201
"146","calama","sí, firmó","sin dato","hombre",48,"2015",2201
"147","calama","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",217,"2015",2201
"148","calama","sí, firmó","quechua","hombre",393,"2015",2201
"149","calama","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",181,"2015",2201
"150","calama","sí, firmó","atacameño (likán-antai)","hombre",3395,"2015",2201
"151","calama","no tiene","no pertenece a ningún pueblo indígena","mujer",2364,"2015",2201
"152","calama","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",85,"2015",2201
"153","calama","sí, firmó","no pertenece a ningún pueblo indígena","hombre",23422,"2015",2201
"154","calama","sí, firmó","diaguita","hombre",296,"2015",2201
"155","calama","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",217,"2015",2201
"156","calbuco","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",163,"2015",10102
"157","calbuco","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",81,"2015",10102
"158","calbuco","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",36,"2015",10102
"159","calbuco","no tiene","no pertenece a ningún pueblo indígena","hombre",739,"2015",10102
"160","calbuco","sí, firmó","no pertenece a ningún pueblo indígena","hombre",3342,"2015",10102
"161","calbuco","no tiene","mapuche","hombre",349,"2015",10102
"162","calbuco","no tiene","no pertenece a ningún pueblo indígena","mujer",458,"2015",10102
"163","calbuco","no tiene","mapuche","mujer",81,"2015",10102
"164","calbuco","sí, firmó","no pertenece a ningún pueblo indígena","mujer",2123,"2015",10102
"165","calbuco","sí, firmó","mapuche","hombre",968,"2015",10102
"166","calbuco","sí, firmó","mapuche","mujer",488,"2015",10102
"167","calera","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",210,"2015",5502
"168","calera","no tiene","no pertenece a ningún pueblo indígena","mujer",1477,"2015",5502
"169","calera","sí, firmó","no pertenece a ningún pueblo indígena","hombre",9014,"2015",5502
"170","calera","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",71,"2015",5502
"171","calera","sí, firmó","mapuche","hombre",43,"2015",5502
"172","calera","no tiene","no pertenece a ningún pueblo indígena","hombre",1705,"2015",5502
"173","calera","sí, firmó","diaguita","hombre",128,"2015",5502
"174","calera","sí, firmó","mapuche","mujer",97,"2015",5502
"175","calera","sí, firmó","no pertenece a ningún pueblo indígena","mujer",6417,"2015",5502
"176","cañete","sí, pero no ha firmado","mapuche","hombre",11,"2015",8203
"177","cañete","sí, firmó","no pertenece a ningún pueblo indígena","hombre",2384,"2015",8203
"178","cañete","sí, firmó","mapuche","mujer",678,"2015",8203
"179","cañete","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",31,"2015",8203
"180","cañete","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",24,"2015",8203
"181","cañete","sí, firmó","aimara","hombre",28,"2015",8203
"182","cañete","no se acuerda o no sabe si firmó contrato","mapuche","mujer",40,"2015",8203
"183","cañete","sí, firmó","sin dato","hombre",11,"2015",8203
"184","cañete","no tiene","mapuche","mujer",165,"2015",8203
"185","cañete","no tiene","no pertenece a ningún pueblo indígena","hombre",672,"2015",8203
"186","cañete","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",64,"2015",8203
"187","cañete","sin dato","no pertenece a ningún pueblo indígena","hombre",18,"2015",8203
"188","cañete","sí, firmó","mapuche","hombre",728,"2015",8203
"189","cañete","sí, firmó","sin dato","mujer",40,"2015",8203
"190","cañete","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",63,"2015",8203
"191","cañete","no tiene","no pertenece a ningún pueblo indígena","mujer",520,"2015",8203
"192","cañete","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1917,"2015",8203
"193","cañete","no tiene","mapuche","hombre",560,"2015",8203
"194","cañete","no se acuerda o no sabe si firmó contrato","mapuche","hombre",62,"2015",8203
"195","carahue","sí, firmó","no pertenece a ningún pueblo indígena","hombre",1118,"2015",9102
"196","carahue","no tiene","no pertenece a ningún pueblo indígena","mujer",234,"2015",9102
"197","carahue","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",111,"2015",9102
"198","carahue","sí, firmó","mapuche","hombre",573,"2015",9102
"199","carahue","no tiene","mapuche","mujer",107,"2015",9102
"200","carahue","no tiene","mapuche","hombre",276,"2015",9102
"201","carahue","no tiene","no pertenece a ningún pueblo indígena","hombre",631,"2015",9102
"202","carahue","sí, firmó","mapuche","mujer",511,"2015",9102
"203","carahue","sí, firmó","no pertenece a ningún pueblo indígena","mujer",838,"2015",9102
"204","castro","sí, firmó","no pertenece a ningún pueblo indígena","hombre",5577,"2015",10201
"205","castro","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",63,"2015",10201
"206","castro","sí, firmó","mapuche","mujer",1870,"2015",10201
"207","castro","no tiene","mapuche","hombre",208,"2015",10201
"208","castro","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",102,"2015",10201
"209","castro","no se acuerda o no sabe si firmó contrato","mapuche","hombre",29,"2015",10201
"210","castro","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",39,"2015",10201
"211","castro","sí, firmó","no pertenece a ningún pueblo indígena","mujer",4996,"2015",10201
"212","castro","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",66,"2015",10201
"213","castro","no tiene","no pertenece a ningún pueblo indígena","hombre",442,"2015",10201
"214","castro","sí, firmó","mapuche","hombre",1513,"2015",10201
"215","castro","no tiene","no pertenece a ningún pueblo indígena","mujer",425,"2015",10201
"216","castro","sí, firmó","atacameño (likán-antai)","mujer",106,"2015",10201
"217","castro","no tiene","mapuche","mujer",202,"2015",10201
"218","cauquenes","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3896,"2015",7201
"219","cauquenes","no tiene","no pertenece a ningún pueblo indígena","mujer",805,"2015",7201
"220","cauquenes","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",55,"2015",7201
"221","cauquenes","sí, firmó","mapuche","mujer",167,"2015",7201
"222","cauquenes","no tiene","mapuche","hombre",88,"2015",7201
"223","cauquenes","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",220,"2015",7201
"224","cauquenes","no tiene","no pertenece a ningún pueblo indígena","hombre",2358,"2015",7201
"225","cauquenes","sí, firmó","no pertenece a ningún pueblo indígena","hombre",4068,"2015",7201
"226","cauquenes","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",115,"2015",7201
"227","cauquenes","sí, firmó","mapuche","hombre",167,"2015",7201
"228","cerro navia","sí, firmó","no pertenece a ningún pueblo indígena","mujer",11736,"2015",13103
"229","cerro navia","sí, firmó","mapuche","hombre",2608,"2015",13103
"230","cerro navia","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",420,"2015",13103
"231","cerro navia","no tiene","mapuche","hombre",586,"2015",13103
"232","cerro navia","sí, pero no ha firmado","mapuche","hombre",141,"2015",13103
"233","cerro navia","sí, firmó","no pertenece a ningún pueblo indígena","hombre",17186,"2015",13103
"234","cerro navia","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",192,"2015",13103
"235","cerro navia","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",809,"2015",13103
"236","cerro navia","no tiene","mapuche","mujer",442,"2015",13103
"237","cerro navia","no se acuerda o no sabe si firmó contrato","mapuche","hombre",141,"2015",13103
"238","cerro navia","no tiene","no pertenece a ningún pueblo indígena","hombre",2507,"2015",13103
"239","cerro navia","no tiene","no pertenece a ningún pueblo indígena","mujer",3163,"2015",13103
"240","cerro navia","sí, firmó","mapuche","mujer",1562,"2015",13103
"241","chañaral","sí, firmó","yámana o yagán","hombre",7,"2015",3201
"242","chañaral","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",14,"2015",3201
"243","chañaral","sí, firmó","atacameño (likán-antai)","mujer",6,"2015",3201
"244","chañaral","sí, firmó","mapuche","mujer",28,"2015",3201
"245","chañaral","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",19,"2015",3201
"246","chañaral","no tiene","diaguita","hombre",22,"2015",3201
"247","chañaral","sí, firmó","diaguita","mujer",38,"2015",3201
"248","chañaral","no tiene","mapuche","hombre",6,"2015",3201
"249","chañaral","sí, firmó","aimara","hombre",29,"2015",3201
"250","chañaral","sí, firmó","diaguita","hombre",19,"2015",3201
"251","chañaral","sí, firmó","quechua","mujer",10,"2015",3201
"252","chañaral","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",11,"2015",3201
"253","chañaral","sí, firmó","no pertenece a ningún pueblo indígena","mujer",918,"2015",3201
"254","chañaral","no tiene","diaguita","mujer",12,"2015",3201
"255","chañaral","sí, firmó","mapuche","hombre",25,"2015",3201
"256","chañaral","sí, firmó","no pertenece a ningún pueblo indígena","hombre",1753,"2015",3201
"257","chañaral","no tiene","no pertenece a ningún pueblo indígena","mujer",188,"2015",3201
"258","chañaral","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",28,"2015",3201
"259","chañaral","no tiene","no pertenece a ningún pueblo indígena","hombre",174,"2015",3201
"260","chañaral","sí, firmó","aimara","mujer",18,"2015",3201
"261","chiguayante","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",262,"2015",8103
"262","chiguayante","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",426,"2015",8103
"263","chiguayante","no tiene","no pertenece a ningún pueblo indígena","hombre",1737,"2015",8103
"264","chiguayante","no tiene","no pertenece a ningún pueblo indígena","mujer",4068,"2015",8103
"265","chiguayante","no tiene","mapuche","mujer",34,"2015",8103
"266","chiguayante","sí, firmó","no pertenece a ningún pueblo indígena","hombre",20119,"2015",8103
"267","chiguayante","no tiene","mapuche","hombre",217,"2015",8103
"268","chiguayante","sí, firmó","mapuche","hombre",758,"2015",8103
"269","chiguayante","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",466,"2015",8103
"270","chiguayante","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",463,"2015",8103
"271","chiguayante","sí, firmó","mapuche","mujer",298,"2015",8103
"272","chiguayante","sin dato","no pertenece a ningún pueblo indígena","hombre",138,"2015",8103
"273","chiguayante","sin dato","no pertenece a ningún pueblo indígena","mujer",43,"2015",8103
"274","chiguayante","sí, firmó","no pertenece a ningún pueblo indígena","mujer",15553,"2015",8103
"275","chile chico","no tiene","no pertenece a ningún pueblo indígena","mujer",20,"2015",11401
"276","chile chico","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",40,"2015",11401
"277","chile chico","sí, firmó","no pertenece a ningún pueblo indígena","hombre",686,"2015",11401
"278","chile chico","no tiene","no pertenece a ningún pueblo indígena","hombre",34,"2015",11401
"279","chile chico","sí, firmó","no pertenece a ningún pueblo indígena","mujer",504,"2015",11401
"280","chile chico","sí, firmó","mapuche","hombre",200,"2015",11401
"281","chile chico","sí, firmó","mapuche","mujer",136,"2015",11401
"282","chillán","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",638,"2015",16101
"283","chillán","sí, firmó","mapuche","mujer",136,"2015",16101
"284","chillán","sí, firmó","no pertenece a ningún pueblo indígena","hombre",23507,"2015",16101
"285","chillán","no tiene","no pertenece a ningún pueblo indígena","hombre",4069,"2015",16101
"286","chillán","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",94,"2015",16101
"287","chillán","no tiene","mapuche","mujer",148,"2015",16101
"288","chillán","no tiene","no pertenece a ningún pueblo indígena","mujer",4710,"2015",16101
"289","chillán","sí, firmó","no pertenece a ningún pueblo indígena","mujer",18463,"2015",16101
"290","chillán","no tiene","mapuche","hombre",76,"2015",16101
"291","chillán","sí, firmó","mapuche","hombre",750,"2015",16101
"292","chillán","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",607,"2015",16101
"293","chillán","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",611,"2015",16101
"294","chillán viejo","no tiene","no pertenece a ningún pueblo indígena","mujer",812,"2015",16103
"295","chillán viejo","no tiene","no pertenece a ningún pueblo indígena","hombre",621,"2015",16103
"296","chillán viejo","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",139,"2015",16103
"297","chillán viejo","sí, firmó","no pertenece a ningún pueblo indígena","hombre",5059,"2015",16103
"298","chillán viejo","sí, firmó","mapuche","mujer",213,"2015",16103
"299","chillán viejo","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",139,"2015",16103
"300","chillán viejo","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3954,"2015",16103
"301","chimbarongo","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",132,"2015",6303
"302","chimbarongo","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",289,"2015",6303
"303","chimbarongo","sí, firmó","no pertenece a ningún pueblo indígena","mujer",3587,"2015",6303
"304","chimbarongo","sí, firmó","mapuche","hombre",125,"2015",6303
"305","chimbarongo","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",158,"2015",6303
"306","chimbarongo","no tiene","no pertenece a ningún pueblo indígena","hombre",1259,"2015",6303
"307","chimbarongo","no tiene","no pertenece a ningún pueblo indígena","mujer",724,"2015",6303
"308","chimbarongo","sí, firmó","no pertenece a ningún pueblo indígena","hombre",6171,"2015",6303
"309","chimbarongo","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",262,"2015",6303
"310","cochrane","no tiene","no pertenece a ningún pueblo indígena","mujer",41,"2015",11301
"311","cochrane","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",19,"2015",11301
"312","cochrane","sí, firmó","no pertenece a ningún pueblo indígena","hombre",321,"2015",11301
"313","cochrane","sí, firmó","mapuche","hombre",29,"2015",11301
"314","cochrane","sí, firmó","no pertenece a ningún pueblo indígena","mujer",154,"2015",11301
"315","cochrane","no tiene","no pertenece a ningún pueblo indígena","hombre",7,"2015",11301
"316","cochrane","sí, firmó","mapuche","mujer",65,"2015",11301
"317","codegua","sí, firmó","no pertenece a ningún pueblo indígena","hombre",2536,"2015",6102
"318","codegua","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",205,"2015",6102
"319","codegua","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1451,"2015",6102
"320","codegua","sí, firmó","mapuche","hombre",375,"2015",6102
"321","codegua","no tiene","no pertenece a ningún pueblo indígena","hombre",266,"2015",6102
"322","codegua","no tiene","no pertenece a ningún pueblo indígena","mujer",77,"2015",6102
"323","codegua","no tiene","mapuche","mujer",38,"2015",6102
"324","codegua","no tiene","mapuche","hombre",84,"2015",6102
"325","colbún","no tiene","mapuche","hombre",26,"2015",7402
"326","colbún","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","hombre",227,"2015",7402
"327","colbún","no tiene","mapuche","mujer",74,"2015",7402
"328","colbún","sin dato","no pertenece a ningún pueblo indígena","hombre",65,"2015",7402
"329","colbún","sí, firmó","mapuche","hombre",65,"2015",7402
"330","colbún","sí, firmó","diaguita","hombre",10,"2015",7402
"331","colbún","sí, firmó","no pertenece a ningún pueblo indígena","mujer",1501,"2015",7402
"332","colbún","no tiene","no pertenece a ningún pueblo indígena","hombre",774,"2015",7402
"333","colbún","sí, firmó","no pertenece a ningún pueblo indígena","hombre",2575,"2015",7402
"334","colbún","no tiene","no pertenece a ningún pueblo indígena","mujer",1005,"2015",7402
"335","colbún","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","hombre",11,"2015",7402
"336","colbún","sí, pero no ha firmado","no pertenece a ningún pueblo indígena","mujer",128,"2015",7402
"337","colbún","no se acuerda o no sabe si firmó contrato","no pertenece a ningún pueblo indígena","mujer",92,"2015",7402
