"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"23","Algarrobo","Otra razón","No pertenece a ningún pueblo indígena","Hombre",99,"2017",5602
"24","Alhué","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Mujer",17,"2017",13502
"25","Alhué","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",100,"2017",13502
"26","Alhué","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",31,"2017",13502
"27","Alhué","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",297,"2017",13502
"28","Alhué","Otra razón","No pertenece a ningún pueblo indígena","Mujer",25,"2017",13502
"29","Alhué","Estudiante","No pertenece a ningún pueblo indígena","Hombre",151,"2017",13502
"30","Alhué","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",16,"2017",13502
"31","Alhué","Otra razón","No pertenece a ningún pueblo indígena","Hombre",17,"2017",13502
"32","Alhué","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Mujer",15,"2017",13502
"33","Alhué","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",16,"2017",13502
"34","Alhué","Quehaceres del hogar","Mapuche","Mujer",15,"2017",13502
"35","Alhué","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",559,"2017",13502
"36","Alhué","No sabe/no responde","Aimara","Mujer",16,"2017",13502
"37","Alhué","Estudiante","No pertenece a ningún pueblo indígena","Mujer",179,"2017",13502
"38","Alto Biobío","Ofrecen sueldos muy bajos","Mapuche","Hombre",50,"2017",8314
"39","Alto Biobío","Estudiante","No pertenece a ningún pueblo indígena","Hombre",52,"2017",8314
"40","Alto Biobío","Estudiante","No sabe/no responde","Mujer",12,"2017",8314
"41","Alto Biobío","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",210,"2017",8314
"42","Alto Biobío","No tiene interés en trabajar","Mapuche","Hombre",100,"2017",8314
"43","Alto Biobío","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",8,"2017",8314
"44","Alto Biobío","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",104,"2017",8314
"45","Alto Biobío","Jubilado(a), pensionado(a) o montepiado(a)","Quechua","Hombre",102,"2017",8314
"46","Alto Biobío","Otra razón","No pertenece a ningún pueblo indígena","Hombre",12,"2017",8314
"47","Alto Biobío","Estudiante","No pertenece a ningún pueblo indígena","Mujer",194,"2017",8314
"48","Alto Biobío","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",8,"2017",8314
"49","Alto Biobío","Quehaceres del hogar","Mapuche","Mujer",452,"2017",8314
"50","Alto Biobío","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Hombre",8,"2017",8314
"51","Alto Biobío","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Hombre",12,"2017",8314
"52","Alto Biobío","No tiene con quien dejar a los niños","Mapuche","Mujer",100,"2017",8314
"53","Alto Biobío","Otra razón","Mapuche","Hombre",12,"2017",8314
"54","Alto Biobío","Busca cuando realmente lo necesita o tiene trabajo esporádic","Mapuche","Hombre",8,"2017",8314
"55","Alto Biobío","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",234,"2017",8314
"56","Alto Biobío","Estudiante","Mapuche","Mujer",236,"2017",8314
"57","Alto Biobío","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",102,"2017",8314
"58","Alto Biobío","No tiene interés en trabajar","Mapuche","Mujer",50,"2017",8314
"59","Alto Biobío","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",12,"2017",8314
"60","Alto Biobío","Está enfermo o tiene una discapacidad","Mapuche","Hombre",102,"2017",8314
"61","Alto Biobío","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",624,"2017",8314
"62","Alto Biobío","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",444,"2017",8314
"63","Alto Biobío","Estudiante","Mapuche","Hombre",454,"2017",8314
"64","Alto Biobío","Piensa que nadie le dará trabajo (porque no cuenta con la ca","Mapuche","Hombre",204,"2017",8314
"65","Alto Biobío","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",24,"2017",8314
"66","Alto Biobío","Estudiante","No sabe/no responde","Hombre",12,"2017",8314
"67","Alto Biobío","Quehaceres del hogar","Mapuche","Hombre",202,"2017",8314
"68","Alto del Carmen","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",70,"2017",3302
"69","Alto del Carmen","Otra razón","Diaguita","Mujer",27,"2017",3302
"70","Alto del Carmen","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","Diaguita","Mujer",31,"2017",3302
"71","Alto del Carmen","Está enfermo o tiene una discapacidad","Diaguita","Mujer",31,"2017",3302
"72","Alto del Carmen","Quehaceres del hogar","Diaguita","Hombre",31,"2017",3302
"73","Alto del Carmen","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",70,"2017",3302
"74","Alto del Carmen","Estudiante","Mapuche","Hombre",31,"2017",3302
"75","Alto del Carmen","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",454,"2017",3302
"76","Alto del Carmen","No tiene con quien dejar a los niños","Diaguita","Mujer",31,"2017",3302
"77","Alto del Carmen","Jubilado(a), pensionado(a) o montepiado(a)","Diaguita","Mujer",182,"2017",3302
"78","Alto del Carmen","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",132,"2017",3302
"79","Alto del Carmen","Estudiante","Diaguita","Mujer",62,"2017",3302
"80","Alto del Carmen","No tiene con quien dejar a los niños","Kawashkar o Alacalufes","Mujer",31,"2017",3302
"81","Alto del Carmen","Quehaceres del hogar","Diaguita","Mujer",62,"2017",3302
"82","Alto del Carmen","Otra razón","No pertenece a ningún pueblo indígena","Mujer",27,"2017",3302
"83","Alto del Carmen","Jubilado(a), pensionado(a) o montepiado(a)","Diaguita","Hombre",89,"2017",3302
"84","Alto del Carmen","Otra razón","Diaguita","Hombre",54,"2017",3302
"85","Alto del Carmen","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",570,"2017",3302
"86","Alto Hospicio","Quehaceres del hogar","Atacameño (Likan-Antai)","Hombre",40,"2017",1107
"87","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Quechua","Mujer",25,"2017",1107
"88","Alto Hospicio","Estudiante","Quechua","Hombre",135,"2017",1107
"89","Alto Hospicio","Ofrecen sueldos muy bajos","No pertenece a ningún pueblo indígena","Hombre",44,"2017",1107
"90","Alto Hospicio","No sabe/no responde","Aimara","Hombre",30,"2017",1107
"91","Alto Hospicio","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",290,"2017",1107
"92","Alto Hospicio","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",419,"2017",1107
"93","Alto Hospicio","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",72,"2017",1107
"94","Alto Hospicio","No tiene con quien dejar a los niños","Aimara","Mujer",300,"2017",1107
"95","Alto Hospicio","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",3046,"2017",1107
"96","Alto Hospicio","Quehaceres del hogar","Aimara","Hombre",35,"2017",1107
"97","Alto Hospicio","Estudiante","Quechua","Mujer",146,"2017",1107
"98","Alto Hospicio","No tiene con quien dejar a otro familiar","Quechua","Mujer",42,"2017",1107
"99","Alto Hospicio","Piensa que nadie le dará trabajo (porque no cuenta con la ca","Diaguita","Hombre",55,"2017",1107
"100","Alto Hospicio","Consiguió trabajo que empezará pronto o iniciará pronto una","No pertenece a ningún pueblo indígena","Mujer",56,"2017",1107
"101","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Atacameño (Likan-Antai)","Mujer",40,"2017",1107
"102","Alto Hospicio","No sabe/no responde","Aimara","Mujer",40,"2017",1107
"103","Alto Hospicio","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",256,"2017",1107
"104","Alto Hospicio","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",345,"2017",1107
"105","Alto Hospicio","No tiene con quien dejar a los niños","Mapuche","Mujer",62,"2017",1107
"106","Alto Hospicio","No tiene con quien dejar a otro familiar","No pertenece a ningún pueblo indígena","Mujer",55,"2017",1107
"107","Alto Hospicio","No tiene interés en trabajar","Aimara","Mujer",55,"2017",1107
"108","Alto Hospicio","Está enfermo o tiene una discapacidad","Aimara","Hombre",155,"2017",1107
"109","Alto Hospicio","Quehaceres del hogar","Mapuche","Hombre",36,"2017",1107
"110","Alto Hospicio","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",6316,"2017",1107
"111","Alto Hospicio","Quehaceres del hogar","Mapuche","Mujer",36,"2017",1107
"112","Alto Hospicio","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Hombre",184,"2017",1107
"113","Alto Hospicio","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",1142,"2017",1107
"114","Alto Hospicio","No tiene interés en trabajar","Aimara","Hombre",162,"2017",1107
"115","Alto Hospicio","Quehaceres del hogar","Diaguita","Mujer",204,"2017",1107
"116","Alto Hospicio","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Mujer",131,"2017",1107
"117","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Aimara","Hombre",140,"2017",1107
"118","Alto Hospicio","Estudiante","No pertenece a ningún pueblo indígena","Hombre",3416,"2017",1107
"119","Alto Hospicio","Estudiante","Aimara","Hombre",901,"2017",1107
"120","Alto Hospicio","Estudiante","No pertenece a ningún pueblo indígena","Mujer",3578,"2017",1107
"121","Alto Hospicio","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Mujer",81,"2017",1107
"122","Alto Hospicio","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",278,"2017",1107
"123","Alto Hospicio","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",691,"2017",1107
"124","Alto Hospicio","Está esperando resultado de gestiones ya emprendidas","Aimara","Hombre",107,"2017",1107
"125","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Aimara","Mujer",213,"2017",1107
"126","Alto Hospicio","Otra razón","Aimara","Hombre",101,"2017",1107
"127","Alto Hospicio","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","Quechua","Mujer",30,"2017",1107
"128","Alto Hospicio","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",215,"2017",1107
"129","Alto Hospicio","Otra razón","No pertenece a ningún pueblo indígena","Mujer",1508,"2017",1107
"130","Alto Hospicio","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Hombre",47,"2017",1107
"131","Alto Hospicio","Las reglas, horarios y distancias de los trabajos no le acom","No pertenece a ningún pueblo indígena","Mujer",116,"2017",1107
"132","Alto Hospicio","Está enfermo o tiene una discapacidad","Quechua","Mujer",42,"2017",1107
"133","Alto Hospicio","Otra razón","Mapuche","Mujer",74,"2017",1107
"134","Alto Hospicio","Las reglas, horarios y distancias de los trabajos no le acom","No pertenece a ningún pueblo indígena","Hombre",27,"2017",1107
"135","Alto Hospicio","Otra razón","Aimara","Mujer",39,"2017",1107
"136","Alto Hospicio","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Hombre",161,"2017",1107
"137","Alto Hospicio","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","Aimara","Mujer",31,"2017",1107
"138","Alto Hospicio","Está esperando resultado de gestiones ya emprendidas","Aimara","Mujer",89,"2017",1107
"139","Alto Hospicio","No tiene con quien dejar a otro familiar","Aimara","Mujer",36,"2017",1107
"140","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",2120,"2017",1107
"141","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",101,"2017",1107
"142","Alto Hospicio","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Mujer",52,"2017",1107
"143","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Diaguita","Mujer",42,"2017",1107
"144","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",1963,"2017",1107
"145","Alto Hospicio","No tiene con quien dejar a los niños","Quechua","Mujer",30,"2017",1107
"146","Alto Hospicio","Quehaceres del hogar","Quechua","Mujer",85,"2017",1107
"147","Alto Hospicio","Estudiante","Atacameño (Likan-Antai)","Hombre",74,"2017",1107
"148","Alto Hospicio","Quehaceres del hogar","Aimara","Mujer",1040,"2017",1107
"149","Alto Hospicio","Otra razón","No pertenece a ningún pueblo indígena","Hombre",701,"2017",1107
"150","Alto Hospicio","Otra razón","Diaguita","Mujer",67,"2017",1107
"151","Alto Hospicio","Quehaceres del hogar","Quechua","Hombre",35,"2017",1107
"152","Alto Hospicio","Estudiante","Diaguita","Mujer",146,"2017",1107
"153","Alto Hospicio","Estudiante","Mapuche","Mujer",130,"2017",1107
"154","Alto Hospicio","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",226,"2017",1107
"155","Alto Hospicio","Se cansó de buscar o cree que no hay trabajo disponible","Aimara","Hombre",40,"2017",1107
"156","Alto Hospicio","Estudiante","Mapuche","Hombre",267,"2017",1107
"157","Alto Hospicio","Estudiante","Aimara","Mujer",1342,"2017",1107
"158","Alto Hospicio","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",111,"2017",1107
"159","Alto Hospicio","Estudiante","Diaguita","Hombre",52,"2017",1107
"160","Alto Hospicio","Está enfermo o tiene una discapacidad","No sabe/no responde","Mujer",44,"2017",1107
"161","Alto Hospicio","Jubilado(a), pensionado(a) o montepiado(a)","Quechua","Hombre",25,"2017",1107
"162","Alto Hospicio","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",1084,"2017",1107
"163","Alto Hospicio","Está enfermo o tiene una discapacidad","Diaguita","Mujer",37,"2017",1107
"164","Alto Hospicio","No tiene con quien dejar a adultos mayores","Aimara","Mujer",37,"2017",1107
"165","Ancud","Está enfermo o tiene una discapacidad","Mapuche","Mujer",65,"2017",10202
"166","Ancud","Estudiante","No pertenece a ningún pueblo indígena","Mujer",985,"2017",10202
"167","Ancud","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",252,"2017",10202
"168","Ancud","Otra razón","No pertenece a ningún pueblo indígena","Mujer",212,"2017",10202
"169","Ancud","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",330,"2017",10202
"170","Ancud","Otra razón","No pertenece a ningún pueblo indígena","Hombre",272,"2017",10202
"171","Ancud","Estudiante","Mapuche","Mujer",700,"2017",10202
"172","Ancud","Se cansó de buscar o cree que no hay trabajo disponible","Mapuche","Mujer",50,"2017",10202
"173","Ancud","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",3164,"2017",10202
"174","Ancud","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Hombre",65,"2017",10202
"175","Ancud","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",455,"2017",10202
"176","Ancud","Otra razón","Mapuche","Mujer",63,"2017",10202
"177","Ancud","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",2628,"2017",10202
"178","Ancud","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",647,"2017",10202
"179","Ancud","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",2833,"2017",10202
"180","Ancud","Estudiante","No pertenece a ningún pueblo indígena","Hombre",1175,"2017",10202
"181","Ancud","No tiene con quien dejar a los niños","Mapuche","Mujer",299,"2017",10202
"182","Ancud","Se cansó de buscar o cree que no hay trabajo disponible","Kawashkar o Alacalufes","Hombre",73,"2017",10202
"183","Ancud","Estudiante","Mapuche","Hombre",512,"2017",10202
"184","Ancud","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",223,"2017",10202
"185","Ancud","Quehaceres del hogar","Mapuche","Mujer",771,"2017",10202
"186","Ancud","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",296,"2017",10202
"187","Ancud","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",106,"2017",10202
"188","Ancud","Se cansó de buscar o cree que no hay trabajo disponible","Mapuche","Hombre",73,"2017",10202
"189","Ancud","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Mujer",52,"2017",10202
"190","Ancud","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",301,"2017",10202
"191","Ancud","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Hombre",73,"2017",10202
"192","Ancud","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",158,"2017",10202
"193","Andacollo","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",24,"2017",4103
"194","Andacollo","Otra razón","No pertenece a ningún pueblo indígena","Mujer",69,"2017",4103
"195","Andacollo","Quehaceres del hogar","Diaguita","Mujer",32,"2017",4103
"196","Andacollo","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",443,"2017",4103
"197","Andacollo","Estudiante","No pertenece a ningún pueblo indígena","Mujer",247,"2017",4103
"198","Andacollo","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",13,"2017",4103
"199","Andacollo","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",7,"2017",4103
"200","Andacollo","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",26,"2017",4103
"201","Andacollo","Otra razón","No pertenece a ningún pueblo indígena","Hombre",44,"2017",4103
"202","Andacollo","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",32,"2017",4103
"203","Andacollo","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",843,"2017",4103
"204","Andacollo","No tiene con quien dejar a otro familiar","No pertenece a ningún pueblo indígena","Mujer",7,"2017",4103
"205","Andacollo","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",121,"2017",4103
"206","Andacollo","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",52,"2017",4103
"207","Andacollo","Estudiante","No pertenece a ningún pueblo indígena","Hombre",312,"2017",4103
"208","Andacollo","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",7,"2017",4103
"209","Andacollo","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",13,"2017",4103
"210","Andacollo","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",546,"2017",4103
"211","Andacollo","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",7,"2017",4103
"212","Andacollo","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",20,"2017",4103
"213","Andacollo","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",72,"2017",4103
"214","Andacollo","Estudiante","Aimara","Mujer",26,"2017",4103
"215","Angol","No sabe/no responde","No pertenece a ningún pueblo indígena","Mujer",141,"2017",9201
"216","Angol","Estudiante","Mapuche","Hombre",376,"2017",9201
"217","Angol","Otra razón","Mapuche","Hombre",73,"2017",9201
"218","Angol","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Hombre",136,"2017",9201
"219","Angol","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Hombre",30,"2017",9201
"220","Angol","Busca cuando realmente lo necesita o tiene trabajo esporádic","Mapuche","Hombre",26,"2017",9201
"221","Angol","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Mujer",3314,"2017",9201
"222","Angol","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",481,"2017",9201
"223","Angol","Está esperando resultado de gestiones ya emprendidas","Mapuche","Hombre",58,"2017",9201
"224","Angol","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",3231,"2017",9201
"225","Angol","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Mujer",147,"2017",9201
"226","Angol","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Hombre",448,"2017",9201
"227","Angol","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Hombre",92,"2017",9201
"228","Angol","Quehaceres del hogar","Mapuche","Mujer",67,"2017",9201
"229","Angol","Busca cuando realmente lo necesita o tiene trabajo esporádic","No pertenece a ningún pueblo indígena","Mujer",168,"2017",9201
"230","Angol","Tiene otra fuente de ingreso (seguro de cesantía, mesadas, r","No pertenece a ningún pueblo indígena","Mujer",102,"2017",9201
"231","Angol","No tiene con quien dejar a los niños","Mapuche","Mujer",43,"2017",9201
"232","Angol","Estudiante","No pertenece a ningún pueblo indígena","Hombre",1685,"2017",9201
"233","Angol","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Mujer",123,"2017",9201
"234","Angol","Está enfermo o tiene una discapacidad","No pertenece a ningún pueblo indígena","Mujer",1034,"2017",9201
"235","Angol","Otra razón","No pertenece a ningún pueblo indígena","Hombre",620,"2017",9201
"236","Angol","Piensa que nadie le dará trabajo (porque no cuenta con la ca","No pertenece a ningún pueblo indígena","Mujer",342,"2017",9201
"237","Angol","No tiene con quien dejar a otro familiar","No pertenece a ningún pueblo indígena","Mujer",43,"2017",9201
"238","Angol","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Hombre",244,"2017",9201
"239","Angol","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Hombre",131,"2017",9201
"240","Angol","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Mujer",47,"2017",9201
"241","Angol","Jubilado(a), pensionado(a) o montepiado(a)","Mapuche","Hombre",186,"2017",9201
"242","Angol","Está esperando resultado de gestiones ya emprendidas","Mapuche","Mujer",27,"2017",9201
"243","Angol","Otra razón","No pertenece a ningún pueblo indígena","Mujer",609,"2017",9201
"244","Angol","Está enfermo o tiene una discapacidad","Mapuche","Mujer",58,"2017",9201
"245","Angol","Busca cuando realmente lo necesita o tiene trabajo esporádic","Mapuche","Mujer",23,"2017",9201
"246","Angol","Está esperando resultado de gestiones ya emprendidas","No pertenece a ningún pueblo indígena","Hombre",129,"2017",9201
"247","Angol","No tiene con quien dejar a adultos mayores","No pertenece a ningún pueblo indígena","Mujer",187,"2017",9201
"248","Angol","Estudiante","Mapuche","Mujer",254,"2017",9201
"249","Angol","Ofrecen sueldos muy bajos","No pertenece a ningún pueblo indígena","Hombre",73,"2017",9201
"250","Angol","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Mujer",326,"2017",9201
"251","Angol","Jubilado(a), pensionado(a) o montepiado(a)","No pertenece a ningún pueblo indígena","Hombre",1876,"2017",9201
"252","Angol","Estudiante","No pertenece a ningún pueblo indígena","Mujer",1702,"2017",9201
"253","Angol","No tiene interés en trabajar","Mapuche","Hombre",30,"2017",9201
"254","Antofagasta","Está esperando resultado de gestiones ya emprendidas","Atacameño (Likan-Antai)","Mujer",58,"2017",2101
"255","Antofagasta","Está enfermo o tiene una discapacidad","Aimara","Hombre",77,"2017",2101
"256","Antofagasta","No tiene con quien dejar a adultos mayores","Atacameño (Likan-Antai)","Mujer",71,"2017",2101
"257","Antofagasta","No sabe/no responde","No pertenece a ningún pueblo indígena","Hombre",606,"2017",2101
"258","Antofagasta","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Mujer",8313,"2017",2101
"259","Antofagasta","Quehaceres del hogar","No pertenece a ningún pueblo indígena","Mujer",21864,"2017",2101
"260","Antofagasta","Las reglas, horarios y distancias de los trabajos no le acom","No pertenece a ningún pueblo indígena","Mujer",67,"2017",2101
"261","Antofagasta","Se cansó de buscar o cree que no hay trabajo disponible","No pertenece a ningún pueblo indígena","Hombre",718,"2017",2101
"262","Antofagasta","No tiene con quien dejar a los niños","No sabe/no responde","Mujer",47,"2017",2101
"263","Antofagasta","No tiene interés en trabajar","No pertenece a ningún pueblo indígena","Hombre",979,"2017",2101
"264","Antofagasta","No tiene con quien dejar a los niños","No pertenece a ningún pueblo indígena","Hombre",169,"2017",2101
