;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo
58;ancud;ayuda en la casa o quehaceres del hogar;mapuche;mujer;46;2015;10202
59;ancud;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;134;2015;10202
60;ancud;trabaja o busca trabajo;aimara;mujer;28;2015;10202
61;ancud;terminó estudiar;mapuche;mujer;503;2015;10202
62;ancud;no le interesa;mapuche;mujer;79;2015;10202
63;ancud;terminó estudiar;mapuche;hombre;410;2015;10202
64;ancud;dificultad económica;no pertenece a ningún pueblo indígena;mujer;19;2015;10202
65;ancud;sin dato;no pertenece a ningún pueblo indígena;hombre;21;2015;10202
66;ancud;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;21;2015;10202
67;ancud;dificultad económica;mapuche;hombre;22;2015;10202
68;ancud;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;43;2015;10202
69;ancud;tiene una discapacidad o requiere establecimiento de educación especial;mapuche;mujer;29;2015;10202
70;ancud;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;823;2015;10202
71;ancud;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;271;2015;10202
72;ancud;no le interesa;no pertenece a ningún pueblo indígena;mujer;170;2015;10202
73;ancud;sin dato;no pertenece a ningún pueblo indígena;mujer;75;2015;10202
74;ancud;trabaja o busca trabajo;aimara;hombre;56;2015;10202
75;ancud;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;437;2015;10202
76;ancud;dificultad económica;no pertenece a ningún pueblo indígena;hombre;158;2015;10202
77;ancud;sin dato;mapuche;hombre;26;2015;10202
78;ancud;no le interesa;no pertenece a ningún pueblo indígena;hombre;335;2015;10202
79;ancud;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;115;2015;10202
80;ancud;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;485;2015;10202
81;ancud;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;322;2015;10202
82;angol;dificultad económica;mapuche;hombre;30;2015;9201
83;angol;terminó estudiar;mapuche;mujer;61;2015;9201
84;angol;sin dato;no pertenece a ningún pueblo indígena;hombre;307;2015;9201
85;angol;terminó estudiar;aimara;hombre;34;2015;9201
86;angol;no le interesa;no pertenece a ningún pueblo indígena;hombre;120;2015;9201
87;angol;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1411;2015;9201
88;angol;problemas familiares;no pertenece a ningún pueblo indígena;mujer;61;2015;9201
89;angol;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;382;2015;9201
90;angol;trabaja o busca trabajo;mapuche;hombre;125;2015;9201
91;angol;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;59;2015;9201
92;angol;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;61;2015;9201
93;angol;embarazo, maternidad o paternidad;mapuche;hombre;28;2015;9201
94;angol;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;30;2015;9201
95;angol;dificultad económica;mapuche;mujer;30;2015;9201
96;angol;terminó estudiar;mapuche;hombre;110;2015;9201
97;angol;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1144;2015;9201
98;angol;trabaja o busca trabajo;aimara;hombre;31;2015;9201
99;angol;no le interesa;no pertenece a ningún pueblo indígena;mujer;144;2015;9201
100;angol;sin dato;no pertenece a ningún pueblo indígena;mujer;103;2015;9201
101;angol;no le interesa;mapuche;mujer;39;2015;9201
102;angol;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1368;2015;9201
103;angol;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;992;2015;9201
104;angol;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;179;2015;9201
105;angol;dificultad económica;no pertenece a ningún pueblo indígena;hombre;61;2015;9201
106;angol;ayuda en la casa o quehaceres del hogar;mapuche;mujer;23;2015;9201
107;angol;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;33;2015;9201
108;angol;dificultad económica;no pertenece a ningún pueblo indígena;mujer;126;2015;9201
109;angol;trabaja o busca trabajo;mapuche;mujer;75;2015;9201
110;antofagasta;embarazo, maternidad o paternidad;mapuche;mujer;149;2015;2101
111;antofagasta;terminó estudiar;aimara;hombre;175;2015;2101
112;antofagasta;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;134;2015;2101
113;antofagasta;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;143;2015;2101
114;antofagasta;terminó estudiar;aimara;mujer;84;2015;2101
115;antofagasta;terminó estudiar;atacameño (likán-antai);mujer;91;2015;2101
116;antofagasta;a su edad no le sirve estudiar o no conoce la manera para completar sus estudios;no pertenece a ningún pueblo indígena;mujer;77;2015;2101
117;antofagasta;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;98;2015;2101
118;antofagasta;problemas familiares;no pertenece a ningún pueblo indígena;hombre;556;2015;2101
119;antofagasta;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;1198;2015;2101
120;antofagasta;otra razón. especifique;mapuche;hombre;66;2015;2101
121;antofagasta;no le interesa;no pertenece a ningún pueblo indígena;mujer;839;2015;2101
122;antofagasta;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;98;2015;2101
123;antofagasta;terminó estudiar;quechua;mujer;54;2015;2101
124;antofagasta;sin dato;no pertenece a ningún pueblo indígena;hombre;374;2015;2101
125;antofagasta;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1115;2015;2101
126;antofagasta;embarazo, maternidad o paternidad;diaguita;mujer;114;2015;2101
127;antofagasta;terminó estudiar;diaguita;hombre;96;2015;2101
128;antofagasta;problemas familiares;mapuche;hombre;149;2015;2101
129;antofagasta;dificultad económica;diaguita;hombre;102;2015;2101
130;antofagasta;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;13613;2015;2101
131;antofagasta;dificultad económica;no pertenece a ningún pueblo indígena;hombre;784;2015;2101
132;antofagasta;no le interesa;no pertenece a ningún pueblo indígena;hombre;2056;2015;2101
133;antofagasta;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;3514;2015;2101
134;antofagasta;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;222;2015;2101
135;antofagasta;sin dato;no pertenece a ningún pueblo indígena;mujer;621;2015;2101
136;antofagasta;dificultad económica;atacameño (likán-antai);mujer;88;2015;2101
137;antofagasta;terminó estudiar;mapuche;mujer;286;2015;2101
138;antofagasta;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;5172;2015;2101
139;antofagasta;problemas familiares;no pertenece a ningún pueblo indígena;mujer;540;2015;2101
140;antofagasta;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;10866;2015;2101
141;antofagasta;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;75;2015;2101
142;antofagasta;trabaja o busca trabajo;mapuche;hombre;372;2015;2101
143;antofagasta;terminó estudiar;mapuche;hombre;235;2015;2101
144;antofagasta;no le interesa;diaguita;mujer;96;2015;2101
145;antofagasta;trabaja o busca trabajo;atacameño (likán-antai);mujer;102;2015;2101
146;antofagasta;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;7089;2015;2101
147;antofagasta;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;99;2015;2101
148;antofagasta;dificultad económica;mapuche;hombre;87;2015;2101
149;antofagasta;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;370;2015;2101
150;arauco;enfermedad que lo inhabilita;mapuche;hombre;57;2015;8202
151;arauco;problemas familiares;no pertenece a ningún pueblo indígena;mujer;55;2015;8202
152;arauco;dificultad económica;mapuche;hombre;73;2015;8202
153;arauco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;915;2015;8202
154;arauco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;172;2015;8202
155;arauco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1251;2015;8202
156;arauco;embarazo, maternidad o paternidad;mapuche;mujer;57;2015;8202
157;arauco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;70;2015;8202
158;arauco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;352;2015;8202
159;arauco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;913;2015;8202
160;arauco;ayuda en la casa o quehaceres del hogar;mapuche;mujer;73;2015;8202
161;arauco;sin dato;no pertenece a ningún pueblo indígena;hombre;33;2015;8202
162;arauco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;57;2015;8202
163;arauco;trabaja o busca trabajo;mapuche;hombre;335;2015;8202
164;arauco;no le interesa;no pertenece a ningún pueblo indígena;hombre;122;2015;8202
165;arauco;dificultad económica;mapuche;mujer;146;2015;8202
166;arauco;terminó estudiar;mapuche;mujer;165;2015;8202
167;arauco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;281;2015;8202
168;arauco;terminó estudiar;mapuche;hombre;58;2015;8202
169;arauco;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;44;2015;8202
170;arica;ayuda en la casa o quehaceres del hogar;aimara;mujer;53;2015;15101
171;arica;terminó estudiar;collas;hombre;86;2015;15101
172;arica;otra razón. especifique;aimara;hombre;63;2015;15101
173;arica;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;4228;2015;15101
174;arica;embarazo, maternidad o paternidad;mapuche;mujer;67;2015;15101
175;arica;trabaja o busca trabajo;quechua;mujer;84;2015;15101
176;arica;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;4524;2015;15101
177;arica;terminó estudiar;mapuche;hombre;367;2015;15101
178;arica;trabaja o busca trabajo;mapuche;hombre;220;2015;15101
179;arica;dificultad económica;no pertenece a ningún pueblo indígena;hombre;64;2015;15101
180;arica;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;73;2015;15101
181;arica;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;2296;2015;15101
182;arica;dificultad económica;aimara;hombre;66;2015;15101
183;arica;terminó estudiar;diaguita;mujer;128;2015;15101
184;arica;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;174;2015;15101
185;arica;dificultad económica;diaguita;hombre;105;2015;15101
186;arica;embarazo, maternidad o paternidad;aimara;mujer;191;2015;15101
187;arica;sin dato;no pertenece a ningún pueblo indígena;hombre;120;2015;15101
188;arica;tiene una discapacidad o requiere establecimiento de educación especial;aimara;hombre;75;2015;15101
189;arica;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;839;2015;15101
190;arica;trabaja o busca trabajo;aimara;mujer;736;2015;15101
191;arica;sin dato;aimara;hombre;15;2015;15101
192;arica;dificultad económica;no pertenece a ningún pueblo indígena;mujer;232;2015;15101
193;arica;terminó estudiar;mapuche;mujer;29;2015;15101
194;arica;no le interesa;no pertenece a ningún pueblo indígena;mujer;203;2015;15101
195;arica;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;61;2015;15101
196;arica;terminó estudiar;aimara;mujer;1355;2015;15101
197;arica;sin dato;no pertenece a ningún pueblo indígena;mujer;120;2015;15101
198;arica;trabaja o busca trabajo;diaguita;hombre;73;2015;15101
199;arica;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;3191;2015;15101
200;arica;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;144;2015;15101
201;arica;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;434;2015;15101
202;arica;ayuda en la casa o quehaceres del hogar;quechua;mujer;101;2015;15101
203;arica;dificultad económica;aimara;mujer;165;2015;15101
204;arica;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;15;2015;15101
205;arica;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;158;2015;15101
206;arica;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;125;2015;15101
207;arica;trabaja o busca trabajo;aimara;hombre;748;2015;15101
208;arica;trabaja o busca trabajo;diaguita;mujer;67;2015;15101
209;arica;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;108;2015;15101
210;arica;terminó estudiar;kawashkar o alacalufes;mujer;84;2015;15101
211;arica;problemas familiares;no pertenece a ningún pueblo indígena;hombre;77;2015;15101
212;arica;tiene una discapacidad o requiere establecimiento de educación especial;aimara;mujer;112;2015;15101
213;arica;problemas familiares;mapuche;hombre;41;2015;15101
214;arica;terminó estudiar;aimara;hombre;1307;2015;15101
215;arica;embarazo, maternidad o paternidad;mapuche;hombre;82;2015;15101
216;arica;no le interesa;no pertenece a ningún pueblo indígena;hombre;473;2015;15101
217;aysén;no le interesa;mapuche;hombre;19;2015;11201
218;aysén;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;11;2015;11201
219;aysén;dificultad económica;no pertenece a ningún pueblo indígena;hombre;54;2015;11201
220;aysén;dificultad de acceso o movilización;mapuche;mujer;29;2015;11201
221;aysén;problemas de rendimiento;mapuche;mujer;41;2015;11201
222;aysén;sin dato;no pertenece a ningún pueblo indígena;hombre;79;2015;11201
223;aysén;enfermedad que lo inhabilita;mapuche;mujer;18;2015;11201
224;aysén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;867;2015;11201
225;aysén;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;306;2015;11201
226;aysén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;366;2015;11201
227;aysén;no le interesa;no pertenece a ningún pueblo indígena;mujer;69;2015;11201
228;aysén;sin dato;no pertenece a ningún pueblo indígena;mujer;32;2015;11201
229;aysén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;69;2015;11201
230;aysén;sin dato;mapuche;hombre;24;2015;11201
231;aysén;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;30;2015;11201
232;aysén;no le interesa;mapuche;mujer;27;2015;11201
233;aysén;ayuda en la casa o quehaceres del hogar;mapuche;mujer;62;2015;11201
234;aysén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;55;2015;11201
235;aysén;no le interesa;no pertenece a ningún pueblo indígena;hombre;157;2015;11201
236;aysén;terminó estudiar;mapuche;mujer;102;2015;11201
237;aysén;embarazo, maternidad o paternidad;mapuche;mujer;18;2015;11201
238;aysén;trabaja o busca trabajo;mapuche;hombre;114;2015;11201
239;aysén;trabaja o busca trabajo;kawashkar o alacalufes;mujer;16;2015;11201
240;aysén;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;219;2015;11201
241;aysén;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;192;2015;11201
242;aysén;dificultad económica;mapuche;hombre;43;2015;11201
243;aysén;trabaja o busca trabajo;mapuche;mujer;394;2015;11201
244;aysén;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;127;2015;11201
245;aysén;terminó estudiar;mapuche;hombre;195;2015;11201
246;aysén;sin dato;mapuche;mujer;47;2015;11201
247;calama;dificultad económica;no pertenece a ningún pueblo indígena;mujer;1710;2015;2201
248;calama;dificultad económica;no pertenece a ningún pueblo indígena;hombre;2383;2015;2201
249;calama;terminó estudiar;quechua;hombre;112;2015;2201
250;calama;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1348;2015;2201
251;calama;embarazo, maternidad o paternidad;mapuche;mujer;123;2015;2201
252;calama;trabaja o busca trabajo;diaguita;hombre;152;2015;2201
253;calama;terminó estudiar;atacameño (likán-antai);mujer;526;2015;2201
254;calama;terminó estudiar;quechua;mujer;332;2015;2201
255;calama;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;626;2015;2201
256;calama;problemas familiares;atacameño (likán-antai);mujer;152;2015;2201
257;calama;embarazo, maternidad o paternidad;quechua;mujer;112;2015;2201
258;calama;problemas familiares;no pertenece a ningún pueblo indígena;hombre;199;2015;2201
259;calama;terminó estudiar;diaguita;hombre;109;2015;2201
260;calama;sin dato;no pertenece a ningún pueblo indígena;mujer;300;2015;2201
261;calama;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;2509;2015;2201
262;calama;embarazo, maternidad o paternidad;atacameño (likán-antai);mujer;212;2015;2201
263;calama;trabaja o busca trabajo;quechua;hombre;73;2015;2201
264;calama;problemas familiares;no pertenece a ningún pueblo indígena;mujer;121;2015;2201
265;calama;embarazo, maternidad o paternidad;aimara;mujer;264;2015;2201
266;calama;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;4536;2015;2201
267;calama;trabaja o busca trabajo;quechua;mujer;73;2015;2201
268;calama;sin dato;atacameño (likán-antai);mujer;244;2015;2201
269;calama;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;3228;2015;2201
270;calama;ayuda en la casa o quehaceres del hogar;atacameño (likán-antai);mujer;250;2015;2201
271;calama;trabaja o busca trabajo;atacameño (likán-antai);hombre;764;2015;2201
272;calama;embarazo, maternidad o paternidad;mapuche;hombre;115;2015;2201
273;calama;problemas familiares;diaguita;mujer;112;2015;2201
274;calama;ayuda en la casa o quehaceres del hogar;quechua;hombre;112;2015;2201
275;calama;ayuda en la casa o quehaceres del hogar;aimara;mujer;85;2015;2201
276;calama;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;166;2015;2201
277;calama;trabaja o busca trabajo;mapuche;hombre;235;2015;2201
278;calama;terminó estudiar;atacameño (likán-antai);hombre;715;2015;2201
279;calama;tiene una discapacidad o requiere establecimiento de educación especial;atacameño (likán-antai);mujer;99;2015;2201
280;calama;trabaja o busca trabajo;atacameño (likán-antai);mujer;163;2015;2201
281;calama;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1910;2015;2201
282;calama;sin dato;atacameño (likán-antai);hombre;122;2015;2201
283;calama;terminó estudiar;mapuche;mujer;345;2015;2201
284;calama;no le interesa;no pertenece a ningún pueblo indígena;hombre;543;2015;2201
285;calama;dificultad económica;diaguita;mujer;112;2015;2201
286;calama;terminó estudiar;diaguita;mujer;71;2015;2201
287;calama;dificultad económica;atacameño (likán-antai);hombre;89;2015;2201
288;calama;problemas familiares;atacameño (likán-antai);hombre;204;2015;2201
289;calbuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;689;2015;10102
290;calbuco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;629;2015;10102
291;calbuco;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;121;2015;10102
292;calbuco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;49;2015;10102
293;calbuco;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;71;2015;10102
294;calbuco;dificultad económica;mapuche;mujer;103;2015;10102
295;calbuco;embarazo, maternidad o paternidad;mapuche;mujer;166;2015;10102
296;calbuco;terminó estudiar;mapuche;mujer;233;2015;10102
297;calbuco;trabaja o busca trabajo;mapuche;hombre;278;2015;10102
298;calbuco;trabaja o busca trabajo;mapuche;mujer;116;2015;10102
299;calbuco;terminó estudiar;mapuche;hombre;186;2015;10102
300;calbuco;ayuda en la casa o quehaceres del hogar;mapuche;mujer;69;2015;10102
301;calbuco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;248;2015;10102
302;calbuco;problemas familiares;no pertenece a ningún pueblo indígena;hombre;49;2015;10102
303;calbuco;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;68;2015;10102
304;calbuco;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;49;2015;10102
305;calbuco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;853;2015;10102
306;calbuco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;127;2015;10102
307;calbuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;447;2015;10102
308;calbuco;sin dato;no pertenece a ningún pueblo indígena;hombre;117;2015;10102
309;calbuco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;68;2015;10102
310;calbuco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;138;2015;10102
311;calbuco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;81;2015;10102
312;calbuco;no le interesa;mapuche;mujer;81;2015;10102
313;calbuco;no le interesa;no pertenece a ningún pueblo indígena;hombre;83;2015;10102
314;calbuco;no le interesa;mapuche;hombre;198;2015;10102
315;calera;no le interesa;no pertenece a ningún pueblo indígena;hombre;452;2015;5502
316;calera;trabaja o busca trabajo;mapuche;mujer;30;2015;5502
317;calera;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;971;2015;5502
318;calera;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;975;2015;5502
319;calera;problemas familiares;diaguita;mujer;108;2015;5502
320;calera;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1538;2015;5502
321;calera;dificultad económica;no pertenece a ningún pueblo indígena;mujer;401;2015;5502
322;calera;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1893;2015;5502
323;calera;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;604;2015;5502
324;calera;sin dato;no pertenece a ningún pueblo indígena;hombre;63;2015;5502
325;calera;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;102;2015;5502
326;calera;tiene una discapacidad o requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;94;2015;5502
327;calera;terminó estudiar;mapuche;hombre;43;2015;5502
328;calera;no le interesa;no pertenece a ningún pueblo indígena;mujer;471;2015;5502
329;calera;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;94;2015;5502
330;calera;dificultad económica;no pertenece a ningún pueblo indígena;hombre;728;2015;5502
331;calera;terminó estudiar;mapuche;mujer;67;2015;5502
332;calera;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;108;2015;5502
333;calera;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;143;2015;5502
334;cañete;embarazo, maternidad o paternidad;mapuche;mujer;115;2015;8203
335;cañete;trabaja o busca trabajo;mapuche;mujer;138;2015;8203
336;cañete;sin dato;sin dato;mujer;16;2015;8203
337;cañete;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;9;2015;8203
338;cañete;no le interesa;no pertenece a ningún pueblo indígena;hombre;16;2015;8203
339;cañete;sin dato;no pertenece a ningún pueblo indígena;mujer;93;2015;8203
340;cañete;tiene una discapacidad o requiere establecimiento de educación especial;mapuche;hombre;16;2015;8203
341;cañete;sin dato;mapuche;hombre;20;2015;8203
