;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo
70;Alto Hospicio;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Hombre;56;2017;1107
71;Alto Hospicio;Trabaja o busca trabajo;Quechua;Hombre;77;2017;1107
72;Alto Hospicio;Trabaja o busca trabajo;Diaguita;Hombre;110;2017;1107
73;Alto Hospicio;Ayuda en la casa o quehaceres del hogar;Quechua;Mujer;100;2017;1107
74;Alto Hospicio;Se encuentra preparando la PSU por su cuenta;No pertenece a ningún pueblo indígena;Mujer;111;2017;1107
75;Alto Hospicio;Trabaja o busca trabajo;Kawashkar o Alacalufes;Hombre;37;2017;1107
76;Alto Hospicio;No le interesa;Aimara;Mujer;223;2017;1107
77;Alto Hospicio;Ayuda en la casa o quehaceres del hogar;Aimara;Mujer;42;2017;1107
78;Alto Hospicio;No sabe/no responde;Quechua;Hombre;88;2017;1107
79;Alto Hospicio;Dificultad económica;Mapuche;Mujer;65;2017;1107
80;Alto Hospicio;Se encuentra preparando la PSU por su cuenta;No pertenece a ningún pueblo indígena;Hombre;110;2017;1107
81;Alto Hospicio;Otra razón. Especifique;Quechua;Mujer;35;2017;1107
82;Alto Hospicio;Terminó de estudiar;Diaguita;Hombre;139;2017;1107
83;Alto Hospicio;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Hombre;66;2017;1107
84;Alto Hospicio;Dificultad económica;Aimara;Hombre;103;2017;1107
85;Alto Hospicio;Dificultad económica;Aimara;Mujer;195;2017;1107
86;Alto Hospicio;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;3111;2017;1107
87;Alto Hospicio;Problemas familiares;No pertenece a ningún pueblo indígena;Hombre;44;2017;1107
88;Alto Hospicio;Trabaja o busca trabajo;Diaguita;Mujer;37;2017;1107
89;Alto Hospicio;Trabaja o busca trabajo;Quechua;Mujer;30;2017;1107
90;Alto Hospicio;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;878;2017;1107
91;Alto Hospicio;Terminó de estudiar;Diaguita;Mujer;111;2017;1107
92;Alto Hospicio;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Mujer;47;2017;1107
93;Alto Hospicio;Trabaja o busca trabajo;Mapuche;Hombre;161;2017;1107
94;Alto Hospicio;Terminó de estudiar;Aimara;Mujer;515;2017;1107
95;Alto Hospicio;No le interesa;Mapuche;Mujer;74;2017;1107
96;Alto Hospicio;Problemas de rendimiento;Diaguita;Hombre;55;2017;1107
97;Alto Hospicio;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;4749;2017;1107
98;Alto Hospicio;Se encuentra preparando la PSU por su cuenta;Aimara;Hombre;30;2017;1107
99;Alto Hospicio;Está asistiendo a un preuniversitario;No pertenece a ningún pueblo indígena;Mujer;33;2017;1107
100;Alto Hospicio;Terminó de estudiar;Quechua;Mujer;42;2017;1107
101;Alto Hospicio;No le interesa;Aimara;Hombre;285;2017;1107
102;Alto Hospicio;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Hombre;223;2017;1107
103;Alto Hospicio;No le interesa;No pertenece a ningún pueblo indígena;Mujer;548;2017;1107
104;Alto Hospicio;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;3104;2017;1107
105;Alto Hospicio;Está asistiendo a un preuniversitario;No pertenece a ningún pueblo indígena;Hombre;25;2017;1107
106;Alto Hospicio;Trabaja o busca trabajo;Aimara;Mujer;212;2017;1107
107;Alto Hospicio;No le interesa;No pertenece a ningún pueblo indígena;Hombre;583;2017;1107
108;Alto Hospicio;Otra razón. Especifique;Aimara;Hombre;87;2017;1107
109;Alto Hospicio;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Mujer;122;2017;1107
110;Alto Hospicio;Terminó de estudiar;Mapuche;Hombre;39;2017;1107
111;Ancud;Trabaja o busca trabajo;Mapuche;Hombre;296;2017;10202
112;Ancud;Terminó de estudiar;Mapuche;Hombre;205;2017;10202
113;Ancud;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Hombre;206;2017;10202
114;Ancud;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;103;2017;10202
115;Ancud;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;408;2017;10202
116;Ancud;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Hombre;118;2017;10202
117;Ancud;Está asistiendo a un preuniversitario;No pertenece a ningún pueblo indígena;Mujer;52;2017;10202
118;Ancud;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;240;2017;10202
119;Ancud;Enfermedad que lo inhabilita;No pertenece a ningún pueblo indígena;Hombre;110;2017;10202
120;Ancud;Embarazo, maternidad o paternidad;Mapuche;Mujer;73;2017;10202
121;Ancud;No sabe/no responde;Mapuche;Mujer;44;2017;10202
122;Ancud;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;550;2017;10202
123;Ancud;Problemas de rendimiento;No pertenece a ningún pueblo indígena;Mujer;103;2017;10202
124;Ancud;Terminó de estudiar;Mapuche;Mujer;102;2017;10202
125;Ancud;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Mujer;492;2017;10202
126;Ancud;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;172;2017;10202
127;Ancud;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;455;2017;10202
128;Ancud;Trabaja o busca trabajo;Mapuche;Mujer;404;2017;10202
129;Ancud;Ayuda en la casa o quehaceres del hogar;Mapuche;Mujer;100;2017;10202
130;Ancud;Dificultad económica;No pertenece a ningún pueblo indígena;Hombre;208;2017;10202
131;Andacollo;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;52;2017;4103
132;Andacollo;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;16;2017;4103
133;Andacollo;No le interesa;No pertenece a ningún pueblo indígena;Hombre;48;2017;4103
134;Andacollo;No le interesa;No pertenece a ningún pueblo indígena;Mujer;51;2017;4103
135;Andacollo;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;172;2017;4103
136;Andacollo;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Mujer;149;2017;4103
137;Andacollo;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;89;2017;4103
138;Andacollo;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;181;2017;4103
139;Andacollo;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;148;2017;4103
140;Andacollo;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;33;2017;4103
141;Andacollo;Dificultad económica;No pertenece a ningún pueblo indígena;Hombre;7;2017;4103
142;Andacollo;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Hombre;16;2017;4103
143;Andacollo;No le interesa;Mapuche;Hombre;13;2017;4103
144;Angol;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Hombre;30;2017;9201
145;Angol;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;1169;2017;9201
146;Angol;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Hombre;132;2017;9201
147;Angol;Dificultad económica;Mapuche;Mujer;43;2017;9201
148;Angol;Terminó de estudiar;Mapuche;Mujer;71;2017;9201
149;Angol;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Mujer;919;2017;9201
150;Angol;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Mujer;43;2017;9201
151;Angol;Terminó de estudiar;Mapuche;Hombre;226;2017;9201
152;Angol;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;984;2017;9201
153;Angol;No le interesa;No pertenece a ningún pueblo indígena;Hombre;149;2017;9201
154;Angol;Dificultad económica;No pertenece a ningún pueblo indígena;Mujer;90;2017;9201
155;Angol;Enfermedad que lo inhabilita;No pertenece a ningún pueblo indígena;Mujer;54;2017;9201
156;Angol;Trabaja o busca trabajo;Mapuche;Mujer;73;2017;9201
157;Angol;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;95;2017;9201
158;Angol;Problemas de rendimiento;No pertenece a ningún pueblo indígena;Hombre;63;2017;9201
159;Angol;Enfermedad que lo inhabilita;No pertenece a ningún pueblo indígena;Hombre;65;2017;9201
160;Angol;Dificultad económica;No pertenece a ningún pueblo indígena;Hombre;73;2017;9201
161;Angol;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;1375;2017;9201
162;Angol;No sabe/no responde;Mapuche;Mujer;49;2017;9201
163;Angol;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;293;2017;9201
164;Angol;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;13;2017;9201
165;Angol;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;93;2017;9201
166;Antofagasta;Trabaja o busca trabajo;Mapuche;Mujer;102;2017;2101
167;Antofagasta;Embarazo, maternidad o paternidad;Mapuche;Mujer;140;2017;2101
168;Antofagasta;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Hombre;933;2017;2101
169;Antofagasta;Terminó de estudiar;No sabe/no responde;Hombre;247;2017;2101
170;Antofagasta;Problemas familiares;No pertenece a ningún pueblo indígena;Mujer;237;2017;2101
171;Antofagasta;Otra razón. Especifique;Diaguita;Mujer;59;2017;2101
172;Antofagasta;Terminó de estudiar;Diaguita;Mujer;199;2017;2101
173;Antofagasta;Dificultad económica;No pertenece a ningún pueblo indígena;Mujer;1171;2017;2101
174;Antofagasta;Enfermedad que lo inhabilita;No pertenece a ningún pueblo indígena;Mujer;458;2017;2101
175;Antofagasta;Otra razón. Especifique;Mapuche;Mujer;59;2017;2101
176;Antofagasta;Terminó de estudiar;Atacameño (Likan-Antai);Mujer;59;2017;2101
177;Antofagasta;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;248;2017;2101
178;Antofagasta;Trabaja o busca trabajo;Aimara;Hombre;116;2017;2101
179;Antofagasta;Trabaja o busca trabajo;Diaguita;Mujer;128;2017;2101
180;Antofagasta;Trabaja o busca trabajo;Atacameño (Likan-Antai);Hombre;107;2017;2101
181;Antofagasta;Expulsión o cancelación de matrícula;No pertenece a ningún pueblo indígena;Mujer;97;2017;2101
182;Antofagasta;Terminó de estudiar;Aimara;Mujer;118;2017;2101
183;Antofagasta;Enfermedad que lo inhabilita;No pertenece a ningún pueblo indígena;Hombre;51;2017;2101
184;Antofagasta;Terminó de estudiar;Mapuche;Hombre;41;2017;2101
185;Antofagasta;Terminó de estudiar;Atacameño (Likan-Antai);Hombre;146;2017;2101
186;Antofagasta;Problemas de rendimiento;No pertenece a ningún pueblo indígena;Hombre;449;2017;2101
187;Antofagasta;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;2686;2017;2101
188;Antofagasta;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Hombre;413;2017;2101
189;Antofagasta;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;2051;2017;2101
190;Antofagasta;A su edad no le sirve estudiar o no conoce la manera de comp;No pertenece a ningún pueblo indígena;Hombre;59;2017;2101
191;Antofagasta;Está asistiendo a un preuniversitario;No pertenece a ningún pueblo indígena;Mujer;122;2017;2101
192;Antofagasta;Problemas de rendimiento;No pertenece a ningún pueblo indígena;Mujer;196;2017;2101
193;Antofagasta;Dificultad económica;No pertenece a ningún pueblo indígena;Hombre;944;2017;2101
194;Antofagasta;Trabaja o busca trabajo;Aimara;Mujer;65;2017;2101
195;Antofagasta;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;10186;2017;2101
196;Antofagasta;No le interesa;No pertenece a ningún pueblo indígena;Hombre;1337;2017;2101
197;Antofagasta;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Hombre;498;2017;2101
198;Antofagasta;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Mujer;99;2017;2101
199;Antofagasta;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Mujer;916;2017;2101
200;Antofagasta;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;646;2017;2101
201;Antofagasta;Trabaja o busca trabajo;Mapuche;Hombre;428;2017;2101
202;Antofagasta;Expulsión o cancelación de matrícula;No pertenece a ningún pueblo indígena;Hombre;51;2017;2101
203;Antofagasta;Se encuentra preparando la PSU por su cuenta;No pertenece a ningún pueblo indígena;Mujer;177;2017;2101
204;Antofagasta;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;12851;2017;2101
205;Antofagasta;No le interesa;No pertenece a ningún pueblo indígena;Mujer;644;2017;2101
206;Antofagasta;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Hombre;143;2017;2101
207;Antofagasta;Tiene una discapacidad o requiere establecimiento de educaci;No sabe/no responde;Mujer;57;2017;2101
208;Antofagasta;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;8280;2017;2101
209;Antofagasta;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Mujer;7938;2017;2101
210;Antofagasta;Embarazo, maternidad o paternidad;Atacameño (Likan-Antai);Hombre;103;2017;2101
211;Antofagasta;Está asistiendo a un preuniversitario;No pertenece a ningún pueblo indígena;Hombre;313;2017;2101
212;Antuco;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;19;2017;8302
213;Antuco;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;18;2017;8302
214;Antuco;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Mujer;12;2017;8302
215;Antuco;Dificultad económica;No pertenece a ningún pueblo indígena;Mujer;10;2017;8302
216;Antuco;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Mujer;62;2017;8302
217;Antuco;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Hombre;23;2017;8302
218;Antuco;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;10;2017;8302
219;Antuco;Dificultad económica;No pertenece a ningún pueblo indígena;Hombre;20;2017;8302
220;Antuco;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;38;2017;8302
221;Antuco;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Hombre;12;2017;8302
222;Antuco;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;60;2017;8302
223;Arauco;Dificultad económica;No pertenece a ningún pueblo indígena;Mujer;209;2017;8202
224;Arauco;Terminó de estudiar;Mapuche;Hombre;156;2017;8202
225;Arauco;Se encuentra preparando la PSU por su cuenta;Mapuche;Mujer;28;2017;8202
226;Arauco;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;147;2017;8202
227;Arauco;Dificultad económica;Mapuche;Mujer;28;2017;8202
228;Arauco;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;1100;2017;8202
229;Arauco;Dificultad económica;No pertenece a ningún pueblo indígena;Hombre;152;2017;8202
230;Arauco;Trabaja o busca trabajo;Mapuche;Hombre;28;2017;8202
231;Arauco;Se encuentra preparando la PSU por su cuenta;Mapuche;Hombre;76;2017;8202
232;Arauco;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;159;2017;8202
233;Arauco;Trabaja o busca trabajo;Mapuche;Mujer;74;2017;8202
234;Arauco;Está asistiendo a un preuniversitario;No pertenece a ningún pueblo indígena;Hombre;57;2017;8202
235;Arauco;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;342;2017;8202
236;Arauco;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Mujer;348;2017;8202
237;Arauco;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;857;2017;8202
238;Arauco;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;143;2017;8202
239;Arauco;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Hombre;87;2017;8202
240;Arauco;Problemas familiares;No pertenece a ningún pueblo indígena;Mujer;76;2017;8202
241;Arauco;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Mujer;69;2017;8202
242;Arauco;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;307;2017;8202
243;Arauco;Embarazo, maternidad o paternidad;Mapuche;Mujer;187;2017;8202
244;Arauco;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Hombre;28;2017;8202
245;Arica;Ayuda en la casa o quehaceres del hogar;Aimara;Hombre;20;2017;15101
246;Arica;Trabaja o busca trabajo;Diaguita;Hombre;26;2017;15101
247;Arica;Dificultad económica;Aimara;Mujer;227;2017;15101
248;Arica;Terminó de estudiar;No pertenece a ningún pueblo indígena;Mujer;2229;2017;15101
249;Arica;Problemas de rendimiento;No pertenece a ningún pueblo indígena;Hombre;70;2017;15101
250;Arica;Embarazo, maternidad o paternidad;Aimara;Hombre;39;2017;15101
251;Arica;Dificultad económica;No pertenece a ningún pueblo indígena;Mujer;825;2017;15101
252;Arica;Tiene una discapacidad o requiere establecimiento de educaci;Aimara;Hombre;16;2017;15101
253;Arica;Problemas de rendimiento;Aimara;Hombre;22;2017;15101
254;Arica;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;386;2017;15101
255;Arica;Embarazo, maternidad o paternidad;No pertenece a ningún pueblo indígena;Mujer;801;2017;15101
256;Arica;No le interesa;Aimara;Hombre;13;2017;15101
257;Arica;Problemas de rendimiento;No pertenece a ningún pueblo indígena;Mujer;19;2017;15101
258;Arica;Embarazo, maternidad o paternidad;Aimara;Mujer;378;2017;15101
259;Arica;Se encuentra preparando la PSU por su cuenta;No pertenece a ningún pueblo indígena;Mujer;138;2017;15101
260;Arica;Problemas de rendimiento;Aimara;Mujer;34;2017;15101
261;Arica;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Mujer;28;2017;15101
262;Arica;Terminó de estudiar;Mapuche;Mujer;40;2017;15101
263;Arica;Otra razón. Especifique;Aimara;Mujer;38;2017;15101
264;Arica;Terminó de estudiar;No pertenece a ningún pueblo indígena;Hombre;2498;2017;15101
265;Arica;Tiene una discapacidad o requiere establecimiento de educaci;Mapuche;Mujer;24;2017;15101
266;Arica;No sabe/no responde;Aimara;Hombre;272;2017;15101
267;Arica;Terminó de estudiar;Aimara;Hombre;903;2017;15101
268;Arica;No sabe/no responde;Aimara;Mujer;162;2017;15101
269;Arica;Está asistiendo a un preuniversitario;Aimara;Hombre;42;2017;15101
270;Arica;Dificultad económica;Mapuche;Mujer;15;2017;15101
271;Arica;Se encuentra preparando la PSU por su cuenta;Aimara;Hombre;59;2017;15101
272;Arica;Dificultad económica;Mapuche;Hombre;16;2017;15101
273;Arica;Trabaja o busca trabajo;Rapa-Nui o Pascuenses;Hombre;18;2017;15101
274;Arica;Dificultad económica;Aimara;Hombre;265;2017;15101
275;Arica;Trabaja o busca trabajo;Mapuche;Mujer;41;2017;15101
276;Arica;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Hombre;97;2017;15101
277;Arica;Problemas familiares;No pertenece a ningún pueblo indígena;Hombre;219;2017;15101
278;Arica;Terminó de estudiar;Aimara;Mujer;941;2017;15101
279;Arica;No le interesa;No pertenece a ningún pueblo indígena;Mujer;28;2017;15101
280;Arica;Problemas familiares;No pertenece a ningún pueblo indígena;Mujer;187;2017;15101
281;Arica;Terminó de estudiar;Diaguita;Mujer;26;2017;15101
282;Arica;No sabe/no responde;Diaguita;Mujer;28;2017;15101
283;Arica;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Mujer;158;2017;15101
284;Arica;Trabaja o busca trabajo;Mapuche;Hombre;44;2017;15101
285;Arica;Trabaja o busca trabajo;Aimara;Mujer;961;2017;15101
286;Arica;Terminó de estudiar;Quechua;Mujer;17;2017;15101
287;Arica;Otra razón. Especifique;Aimara;Hombre;80;2017;15101
288;Arica;Tiene una discapacidad o requiere establecimiento de educaci;Aimara;Mujer;39;2017;15101
289;Arica;Enfermedad que lo inhabilita;Aimara;Mujer;33;2017;15101
290;Arica;Trabaja o busca trabajo;No pertenece a ningún pueblo indígena;Hombre;3025;2017;15101
291;Arica;Trabaja o busca trabajo;Aimara;Hombre;1260;2017;15101
292;Arica;Embarazo, maternidad o paternidad;Mapuche;Mujer;22;2017;15101
293;Arica;Ayuda en la casa o quehaceres del hogar;Aimara;Mujer;257;2017;15101
294;Arica;Ayuda en la casa o quehaceres del hogar;No pertenece a ningún pueblo indígena;Mujer;420;2017;15101
295;Arica;Está asistiendo a un preuniversitario;Aimara;Mujer;29;2017;15101
296;Arica;Se encuentra preparando la PSU por su cuenta;No pertenece a ningún pueblo indígena;Hombre;126;2017;15101
297;Arica;Trabaja o busca trabajo;Quechua;Mujer;32;2017;15101
298;Arica;No le interesa;Aimara;Mujer;32;2017;15101
299;Arica;Otra razón. Especifique;No pertenece a ningún pueblo indígena;Hombre;67;2017;15101
300;Arica;Tiene una discapacidad o requiere establecimiento de educaci;No pertenece a ningún pueblo indígena;Hombre;48;2017;15101
