;Educacion;Educacion;Etnia;Sexo;Freq;anio;codigo
28;alto biobío;trabaja o busca trabajo;mapuche;mujer;339;2013;8314
29;alto biobío;dificultad económica;no pertenece a ningún pueblo indígena;hombre;13;2013;8314
30;alto biobío;trabaja o busca trabajo;mapuche;hombre;175;2013;8314
31;alto biobío;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;63;2013;8314
32;alto biobío;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;13;2013;8314
33;alto biobío;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;66;2013;8314
34;alto biobío;expulsión o cancelación de matrícula;mapuche;mujer;113;2013;8314
35;alto biobío;trabaja o busca trabajo;aymara;hombre;12;2013;8314
36;alto biobío;dificultad económica;mapuche;hombre;226;2013;8314
37;alto biobío;terminó estudiar;mapuche;mujer;45;2013;8314
38;alto biobío;embarazo, maternidad o paternidad;mapuche;hombre;45;2013;8314
39;alto biobío;otra razón. especifique;mapuche;hombre;113;2013;8314
40;alto biobío;dificultad económica;mapuche;mujer;113;2013;8314
41;alto biobío;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;38;2013;8314
42;alto biobío;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;13;2013;8314
43;alto biobío;embarazo, maternidad o paternidad;mapuche;mujer;171;2013;8314
44;alto del carmen;no existe establecimiento cercano;diaguita;hombre;18;2013;3302
45;alto del carmen;dificultad económica;diaguita;hombre;36;2013;3302
46;alto del carmen;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;12;2013;3302
47;alto del carmen;trabaja o busca trabajo;diaguita;mujer;67;2013;3302
48;alto del carmen;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;12;2013;3302
49;alto del carmen;problemas de rendimiento;diaguita;mujer;49;2013;3302
50;alto del carmen;dificultad económica;no pertenece a ningún pueblo indígena;hombre;12;2013;3302
51;alto del carmen;terminó estudiar;diaguita;hombre;102;2013;3302
52;alto del carmen;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;18;2013;3302
53;alto del carmen;trabaja o busca trabajo;diaguita;hombre;36;2013;3302
54;alto del carmen;dificultad económica;mapuche;hombre;12;2013;3302
55;alto del carmen;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;12;2013;3302
56;alto del carmen;terminó estudiar;diaguita;mujer;195;2013;3302
57;alto del carmen;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;12;2013;3302
58;alto del carmen;dificultad económica;diaguita;mujer;67;2013;3302
59;alto del carmen;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;12;2013;3302
60;alto hospicio;ayuda en la casa o quehaceres del hogar;aymara;hombre;48;2013;1107
61;alto hospicio;trabaja o busca trabajo;diaguita;mujer;19;2013;1107
62;alto hospicio;ayuda en la casa o quehaceres del hogar;aymara;mujer;18;2013;1107
63;alto hospicio;terminó estudiar;mapuche;hombre;183;2013;1107
64;alto hospicio;ayuda en la casa o quehaceres del hogar;mapuche;hombre;24;2013;1107
65;alto hospicio;trabaja o busca trabajo;aymara;hombre;598;2013;1107
66;alto hospicio;no le interesa;aymara;mujer;96;2013;1107
67;alto hospicio;problemas familiares;no pertenece a ningún pueblo indígena;hombre;28;2013;1107
68;alto hospicio;ns/nr;aymara;hombre;80;2013;1107
69;alto hospicio;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;1980;2013;1107
70;alto hospicio;no le interesa;no pertenece a ningún pueblo indígena;mujer;112;2013;1107
71;alto hospicio;no le interesa;mapuche;mujer;25;2013;1107
72;alto hospicio;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;136;2013;1107
73;alto hospicio;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;27;2013;1107
74;alto hospicio;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;72;2013;1107
75;alto hospicio;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;76;2013;1107
76;alto hospicio;ns/nr;quechua;mujer;21;2013;1107
77;alto hospicio;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1444;2013;1107
78;alto hospicio;ns/nr;no pertenece a ningún pueblo indígena;mujer;797;2013;1107
79;alto hospicio;ns/nr;mapuche;mujer;99;2013;1107
80;alto hospicio;trabaja o busca trabajo;aymara;mujer;542;2013;1107
81;alto hospicio;trabaja o busca trabajo;quechua;hombre;164;2013;1107
82;alto hospicio;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;652;2013;1107
83;alto hospicio;otra razón. especifique;aymara;hombre;23;2013;1107
84;alto hospicio;dificultad económica;no pertenece a ningún pueblo indígena;hombre;91;2013;1107
85;alto hospicio;ns/nr;aymara;mujer;167;2013;1107
86;alto hospicio;trabaja o busca trabajo;quechua;mujer;108;2013;1107
87;alto hospicio;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;44;2013;1107
88;alto hospicio;trabaja o busca trabajo;mapuche;hombre;55;2013;1107
89;alto hospicio;trabaja o busca trabajo;diaguita;hombre;68;2013;1107
90;alto hospicio;ayuda en la casa o quehaceres del hogar;diaguita;mujer;27;2013;1107
91;alto hospicio;trabaja o busca trabajo;atacameño (likán antai);hombre;30;2013;1107
92;alto hospicio;trabaja o busca trabajo;mapuche;mujer;118;2013;1107
93;alto hospicio;terminó estudiar;aymara;mujer;416;2013;1107
94;alto hospicio;embarazo, maternidad o paternidad;aymara;mujer;150;2013;1107
95;alto hospicio;dificultad económica;diaguita;mujer;28;2013;1107
96;alto hospicio;terminó estudiar;ns/nr;hombre;21;2013;1107
97;alto hospicio;problemas familiares;aymara;hombre;78;2013;1107
98;alto hospicio;dificultad económica;quechua;mujer;19;2013;1107
99;alto hospicio;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;2107;2013;1107
100;alto hospicio;dificultad económica;no pertenece a ningún pueblo indígena;mujer;285;2013;1107
101;alto hospicio;terminó estudiar;mapuche;mujer;201;2013;1107
102;alto hospicio;ns/nr;diaguita;mujer;28;2013;1107
103;alto hospicio;enfermedad que lo inhabilita;mapuche;hombre;66;2013;1107
104;alto hospicio;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;98;2013;1107
105;alto hospicio;embarazo, maternidad o paternidad;ns/nr;mujer;20;2013;1107
106;alto hospicio;embarazo, maternidad o paternidad;mapuche;mujer;77;2013;1107
107;alto hospicio;ns/nr;coya;hombre;17;2013;1107
108;alto hospicio;terminó estudiar;quechua;mujer;53;2013;1107
109;alto hospicio;no le interesa;no pertenece a ningún pueblo indígena;hombre;685;2013;1107
110;alto hospicio;ayuda en la casa o quehaceres del hogar;quechua;mujer;30;2013;1107
111;alto hospicio;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;35;2013;1107
112;alto hospicio;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;28;2013;1107
113;alto hospicio;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;3394;2013;1107
114;alto hospicio;terminó estudiar;diaguita;mujer;23;2013;1107
115;alto hospicio;problemas familiares;no pertenece a ningún pueblo indígena;mujer;38;2013;1107
116;alto hospicio;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;43;2013;1107
117;alto hospicio;dificultad económica;aymara;hombre;68;2013;1107
118;alto hospicio;ns/nr;no pertenece a ningún pueblo indígena;hombre;964;2013;1107
119;alto hospicio;terminó estudiar;aymara;hombre;400;2013;1107
120;alto hospicio;ns/nr;diaguita;hombre;28;2013;1107
121;alto hospicio;terminó estudiar;quechua;hombre;18;2013;1107
122;alto hospicio;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;1905;2013;1107
123;alto hospicio;ns/nr;quechua;hombre;21;2013;1107
124;alto hospicio;ayuda en la casa o quehaceres del hogar;coya;mujer;52;2013;1107
125;ancud;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;339;2013;10202
126;ancud;ayuda en la casa o quehaceres del hogar;mapuche;mujer;294;2013;10202
127;ancud;terminó estudiar;mapuche;hombre;342;2013;10202
128;ancud;dificultad económica;mapuche;mujer;98;2013;10202
129;ancud;embarazo, maternidad o paternidad;mapuche;mujer;100;2013;10202
130;ancud;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;857;2013;10202
131;ancud;trabaja o busca trabajo;mapuche;hombre;272;2013;10202
132;ancud;problemas de rendimiento;mapuche;hombre;50;2013;10202
133;ancud;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;490;2013;10202
134;ancud;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;37;2013;10202
135;ancud;terminó estudiar;mapuche;mujer;338;2013;10202
136;ancud;ns/nr;no pertenece a ningún pueblo indígena;hombre;173;2013;10202
137;ancud;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;50;2013;10202
138;ancud;trabaja o busca trabajo;mapuche;mujer;100;2013;10202
139;ancud;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;71;2013;10202
140;ancud;dificultad económica;no pertenece a ningún pueblo indígena;mujer;117;2013;10202
141;ancud;ns/nr;mapuche;hombre;200;2013;10202
142;ancud;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;306;2013;10202
143;ancud;dificultad económica;mapuche;hombre;98;2013;10202
144;ancud;otra razón. especifique;mapuche;hombre;72;2013;10202
145;ancud;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;918;2013;10202
146;ancud;ns/nr;no pertenece a ningún pueblo indígena;mujer;208;2013;10202
147;andacollo;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;131;2013;4103
148;andacollo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;549;2013;4103
149;andacollo;ns/nr;no pertenece a ningún pueblo indígena;mujer;10;2013;4103
150;andacollo;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;182;2013;4103
151;andacollo;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;62;2013;4103
152;andacollo;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;176;2013;4103
153;andacollo;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;200;2013;4103
154;angol;ns/nr;ns/nr;hombre;35;2013;9201
155;angol;embarazo, maternidad o paternidad;mapuche;mujer;34;2013;9201
156;angol;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;44;2013;9201
157;angol;dificultad económica;no pertenece a ningún pueblo indígena;mujer;120;2013;9201
158;angol;dificultad económica;no pertenece a ningún pueblo indígena;hombre;167;2013;9201
159;angol;trabaja o busca trabajo;mapuche;mujer;49;2013;9201
160;angol;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;157;2013;9201
161;angol;ns/nr;no pertenece a ningún pueblo indígena;hombre;443;2013;9201
162;angol;trabaja o busca trabajo;mapuche;hombre;161;2013;9201
163;angol;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1306;2013;9201
164;angol;terminó estudiar;mapuche;hombre;78;2013;9201
165;angol;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;271;2013;9201
166;angol;ns/nr;mapuche;mujer;27;2013;9201
167;angol;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;697;2013;9201
168;angol;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;48;2013;9201
169;angol;problemas familiares;no pertenece a ningún pueblo indígena;mujer;36;2013;9201
170;angol;ns/nr;mapuche;hombre;54;2013;9201
171;angol;tiene una discapacidad o  requiere establecimiento de educación especial;mapuche;mujer;27;2013;9201
172;angol;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1146;2013;9201
173;angol;ayuda en la casa o quehaceres del hogar;mapuche;mujer;54;2013;9201
174;angol;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;58;2013;9201
175;angol;dificultad económica;mapuche;hombre;84;2013;9201
176;angol;terminó estudiar;mapuche;mujer;24;2013;9201
177;angol;no le interesa;no pertenece a ningún pueblo indígena;mujer;90;2013;9201
178;angol;ns/nr;no pertenece a ningún pueblo indígena;mujer;154;2013;9201
179;angol;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;502;2013;9201
180;angol;dificultad económica;ns/nr;mujer;263;2013;9201
181;antofagasta;ns/nr;no pertenece a ningún pueblo indígena;mujer;1749;2013;2101
182;antofagasta;no le interesa;no pertenece a ningún pueblo indígena;hombre;1284;2013;2101
183;antofagasta;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;mujer;42;2013;2101
184;antofagasta;trabaja o busca trabajo;aymara;mujer;187;2013;2101
185;antofagasta;embarazo, maternidad o paternidad;aymara;mujer;165;2013;2101
186;antofagasta;ayuda en la casa o quehaceres del hogar;mapuche;mujer;43;2013;2101
187;antofagasta;dificultad económica;diaguita;hombre;233;2013;2101
188;antofagasta;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;15550;2013;2101
189;antofagasta;ns/nr;mapuche;mujer;67;2013;2101
190;antofagasta;trabaja o busca trabajo;quechua;hombre;116;2013;2101
191;antofagasta;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;74;2013;2101
192;antofagasta;dificultad económica;no pertenece a ningún pueblo indígena;hombre;1310;2013;2101
193;antofagasta;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;7095;2013;2101
194;antofagasta;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;59;2013;2101
195;antofagasta;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;3830;2013;2101
196;antofagasta;terminó estudiar;atacameño (likán antai);mujer;221;2013;2101
197;antofagasta;dificultad económica;no pertenece a ningún pueblo indígena;mujer;2160;2013;2101
198;antofagasta;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;8697;2013;2101
199;antofagasta;terminó estudiar;mapuche;mujer;67;2013;2101
200;antofagasta;problemas familiares;no pertenece a ningún pueblo indígena;mujer;187;2013;2101
201;antofagasta;ns/nr;quechua;hombre;37;2013;2101
202;antofagasta;embarazo, maternidad o paternidad;mapuche;mujer;199;2013;2101
203;antofagasta;no le interesa;no pertenece a ningún pueblo indígena;mujer;823;2013;2101
204;antofagasta;trabaja o busca trabajo;diaguita;hombre;128;2013;2101
205;antofagasta;trabaja o busca trabajo;atacameño (likán antai);mujer;89;2013;2101
206;antofagasta;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;86;2013;2101
207;antofagasta;ns/nr;no pertenece a ningún pueblo indígena;hombre;1113;2013;2101
208;antofagasta;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;219;2013;2101
209;antofagasta;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;7586;2013;2101
210;antofagasta;terminó estudiar;aymara;hombre;46;2013;2101
211;antofagasta;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;91;2013;2101
212;antofagasta;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;2435;2013;2101
213;antofagasta;terminó estudiar;diaguita;mujer;54;2013;2101
214;antofagasta;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;451;2013;2101
215;antofagasta;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;82;2013;2101
216;antofagasta;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;411;2013;2101
217;antofagasta;trabaja o busca trabajo;mapuche;hombre;224;2013;2101
218;antofagasta;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;112;2013;2101
219;antofagasta;otra razón. especifique;atacameño (likán antai);mujer;102;2013;2101
220;antofagasta;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;94;2013;2101
221;antofagasta;trabaja o busca trabajo;mapuche;mujer;107;2013;2101
222;antofagasta;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;64;2013;2101
223;antofagasta;dificultad económica;quechua;mujer;51;2013;2101
224;antofagasta;ns/nr;atacameño (likán antai);mujer;330;2013;2101
225;antofagasta;trabaja o busca trabajo;aymara;hombre;123;2013;2101
226;antofagasta;dificultad económica;atacameño (likán antai);hombre;43;2013;2101
227;antofagasta;problemas familiares;no pertenece a ningún pueblo indígena;hombre;214;2013;2101
228;antofagasta;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;256;2013;2101
229;antuco;no le interesa;no pertenece a ningún pueblo indígena;hombre;24;2013;8302
230;antuco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;74;2013;8302
231;antuco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;42;2013;8302
232;antuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;51;2013;8302
233;antuco;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;8;2013;8302
234;antuco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;14;2013;8302
235;antuco;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;9;2013;8302
236;antuco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;82;2013;8302
237;antuco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;14;2013;8302
238;antuco;problemas familiares;no pertenece a ningún pueblo indígena;mujer;25;2013;8302
239;antuco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;24;2013;8302
240;antuco;ns/nr;no pertenece a ningún pueblo indígena;hombre;8;2013;8302
241;arauco;trabaja o busca trabajo;mapuche;hombre;110;2013;8202
242;arauco;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;43;2013;8202
243;arauco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;487;2013;8202
244;arauco;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;357;2013;8202
245;arauco;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;70;2013;8202
246;arauco;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;1443;2013;8202
247;arauco;problemas familiares;no pertenece a ningún pueblo indígena;hombre;70;2013;8202
248;arauco;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;214;2013;8202
249;arauco;dificultad económica;no pertenece a ningún pueblo indígena;hombre;38;2013;8202
250;arauco;ns/nr;no pertenece a ningún pueblo indígena;hombre;72;2013;8202
251;arauco;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;940;2013;8202
252;arauco;problemas familiares;no pertenece a ningún pueblo indígena;mujer;140;2013;8202
253;arauco;ns/nr;ns/nr;mujer;67;2013;8202
254;arauco;expulsión o cancelación de matrícula;no pertenece a ningún pueblo indígena;hombre;95;2013;8202
255;arauco;terminó estudiar;mapuche;mujer;112;2013;8202
256;arauco;dificultad económica;no pertenece a ningún pueblo indígena;mujer;97;2013;8202
257;arauco;embarazo, maternidad o paternidad;mapuche;mujer;38;2013;8202
258;arauco;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;668;2013;8202
259;arauco;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;142;2013;8202
260;arica;terminó estudiar;aymara;hombre;966;2013;15101
261;arica;terminó estudiar;mapuche;hombre;77;2013;15101
262;arica;otra razón. especifique;aymara;mujer;48;2013;15101
263;arica;terminó estudiar;coya;mujer;29;2013;15101
264;arica;trabaja o busca trabajo;kawésqar (alacalufes);hombre;13;2013;15101
265;arica;trabaja o busca trabajo;aymara;hombre;1248;2013;15101
266;arica;dificultad económica;no pertenece a ningún pueblo indígena;hombre;501;2013;15101
267;arica;trabaja o busca trabajo;atacameño (likán antai);mujer;50;2013;15101
268;arica;ns/nr;no pertenece a ningún pueblo indígena;hombre;154;2013;15101
269;arica;ns/nr;mapuche;hombre;18;2013;15101
270;arica;terminó estudiar;aymara;mujer;1527;2013;15101
271;arica;tiene una discapacidad o  requiere establecimiento de educación especial;aymara;mujer;12;2013;15101
272;arica;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;mujer;74;2013;15101
273;arica;dificultad económica;mapuche;mujer;13;2013;15101
274;arica;dificultad económica;no pertenece a ningún pueblo indígena;mujer;867;2013;15101
275;arica;ns/nr;diaguita;mujer;38;2013;15101
276;arica;no le interesa;aymara;hombre;81;2013;15101
277;arica;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;12;2013;15101
278;arica;dificultad económica;diaguita;mujer;20;2013;15101
279;arica;otra razón. especifique;aymara;hombre;19;2013;15101
280;arica;ns/nr;aymara;mujer;156;2013;15101
281;arica;trabaja o busca trabajo;mapuche;hombre;128;2013;15101
282;arica;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;hombre;11;2013;15101
283;arica;terminó estudiar;no pertenece a ningún pueblo indígena;hombre;3427;2013;15101
284;arica;trabaja o busca trabajo;aymara;mujer;798;2013;15101
285;arica;trabaja o busca trabajo;coya;mujer;11;2013;15101
286;arica;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;40;2013;15101
287;arica;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;hombre;44;2013;15101
288;arica;problemas familiares;no pertenece a ningún pueblo indígena;hombre;54;2013;15101
289;arica;trabaja o busca trabajo;ns/nr;mujer;44;2013;15101
290;arica;otra razón. especifique;no pertenece a ningún pueblo indígena;mujer;62;2013;15101
291;arica;ns/nr;no pertenece a ningún pueblo indígena;mujer;290;2013;15101
292;arica;enfermedad que lo inhabilita;aymara;hombre;31;2013;15101
293;arica;tiene una discapacidad o  requiere establecimiento de educación especial;aymara;hombre;97;2013;15101
294;arica;no le interesa;no pertenece a ningún pueblo indígena;hombre;492;2013;15101
295;arica;enfermedad que lo inhabilita;aymara;mujer;37;2013;15101
296;arica;embarazo, maternidad o paternidad;no pertenece a ningún pueblo indígena;mujer;1071;2013;15101
297;arica;problemas familiares;no pertenece a ningún pueblo indígena;mujer;78;2013;15101
298;arica;no le interesa;mapuche;mujer;12;2013;15101
299;arica;otra razón. especifique;no pertenece a ningún pueblo indígena;hombre;155;2013;15101
300;arica;terminó estudiar;quechua;mujer;14;2013;15101
301;arica;problemas de rendimiento;quechua;mujer;15;2013;15101
302;arica;trabaja o busca trabajo;quechua;mujer;34;2013;15101
303;arica;dificultad de acceso o movilización;aymara;hombre;20;2013;15101
304;arica;ayuda en la casa o quehaceres del hogar;diaguita;mujer;22;2013;15101
305;arica;ns/nr;aymara;hombre;72;2013;15101
306;arica;dificultad económica;aymara;mujer;308;2013;15101
307;arica;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;1870;2013;15101
308;arica;terminó estudiar;mapuche;mujer;152;2013;15101
309;arica;embarazo, maternidad o paternidad;aymara;mujer;543;2013;15101
310;arica;no le interesa;no pertenece a ningún pueblo indígena;mujer;248;2013;15101
311;arica;terminó estudiar;atacameño (likán antai);mujer;23;2013;15101
312;arica;dificultad económica;aymara;hombre;178;2013;15101
313;arica;terminó estudiar;quechua;hombre;14;2013;15101
314;arica;no le interesa;aymara;mujer;143;2013;15101
315;arica;problemas de rendimiento;no pertenece a ningún pueblo indígena;hombre;60;2013;15101
316;arica;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;mujer;32;2013;15101
317;arica;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;103;2013;15101
318;arica;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;808;2013;15101
319;arica;terminó estudiar;no pertenece a ningún pueblo indígena;mujer;3539;2013;15101
320;arica;problemas de rendimiento;no pertenece a ningún pueblo indígena;mujer;14;2013;15101
321;arica;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;hombre;3965;2013;15101
322;arica;trabaja o busca trabajo;ns/nr;hombre;44;2013;15101
323;arica;ayuda en la casa o quehaceres del hogar;mapuche;mujer;14;2013;15101
324;arica;problemas de rendimiento;aymara;hombre;11;2013;15101
325;arica;terminó estudiar;diaguita;hombre;28;2013;15101
326;arica;terminó estudiar;diaguita;mujer;12;2013;15101
327;arica;trabaja o busca trabajo;mapuche;mujer;27;2013;15101
328;arica;no le interesa;mapuche;hombre;25;2013;15101
329;arica;trabaja o busca trabajo;diaguita;hombre;58;2013;15101
330;arica;dificultad económica;mapuche;hombre;18;2013;15101
331;arica;ayuda en la casa o quehaceres del hogar;aymara;mujer;341;2013;15101
332;aysén;trabaja o busca trabajo;mapuche;mujer;137;2013;11201
333;aysén;terminó estudiar;kawésqar (alacalufes);mujer;22;2013;11201
334;aysén;ayuda en la casa o quehaceres del hogar;no pertenece a ningún pueblo indígena;mujer;89;2013;11201
335;aysén;enfermedad que lo inhabilita;no pertenece a ningún pueblo indígena;hombre;23;2013;11201
336;aysén;problemas de rendimiento;mapuche;hombre;18;2013;11201
337;aysén;trabaja o busca trabajo;no pertenece a ningún pueblo indígena;mujer;420;2013;11201
338;aysén;tiene una discapacidad o  requiere establecimiento de educación especial;no pertenece a ningún pueblo indígena;hombre;11;2013;11201
339;aysén;ns/nr;mapuche;mujer;109;2013;11201
