;Comuna;Educacion;Etnia;Sexo;Freq;anio;codigo
102;ancud ;dificultad económica;no pertenece a ningún pueblo indígena;mujer;63;2006;10202
103;ancud ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;269;2006;10202
104;ancud ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;mujer;66;2006;10202
105;ancud ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;hombre;29;2006;10202
106;ancud ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;131;2006;10202
107;ancud ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;123;2006;10202
108;ancud ;se enfermaría mucho;no pertenece a ningún pueblo indígena;mujer;29;2006;10202
109;ancud ;no lo aceptan;no pertenece a ningún pueblo indígena;hombre;29;2006;10202
110;ancud ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;mujer;123;2006;10202
111;ancud ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;96;2006;10202
112;ancud ;no existe establecimiento cercano;mapuche ;mujer;46;2006;10202
113;ancud ;desconfío del cuidado que recibiría ;mapuche ;hombre;66;2006;10202
114;ancud ;no existe establecimiento cercano;mapuche ;hombre;39;2006;10202
115;ancud ;se enfermaría mucho;mapuche ;hombre;39;2006;10202
116;andacollo ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;176;2006;4103
117;andacollo ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;30;2006;4103
118;andacollo ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;5;2006;4103
119;andacollo ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;29;2006;4103
120;andacollo ;otra razón;no pertenece a ningún pueblo indígena;mujer;18;2006;4103
121;andacollo ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;5;2006;4103
122;andacollo ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;mujer;12;2006;4103
123;andacollo ;dificultad económica;no pertenece a ningún pueblo indígena;hombre;24;2006;4103
124;andacollo ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;188;2006;4103
125;angol ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;908;2006;9201
126;angol ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;31;2006;9201
127;angol ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;1166;2006;9201
128;angol ;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;31;2006;9201
129;angol ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;121;2006;9201
130;angol ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;hombre;56;2006;9201
131;angol ;no existe establecimiento cercano;mapuche ;hombre;40;2006;9201
132;angol ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;58;2006;9201
133;angol ;se enfermaría mucho;no pertenece a ningún pueblo indígena;mujer;58;2006;9201
134;angol ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;mujer;117;2006;9201
135;angol ;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;57;2006;9201
136;antofagasta ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;mujer;306;2006;2101
137;antofagasta ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;mujer;283;2006;2101
138;antofagasta ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;5924;2006;2101
139;antofagasta ;requiere establecimiento especial;no pertenece a ningún pueblo indígena;hombre;332;2006;2101
140;antofagasta ;sin dato;no pertenece a ningún pueblo indígena;mujer;582;2006;2101
141;antofagasta ;se enfermaría mucho;no pertenece a ningún pueblo indígena;hombre;273;2006;2101
142;antofagasta ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;mujer;265;2006;2101
143;antofagasta ;otra razón;no pertenece a ningún pueblo indígena;hombre;273;2006;2101
144;antofagasta ;se enfermaría mucho;no pertenece a ningún pueblo indígena;mujer;291;2006;2101
145;antofagasta ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;3242;2006;2101
146;antofagasta ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;6548;2006;2101
147;antofagasta ;no lo aceptan;no pertenece a ningún pueblo indígena;mujer;283;2006;2101
148;antofagasta ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;1486;2006;2101
149;antuco ;no existe establecimiento cercano;mapuche ;mujer;5;2006;8302
150;antuco ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;78;2006;8302
151;antuco ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;mujer;29;2006;8302
152;antuco ;no lo aceptan;mapuche ;mujer;10;2006;8302
153;antuco ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;66;2006;8302
154;antuco ;otra razón;no pertenece a ningún pueblo indígena;mujer;7;2006;8302
155;antuco ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;30;2006;8302
156;antuco ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;10;2006;8302
157;antuco ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;6;2006;8302
158;arauco ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;569;2006;8202
159;arauco ;no lo aceptan;no pertenece a ningún pueblo indígena;mujer;60;2006;8202
160;arauco ;otra razón;no pertenece a ningún pueblo indígena;mujer;51;2006;8202
161;arauco ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;mujer;30;2006;8202
162;arauco ;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;mujer;46;2006;8202
163;arauco ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;hombre;30;2006;8202
164;arauco ;no lo aceptan;no pertenece a ningún pueblo indígena;hombre;60;2006;8202
165;arauco ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;60;2006;8202
166;arauco ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;hombre;30;2006;8202
167;arauco ;se enfermaría mucho;no pertenece a ningún pueblo indígena;mujer;60;2006;8202
168;arauco ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;60;2006;8202
169;arauco ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;557;2006;8202
170;arauco ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;120;2006;8202
171;arauco ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;196;2006;8202
172;arica ;no es necesario porque lo(a) cuidan en la casa.;aymara;mujer;528;2006;15101
173;arica ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;2435;2006;15101
174;arica ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;270;2006;15101
175;arica ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;42;2006;15101
176;arica ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;2581;2006;15101
177;arica ;no existe establecimiento cercano;aymara;hombre;46;2006;15101
178;arica ;se enfermaría mucho;no pertenece a ningún pueblo indígena;mujer;242;2006;15101
179;arica ;no veo utilidad en que asista a esta edad;aymara;mujer;17;2006;15101
180;arica ;no lo aceptan;aymara;mujer;25;2006;15101
181;arica ;requiere establecimiento especial;aymara;hombre;17;2006;15101
182;arica ;desconfío del cuidado que recibiría ;aymara;mujer;222;2006;15101
183;arica ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;hombre;292;2006;15101
184;arica ;no lo aceptan;aymara;hombre;25;2006;15101
185;arica ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;487;2006;15101
186;arica ;no existe establecimiento cercano;aymara;mujer;63;2006;15101
187;arica ;no es necesario porque lo(a) cuidan en la casa.;aymara;hombre;267;2006;15101
188;arica ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;21;2006;15101
189;arica ;otra razón;no pertenece a ningún pueblo indígena;hombre;217;2006;15101
190;buin ;dificultad económica;no pertenece a ningún pueblo indígena;hombre;67;2006;13402
191;buin ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;1683;2006;13402
192;buin ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;106;2006;13402
193;buin ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;84;2006;13402
194;buin ;otra razón;mapuche ;hombre;79;2006;13402
195;buin ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;1014;2006;13402
196;buin ;se enfermaría mucho;no pertenece a ningún pueblo indígena;hombre;69;2006;13402
197;buin ;otra razón;no pertenece a ningún pueblo indígena;mujer;90;2006;13402
198;buin ;no lo aceptan;no pertenece a ningún pueblo indígena;mujer;177;2006;13402
199;buin ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;309;2006;13402
200;buin ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;317;2006;13402
201;buin ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;hombre;79;2006;13402
202;buin ;sin dato;no pertenece a ningún pueblo indígena;mujer;66;2006;13402
203;buin ;sin dato;no pertenece a ningún pueblo indígena;hombre;189;2006;13402
204;buin ;no lo aceptan;no pertenece a ningún pueblo indígena;hombre;146;2006;13402
205;bulnes ;otra razón;no pertenece a ningún pueblo indígena;hombre;40;2006;16102
206;bulnes ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;mujer;18;2006;16102
207;bulnes ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;38;2006;16102
208;bulnes ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;201;2006;16102
209;bulnes ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;52;2006;16102
210;bulnes ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;41;2006;16102
211;bulnes ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;287;2006;16102
212;bulnes ;no veo utilidad en que asista a esta edad;mapuche ;hombre;40;2006;16102
213;bulnes ;se enfermaría mucho;no pertenece a ningún pueblo indígena;hombre;54;2006;16102
214;bulnes ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;97;2006;16102
215;cabildo ;otra razón;no pertenece a ningún pueblo indígena;hombre;24;2006;5402
216;cabildo ;no lo aceptan;no pertenece a ningún pueblo indígena;hombre;27;2006;5402
217;cabildo ;otra razón;no pertenece a ningún pueblo indígena;mujer;24;2006;5402
218;cabildo ;se enfermaría mucho;no pertenece a ningún pueblo indígena;mujer;33;2006;5402
219;cabildo ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;375;2006;5402
220;cabildo ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;36;2006;5402
221;cabildo ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;411;2006;5402
222;cabildo ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;mujer;25;2006;5402
223;cabildo ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;80;2006;5402
224;cabildo ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;73;2006;5402
225;cabildo ;sin dato;no pertenece a ningún pueblo indígena;mujer;37;2006;5402
226;cabildo ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;22;2006;5402
227;cabo de hornos ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;24;2006;12201
228;cabo de hornos ;no veo utilidad en que asista a esta edad;mapuche ;mujer;3;2006;12201
229;cabo de hornos ;otra razón;no pertenece a ningún pueblo indígena;hombre;6;2006;12201
230;cabo de hornos ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;42;2006;12201
231;cabo de hornos ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;19;2006;12201
232;cabo de hornos ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;8;2006;12201
233;cabo de hornos ;no es necesario porque lo(a) cuidan en la casa.;yagan;hombre;6;2006;12201
234;cabo de hornos ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;6;2006;12201
235;cabo de hornos ;otra razón;no pertenece a ningún pueblo indígena;mujer;6;2006;12201
236;cabo de hornos ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;48;2006;12201
237;cabo de hornos ;no veo utilidad en que asista a esta edad;mapuche ;hombre;3;2006;12201
238;cabo de hornos ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;hombre;3;2006;12201
239;cabrero ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;hombre;40;2006;8303
240;cabrero ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;184;2006;8303
241;cabrero ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;245;2006;8303
242;cabrero ;otra razón;no pertenece a ningún pueblo indígena;mujer;43;2006;8303
243;cabrero ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;218;2006;8303
244;cabrero ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;503;2006;8303
245;cabrero ;dificultad económica;no pertenece a ningún pueblo indígena;hombre;37;2006;8303
246;cabrero ;no lo aceptan;no pertenece a ningún pueblo indígena;hombre;40;2006;8303
247;cabrero ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;mujer;55;2006;8303
248;cabrero ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;hombre;55;2006;8303
249;cabrero ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;138;2006;8303
250;cabrero ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;197;2006;8303
251;cabrero ;no lo aceptan;no pertenece a ningún pueblo indígena;mujer;55;2006;8303
252;calama ;no veo utilidad en que asista a esta edad;atacameño;mujer;303;2006;2201
253;calama ;no existe establecimiento cercano;aymara;mujer;2;2006;2201
254;calama ;no veo utilidad en que asista a esta edad;atacameño;hombre;4;2006;2201
255;calama ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;3059;2006;2201
256;calama ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;582;2006;2201
257;calama ;no es necesario porque lo(a) cuidan en la casa.;aymara;mujer;149;2006;2201
258;calama ;no es necesario porque lo(a) cuidan en la casa.;atacameño;mujer;258;2006;2201
259;calama ;no veo utilidad en que asista a esta edad;quechua ;mujer;3;2006;2201
260;calama ;otra razón;no pertenece a ningún pueblo indígena;mujer;394;2006;2201
261;calama ;no lo aceptan;no pertenece a ningún pueblo indígena;hombre;179;2006;2201
262;calama ;sin dato;no pertenece a ningún pueblo indígena;mujer;149;2006;2201
263;calama ;desconfío del cuidado que recibiría ;atacameño;hombre;2;2006;2201
264;calama ;no es necesario porque lo(a) cuidan en la casa.;aymara;hombre;392;2006;2201
265;calama ;sin dato;atacameño;hombre;2;2006;2201
266;calama ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;3040;2006;2201
267;calama ;no es necesario porque lo(a) cuidan en la casa.;atacameño;hombre;414;2006;2201
268;calama ;sin dato;no pertenece a ningún pueblo indígena;hombre;148;2006;2201
269;calama ;no existe establecimiento cercano;atacameño;hombre;2;2006;2201
270;calama ;otra razón;no pertenece a ningún pueblo indígena;hombre;243;2006;2201
271;calama ;no hay matrícula (vacantes);aymara;hombre;2;2006;2201
272;calama ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;hombre;3;2006;2201
273;calama ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;mujer;4;2006;2201
274;calama ;no existe establecimiento cercano;quechua ;hombre;4;2006;2201
275;calama ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;366;2006;2201
276;calama ;el horario no me acomoda;atacameño;hombre;3;2006;2201
277;calama ;dificultad de acceso o movilización;no pertenece a ningún pueblo indígena;hombre;3;2006;2201
278;calbuco ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;mujer;95;2006;10102
279;calbuco ;dificultad económica;no pertenece a ningún pueblo indígena;hombre;62;2006;10102
280;calbuco ;no existe establecimiento cercano;no pertenece a ningún pueblo indígena;hombre;472;2006;10102
281;calbuco ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;mujer;369;2006;10102
282;calbuco ;no hay matrícula (vacantes);no pertenece a ningún pueblo indígena;hombre;66;2006;10102
283;calbuco ;no es necesario porque lo(a) cuidan en la casa.;no pertenece a ningún pueblo indígena;hombre;246;2006;10102
284;calbuco ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;hombre;66;2006;10102
285;calbuco ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;hombre;108;2006;10102
286;calbuco ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;mujer;62;2006;10102
287;calbuco ;no existe establecimiento cercano;mapuche ;mujer;66;2006;10102
288;calbuco ;no es necesario porque lo(a) cuidan en la casa.;mapuche ;mujer;134;2006;10102
289;calbuco ;desconfío del cuidado que recibiría ;no pertenece a ningún pueblo indígena;hombre;68;2006;10102
290;calbuco ;no veo utilidad en que asista a esta edad;no pertenece a ningún pueblo indígena;mujer;81;2006;10102
291;calbuco ;no existe establecimiento cercano;mapuche ;hombre;112;2006;10102
292;calbuco ;no veo utilidad en que asista a esta edad;mapuche ;mujer;46;2006;10102
