"","a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"83","ancud","no tiene con quien dejar a los niños","mapuche","mujer",138,"2015",10202
"84","ancud","se cansó de buscar o cree que no hay trabajo disponible","mapuche","hombre",43,"2015",10202
"85","ancud","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","hombre",21,"2015",10202
"86","ancud","estudiante","no pertenece a ningún pueblo indígena","hombre",2071,"2015",10202
"87","ancud","no tiene interés en trabajar","kawashkar o alacalufes","mujer",29,"2015",10202
"88","ancud","estudiante","mapuche","hombre",920,"2015",10202
"89","ancud","está enfermo o tiene una discapacidad","mapuche","hombre",113,"2015",10202
"90","ancud","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",1752,"2015",10202
"91","ancud","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","hombre",140,"2015",10202
"92","ancud","otra razón","no pertenece a ningún pueblo indígena","mujer",254,"2015",10202
"93","ancud","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","hombre",105,"2015",10202
"94","ancud","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","mujer",123,"2015",10202
"95","ancud","ofrecen sueldos muy bajos","no pertenece a ningún pueblo indígena","hombre",19,"2015",10202
"96","ancud","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","mapuche","mujer",30,"2015",10202
"97","ancud","quehaceres del hogar","mapuche","mujer",804,"2015",10202
"98","ancud","no tiene con quien dejar a otro familiar","no pertenece a ningún pueblo indígena","mujer",75,"2015",10202
"99","ancud","no tiene interés en trabajar","mapuche","hombre",101,"2015",10202
"100","ancud","estudiante","no pertenece a ningún pueblo indígena","mujer",2095,"2015",10202
"101","angol","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","aimara","hombre",34,"2015",9201
"102","angol","estudiante","collas","hombre",172,"2015",9201
"103","angol","no tiene con quien dejar a los niños","mapuche","mujer",30,"2015",9201
"104","angol","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","hombre",2210,"2015",9201
"105","angol","jubilado(a), pensionado(a) o montepiado(a)","mapuche","hombre",58,"2015",9201
"106","angol","quehaceres del hogar","atacameño (likán-antai)","mujer",23,"2015",9201
"107","angol","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",276,"2015",9201
"108","angol","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","hombre",84,"2015",9201
"109","angol","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","mujer",4005,"2015",9201
"110","angol","quehaceres del hogar","no pertenece a ningún pueblo indígena","hombre",78,"2015",9201
"111","angol","está enfermo o tiene una discapacidad","mapuche","mujer",70,"2015",9201
"112","angol","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",61,"2015",9201
"113","angol","quehaceres del hogar","mapuche","mujer",267,"2015",9201
"114","angol","estudiante","no pertenece a ningún pueblo indígena","hombre",2454,"2015",9201
"115","angol","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",331,"2015",9201
"116","angol","no tiene con quien dejar a otro familiar","no pertenece a ningún pueblo indígena","mujer",138,"2015",9201
"117","angol","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","hombre",94,"2015",9201
"118","angol","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",710,"2015",9201
"119","angol","estudiante","mapuche","hombre",165,"2015",9201
"120","angol","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","mujer",136,"2015",9201
"121","angol","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",4387,"2015",9201
"122","angol","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","mujer",90,"2015",9201
"123","angol","otra razón","mapuche","mujer",61,"2015",9201
"124","angol","las reglas, horarios y distancias de los trabajos no le acomodan","no pertenece a ningún pueblo indígena","mujer",27,"2015",9201
"125","angol","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","hombre",33,"2015",9201
"126","angol","no tiene con quien dejar a adultos mayores","mapuche","hombre",30,"2015",9201
"127","angol","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","mapuche","hombre",39,"2015",9201
"128","angol","quehaceres del hogar","aimara","mujer",23,"2015",9201
"129","angol","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","mujer",138,"2015",9201
"130","angol","estudiante","no pertenece a ningún pueblo indígena","mujer",2935,"2015",9201
"131","angol","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","mujer",61,"2015",9201
"132","angol","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","mujer",22,"2015",9201
"133","angol","estudiante","aimara","mujer",45,"2015",9201
"134","angol","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","mujer",263,"2015",9201
"135","angol","otra razón","no pertenece a ningún pueblo indígena","hombre",139,"2015",9201
"136","angol","jubilado(a), pensionado(a) o montepiado(a)","mapuche","mujer",37,"2015",9201
"137","angol","estudiante","mapuche","mujer",165,"2015",9201
"138","angol","otra razón","no pertenece a ningún pueblo indígena","mujer",307,"2015",9201
"139","angol","ofrecen sueldos muy bajos","no pertenece a ningún pueblo indígena","mujer",27,"2015",9201
"140","antofagasta","estudiante","aimara","mujer",84,"2015",2101
"141","antofagasta","otra razón","aimara","hombre",66,"2015",2101
"142","antofagasta","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",118,"2015",2101
"143","antofagasta","ofrecen sueldos muy bajos","no pertenece a ningún pueblo indígena","mujer",77,"2015",2101
"144","antofagasta","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","mujer",2559,"2015",2101
"145","antofagasta","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","hombre",317,"2015",2101
"146","antofagasta","estudiante","mapuche","mujer",153,"2015",2101
"147","antofagasta","estudiante","diaguita","mujer",813,"2015",2101
"148","antofagasta","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",6811,"2015",2101
"149","antofagasta","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","mujer",96,"2015",2101
"150","antofagasta","las reglas, horarios y distancias de los trabajos no le acomodan","no pertenece a ningún pueblo indígena","mujer",406,"2015",2101
"151","antofagasta","estudiante","atacameño (likán-antai)","hombre",88,"2015",2101
"152","antofagasta","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","hombre",126,"2015",2101
"153","antofagasta","otra razón","mapuche","mujer",184,"2015",2101
"154","antofagasta","otra razón","no pertenece a ningún pueblo indígena","hombre",2802,"2015",2101
"155","antofagasta","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","mujer",967,"2015",2101
"156","antofagasta","estudiante","no pertenece a ningún pueblo indígena","mujer",26658,"2015",2101
"157","antofagasta","jubilado(a), pensionado(a) o montepiado(a)","atacameño (likán-antai)","mujer",131,"2015",2101
"158","antofagasta","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","hombre",10150,"2015",2101
"159","antofagasta","ofrecen sueldos muy bajos","no pertenece a ningún pueblo indígena","hombre",324,"2015",2101
"160","antofagasta","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","hombre",72,"2015",2101
"161","antofagasta","no tiene con quien dejar a los niños","aimara","mujer",84,"2015",2101
"162","antofagasta","estudiante","quechua","mujer",102,"2015",2101
"163","antofagasta","jubilado(a), pensionado(a) o montepiado(a)","aimara","mujer",204,"2015",2101
"164","antofagasta","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","mujer",253,"2015",2101
"165","antofagasta","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","hombre",350,"2015",2101
"166","antofagasta","estudiante","no pertenece a ningún pueblo indígena","hombre",23695,"2015",2101
"167","antofagasta","estudiante","mapuche","hombre",885,"2015",2101
"168","antofagasta","otra razón","no pertenece a ningún pueblo indígena","mujer",2706,"2015",2101
"169","antofagasta","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","mujer",274,"2015",2101
"170","antofagasta","estudiante","atacameño (likán-antai)","mujer",88,"2015",2101
"171","antofagasta","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","hombre",1891,"2015",2101
"172","antofagasta","está enfermo o tiene una discapacidad","mapuche","hombre",293,"2015",2101
"173","antofagasta","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","mujer",13251,"2015",2101
"174","antofagasta","estudiante","aimara","hombre",132,"2015",2101
"175","antofagasta","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",1069,"2015",2101
"176","antofagasta","no tiene interés en trabajar","diaguita","hombre",96,"2015",2101
"177","antofagasta","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",35000,"2015",2101
"178","antofagasta","quehaceres del hogar","mapuche","mujer",869,"2015",2101
"179","antofagasta","estudiante","diaguita","hombre",96,"2015",2101
"180","antofagasta","quehaceres del hogar","diaguita","mujer",811,"2015",2101
"181","antofagasta","quehaceres del hogar","mapuche","hombre",114,"2015",2101
"182","antofagasta","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",3221,"2015",2101
"183","antofagasta","no tiene con quien dejar a otro familiar","no pertenece a ningún pueblo indígena","mujer",216,"2015",2101
"184","antofagasta","no tiene con quien dejar a los niños","diaguita","mujer",210,"2015",2101
"185","antofagasta","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","hombre",90,"2015",2101
"186","antofagasta","busca cuando lo necesita o tiene trabajo esporádico","mapuche","hombre",149,"2015",2101
"187","antofagasta","está enfermo o tiene una discapacidad","mapuche","mujer",114,"2015",2101
"188","antofagasta","está esperando resultado de gestiones ya emprendidas","aimara","hombre",109,"2015",2101
"189","antofagasta","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","hombre",152,"2015",2101
"190","antofagasta","otra razón","mapuche","hombre",66,"2015",2101
"191","antofagasta","jubilado(a), pensionado(a) o montepiado(a)","mapuche","hombre",257,"2015",2101
"192","antofagasta","jubilado(a), pensionado(a) o montepiado(a)","mapuche","mujer",313,"2015",2101
"193","antofagasta","no tiene con quien dejar a los niños","mapuche","mujer",80,"2015",2101
"194","antofagasta","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","mujer",393,"2015",2101
"195","antofagasta","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",179,"2015",2101
"196","antofagasta","quehaceres del hogar","no pertenece a ningún pueblo indígena","hombre",263,"2015",2101
"197","arauco","estudiante","no pertenece a ningún pueblo indígena","hombre",3395,"2015",8202
"198","arauco","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",57,"2015",8202
"199","arauco","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","hombre",119,"2015",8202
"200","arauco","otra razón","no pertenece a ningún pueblo indígena","hombre",550,"2015",8202
"201","arauco","está enfermo o tiene una discapacidad","mapuche","mujer",73,"2015",8202
"202","arauco","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","hombre",2788,"2015",8202
"203","arauco","jubilado(a), pensionado(a) o montepiado(a)","mapuche","mujer",173,"2015",8202
"204","arauco","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","hombre",315,"2015",8202
"205","arauco","se cansó de buscar o cree que no hay trabajo disponible","mapuche","hombre",70,"2015",8202
"206","arauco","estudiante","mapuche","hombre",379,"2015",8202
"207","arauco","no tiene con quien dejar a los niños","mapuche","mujer",114,"2015",8202
"208","arauco","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",5210,"2015",8202
"209","arauco","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","hombre",281,"2015",8202
"210","arauco","jubilado(a), pensionado(a) o montepiado(a)","mapuche","hombre",108,"2015",8202
"211","arauco","quehaceres del hogar","mapuche","mujer",143,"2015",8202
"212","arauco","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","mujer",73,"2015",8202
"213","arauco","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","mujer",2947,"2015",8202
"214","arauco","estudiante","mapuche","mujer",219,"2015",8202
"215","arauco","no tiene con quien dejar a otro familiar","mapuche","mujer",73,"2015",8202
"216","arauco","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",607,"2015",8202
"217","arauco","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","mujer",85,"2015",8202
"218","arauco","está enfermo o tiene una discapacidad","mapuche","hombre",183,"2015",8202
"219","arauco","está enfermo o tiene una discapacidad","no pertenece a ningún pueblo indígena","mujer",378,"2015",8202
"220","arauco","otra razón","mapuche","mujer",55,"2015",8202
"221","arauco","no tiene con quien dejar a adultos mayores","no pertenece a ningún pueblo indígena","mujer",217,"2015",8202
"222","arauco","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","hombre",44,"2015",8202
"223","arauco","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","hombre",54,"2015",8202
"224","arauco","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","mujer",107,"2015",8202
"225","arauco","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","hombre",255,"2015",8202
"226","arauco","otra razón","no pertenece a ningún pueblo indígena","mujer",54,"2015",8202
"227","arauco","estudiante","no pertenece a ningún pueblo indígena","mujer",3620,"2015",8202
"228","arica","estudiante","no pertenece a ningún pueblo indígena","hombre",10063,"2015",15101
"229","arica","está enfermo o tiene una discapacidad","aimara","mujer",416,"2015",15101
"230","arica","no tiene con quien dejar a otro familiar","no pertenece a ningún pueblo indígena","mujer",158,"2015",15101
"231","arica","quehaceres del hogar","quechua","mujer",101,"2015",15101
"232","arica","está enfermo o tiene una discapacidad","aimara","hombre",75,"2015",15101
"233","arica","jubilado(a), pensionado(a) o montepiado(a)","diaguita","mujer",142,"2015",15101
"234","arica","otra razón","aimara","mujer",207,"2015",15101
"235","arica","no tiene interés en trabajar","aimara","hombre",208,"2015",15101
"236","arica","estudiante","quechua","mujer",305,"2015",15101
"237","arica","otra razón","aimara","hombre",129,"2015",15101
"238","arica","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","hombre",134,"2015",15101
"239","arica","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","hombre",585,"2015",15101
"240","arica","estudiante","no pertenece a ningún pueblo indígena","mujer",7860,"2015",15101
"241","arica","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","hombre",63,"2015",15101
"242","arica","jubilado(a), pensionado(a) o montepiado(a)","mapuche","hombre",41,"2015",15101
"243","arica","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","mujer",75,"2015",15101
"244","arica","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","no pertenece a ningún pueblo indígena","mujer",476,"2015",15101
"245","arica","está esperando resultado de gestiones ya emprendidas","aimara","mujer",142,"2015",15101
"246","arica","jubilado(a), pensionado(a) o montepiado(a)","aimara","mujer",1022,"2015",15101
"247","arica","estudiante","mapuche","mujer",67,"2015",15101
"248","arica","quehaceres del hogar","aimara","mujer",882,"2015",15101
"249","arica","quehaceres del hogar","no pertenece a ningún pueblo indígena","mujer",7907,"2015",15101
"250","arica","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","no pertenece a ningún pueblo indígena","hombre",63,"2015",15101
"251","arica","estudiante","aimara","hombre",3230,"2015",15101
"252","arica","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","mujer",1305,"2015",15101
"253","arica","ofrecen sueldos muy bajos","aimara","hombre",260,"2015",15101
"254","arica","estudiante","diaguita","mujer",48,"2015",15101
"255","arica","está esperando resultado de gestiones ya emprendidas","quechua","hombre",84,"2015",15101
"256","arica","busca cuando lo necesita o tiene trabajo esporádico","no pertenece a ningún pueblo indígena","mujer",155,"2015",15101
"257","arica","estudiante","aimara","mujer",2428,"2015",15101
"258","arica","estudiante","collas","hombre",77,"2015",15101
"259","arica","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","mujer",8298,"2015",15101
"260","arica","está esperando resultado de gestiones ya emprendidas","no pertenece a ningún pueblo indígena","mujer",338,"2015",15101
"261","arica","ofrecen sueldos muy bajos","aimara","mujer",61,"2015",15101
"262","arica","estudiante","collas","mujer",77,"2015",15101
"263","arica","está enfermo o tiene una discapacidad","mapuche","hombre",97,"2015",15101
"264","arica","se cansó de buscar o cree que no hay trabajo disponible","aimara","mujer",124,"2015",15101
"265","arica","piensa que nadie le dará trabajo (porque no cuenta con la capacitación requerida, por su edad, etc.)","aimara","mujer",38,"2015",15101
"266","arica","jubilado(a), pensionado(a) o montepiado(a)","mapuche","mujer",204,"2015",15101
"267","arica","consiguió trabajo que empezará pronto o iniciará pronto una actividad por cuenta propia","aimara","mujer",126,"2015",15101
"268","arica","no tiene con quien dejar a los niños","mapuche","mujer",82,"2015",15101
"269","arica","estudiante","mapuche","hombre",444,"2015",15101
"270","arica","quehaceres del hogar","diaguita","mujer",178,"2015",15101
"271","arica","otra razón","no pertenece a ningún pueblo indígena","hombre",814,"2015",15101
"272","arica","otra razón","no pertenece a ningún pueblo indígena","mujer",265,"2015",15101
"273","arica","jubilado(a), pensionado(a) o montepiado(a)","aimara","hombre",1127,"2015",15101
"274","arica","no tiene con quien dejar a otro familiar","aimara","mujer",96,"2015",15101
"275","arica","estudiante","diaguita","hombre",96,"2015",15101
"276","arica","se cansó de buscar o cree que no hay trabajo disponible","mapuche","hombre",38,"2015",15101
"277","arica","se cansó de buscar o cree que no hay trabajo disponible","no pertenece a ningún pueblo indígena","mujer",82,"2015",15101
"278","arica","está esperando resultado de gestiones ya emprendidas","aimara","hombre",67,"2015",15101
"279","arica","jubilado(a), pensionado(a) o montepiado(a)","quechua","mujer",149,"2015",15101
"280","arica","quehaceres del hogar","no pertenece a ningún pueblo indígena","hombre",48,"2015",15101
"281","arica","tiene otra fuente de ingreso (seguro cesantía, mesadas, rentas, transferencias del estado, etc.)","no pertenece a ningún pueblo indígena","mujer",32,"2015",15101
"282","arica","quehaceres del hogar","mapuche","mujer",178,"2015",15101
"283","arica","no tiene interés en trabajar","no pertenece a ningún pueblo indígena","mujer",372,"2015",15101
"284","arica","jubilado(a), pensionado(a) o montepiado(a)","no pertenece a ningún pueblo indígena","hombre",5147,"2015",15101
"285","arica","las reglas, horarios y distancias de los trabajos no le acomodan","aimara","mujer",58,"2015",15101
"286","arica","no tiene con quien dejar a los niños","no pertenece a ningún pueblo indígena","hombre",72,"2015",15101
"287","arica","estudiante","quechua","hombre",204,"2015",15101
