Comuna,Trabajo,Etnia,Sexo,Freq,anio,codigo
Alto Biobío,No,Mapuche,Mujer,1040,2017,8314
Alto Biobío,No sabe/no responde,Mapuche,Mujer,32,2017,8314
Alto Biobío,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,48,2017,8314
Alto Biobío,Sí en otra época del año,Mapuche,Hombre,204,2017,8314
Alto Biobío,No,No sabe/no responde,Mujer,12,2017,8314
Alto del Carmen,No,Diaguita,Mujer,368,2017,3302
Alto del Carmen,No,No pertenece a ningún pueblo indígena,Hombre,454,2017,3302
Alto del Carmen,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,70,2017,3302
Alto del Carmen,No,Kawashkar o Alacalufes,Mujer,31,2017,3302
Alto del Carmen,Sí en otra época del año,Diaguita,Mujer,58,2017,3302
Alto del Carmen,No,Diaguita,Hombre,147,2017,3302
Alto del Carmen,Si ahora mismo,Diaguita,Hombre,27,2017,3302
Alto del Carmen,No,Mapuche,Hombre,31,2017,3302
Alto del Carmen,No,No pertenece a ningún pueblo indígena,Mujer,799,2017,3302
Alto Hospicio,Si ahora mismo,Aimara,Hombre,484,2017,1107
Alto Hospicio,Sí en otra época del año,Atacameño (Likan-Antai),Mujer,40,2017,1107
Alto Hospicio,Si ahora mismo,Diaguita,Hombre,133,2017,1107
Alto Hospicio,No,Quechua,Hombre,131,2017,1107
Alto Hospicio,No,Quechua,Mujer,316,2017,1107
Alto Hospicio,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,5052,2017,1107
Alto Hospicio,Si ahora mismo,Diaguita,Mujer,152,2017,1107
Alto Hospicio,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,2257,2017,1107
Alto Hospicio,Sí en otra época del año,Atacameño (Likan-Antai),Hombre,40,2017,1107
Alto Hospicio,Sí en otra época del año,Quechua,Mujer,42,2017,1107
Alto Hospicio,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,2945,2017,1107
Alto Hospicio,No,Mapuche,Mujer,160,2017,1107
Alto Hospicio,Si ahora mismo,Mapuche,Hombre,45,2017,1107
Alto Hospicio,No,Diaguita,Mujer,299,2017,1107
Alto Hospicio,No sabe/no responde,Aimara,Mujer,51,2017,1107
Alto Hospicio,Sí en otra época del año,Aimara,Hombre,692,2017,1107
Alto Hospicio,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,120,2017,1107
Alto Hospicio,Sí en otra época del año,Mapuche,Hombre,74,2017,1107
Alto Hospicio,Sí en otra época del año,Quechua,Hombre,64,2017,1107
Alto Hospicio,No,No pertenece a ningún pueblo indígena,Mujer,12527,2017,1107
Alto Hospicio,Si ahora mismo,Mapuche,Mujer,29,2017,1107
Alto Hospicio,No sabe/no responde,Atacameño (Likan-Antai),Hombre,74,2017,1107
Alto Hospicio,Sí en otra época del año,Aimara,Mujer,1102,2017,1107
Alto Hospicio,No,Mapuche,Hombre,229,2017,1107
Alto Hospicio,Si ahora mismo,Aimara,Mujer,533,2017,1107
Alto Hospicio,Sí en otra época del año,No sabe/no responde,Mujer,44,2017,1107
Alto Hospicio,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,3230,2017,1107
Alto Hospicio,Sí en otra época del año,Mapuche,Mujer,243,2017,1107
Alto Hospicio,Si ahora mismo,Quechua,Hombre,29,2017,1107
Alto Hospicio,No,Diaguita,Hombre,107,2017,1107
Alto Hospicio,No,No pertenece a ningún pueblo indígena,Hombre,5467,2017,1107
Alto Hospicio,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,286,2017,1107
Alto Hospicio,Si ahora mismo,Kawashkar o Alacalufes,Hombre,37,2017,1107
Alto Hospicio,Si ahora mismo,Quechua,Mujer,42,2017,1107
Alto Hospicio,No,Aimara,Mujer,1746,2017,1107
Alto Hospicio,Sí en otra época del año,Diaguita,Mujer,82,2017,1107
Alto Hospicio,No,Aimara,Hombre,849,2017,1107
Ancud,No,Mapuche,Hombre,778,2017,10202
Ancud,No,No pertenece a ningún pueblo indígena,Hombre,4500,2017,10202
Ancud,No,No pertenece a ningún pueblo indígena,Mujer,7090,2017,10202
Ancud,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,316,2017,10202
Ancud,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,741,2017,10202
Ancud,Si ahora mismo,Mapuche,Hombre,108,2017,10202
Ancud,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,726,2017,10202
Ancud,Sí en otra época del año,Mapuche,Hombre,103,2017,10202
Ancud,No,Kawashkar o Alacalufes,Hombre,73,2017,10202
Ancud,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,1005,2017,10202
Ancud,No,Mapuche,Mujer,2597,2017,10202
Ancud,Si ahora mismo,Mapuche,Mujer,50,2017,10202
Andacollo,No,Aimara,Mujer,26,2017,4103
Andacollo,No,Diaguita,Mujer,32,2017,4103
Andacollo,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,283,2017,4103
Andacollo,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,423,2017,4103
Andacollo,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,318,2017,4103
Andacollo,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,207,2017,4103
Andacollo,No,No pertenece a ningún pueblo indígena,Mujer,1487,2017,4103
Andacollo,Si ahora mismo,Mapuche,Hombre,26,2017,4103
Andacollo,No,No pertenece a ningún pueblo indígena,Hombre,618,2017,4103
Angol,Si ahora mismo,Mapuche,Mujer,234,2017,9201
Angol,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,2481,2017,9201
Angol,Sí en otra época del año,Mapuche,Mujer,108,2017,9201
Angol,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,128,2017,9201
Angol,Si ahora mismo,Mapuche,Hombre,232,2017,9201
Angol,No,Mapuche,Mujer,341,2017,9201
Angol,Sí en otra época del año,Mapuche,Hombre,207,2017,9201
Angol,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,745,2017,9201
Angol,No,Mapuche,Hombre,411,2017,9201
Angol,No,No pertenece a ningún pueblo indígena,Mujer,8422,2017,9201
Angol,No,No pertenece a ningún pueblo indígena,Hombre,3604,2017,9201
Angol,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,1491,2017,9201
Angol,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,1767,2017,9201
Antofagasta,No,Atacameño (Likan-Antai),Mujer,432,2017,2101
Antofagasta,Sí en otra época del año,Quechua,Mujer,89,2017,2101
Antofagasta,No,No sabe/no responde,Mujer,266,2017,2101
Antofagasta,Si ahora mismo,Aimara,Hombre,52,2017,2101
Antofagasta,No,Mapuche,Mujer,1039,2017,2101
Antofagasta,Si ahora mismo,No sabe/no responde,Mujer,112,2017,2101
Antofagasta,Sí en otra época del año,Quechua,Hombre,66,2017,2101
Antofagasta,Si ahora mismo,Diaguita,Hombre,87,2017,2101
Antofagasta,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,835,2017,2101
Antofagasta,No,Mapuche,Hombre,537,2017,2101
Antofagasta,Sí en otra época del año,Atacameño (Likan-Antai),Hombre,116,2017,2101
Antofagasta,Sí en otra época del año,Mapuche,Hombre,43,2017,2101
Antofagasta,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,12010,2017,2101
Antofagasta,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,21894,2017,2101
Antofagasta,Si ahora mismo,Mapuche,Mujer,177,2017,2101
Antofagasta,No,Atacameño (Likan-Antai),Hombre,566,2017,2101
Antofagasta,No,No sabe/no responde,Hombre,102,2017,2101
Antofagasta,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,8445,2017,2101
Antofagasta,Si ahora mismo,Diaguita,Mujer,335,2017,2101
Antofagasta,No,Quechua,Mujer,173,2017,2101
Antofagasta,No,Aimara,Mujer,660,2017,2101
Antofagasta,Sí en otra época del año,Diaguita,Hombre,320,2017,2101
Antofagasta,Si ahora mismo,Atacameño (Likan-Antai),Mujer,169,2017,2101
Antofagasta,No,No pertenece a ningún pueblo indígena,Mujer,49288,2017,2101
Antofagasta,Sí en otra época del año,Mapuche,Mujer,496,2017,2101
Antofagasta,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,449,2017,2101
Antofagasta,Sí en otra época del año,Aimara,Mujer,354,2017,2101
Antofagasta,Sí en otra época del año,Diaguita,Mujer,250,2017,2101
Antofagasta,No,No pertenece a ningún pueblo indígena,Hombre,22456,2017,2101
Antofagasta,No,Aimara,Hombre,509,2017,2101
Antofagasta,Si ahora mismo,Aimara,Mujer,141,2017,2101
Antofagasta,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,15880,2017,2101
Antofagasta,No,Diaguita,Hombre,153,2017,2101
Antofagasta,Sí en otra época del año,Aimara,Hombre,334,2017,2101
Antofagasta,Si ahora mismo,No sabe/no responde,Hombre,59,2017,2101
Antofagasta,Si ahora mismo,Atacameño (Likan-Antai),Hombre,353,2017,2101
Antofagasta,Si ahora mismo,Mapuche,Hombre,222,2017,2101
Antofagasta,No,Diaguita,Mujer,161,2017,2101
Antuco,No,No pertenece a ningún pueblo indígena,Hombre,392,2017,8302
Antuco,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,13,2017,8302
Antuco,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,118,2017,8302
Antuco,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,73,2017,8302
Antuco,No,No pertenece a ningún pueblo indígena,Mujer,918,2017,8302
Antuco,No,Mapuche,Hombre,18,2017,8302
Antuco,No,Mapuche,Mujer,19,2017,8302
Antuco,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,90,2017,8302
Antuco,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,164,2017,8302
Arauco,No,No pertenece a ningún pueblo indígena,Hombre,4040,2017,8202
Arauco,No sabe/no responde,Mapuche,Hombre,76,2017,8202
Arauco,Si ahora mismo,Mapuche,Mujer,421,2017,8202
Arauco,Sí en otra época del año,Mapuche,Mujer,74,2017,8202
Arauco,No,Mapuche,Hombre,1003,2017,8202
Arauco,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,700,2017,8202
Arauco,Si ahora mismo,Mapuche,Hombre,161,2017,8202
Arauco,No,Mapuche,Mujer,2169,2017,8202
Arauco,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,1061,2017,8202
Arauco,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,159,2017,8202
Arauco,No,Quechua,Mujer,33,2017,8202
Arauco,No,No pertenece a ningún pueblo indígena,Mujer,8911,2017,8202
Arauco,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,624,2017,8202
Arauco,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,1896,2017,8202
Arica,No sabe/no responde,Aimara,Hombre,14,2017,15101
Arica,Si ahora mismo,Aimara,Mujer,1334,2017,15101
Arica,No,No sabe/no responde,Hombre,12,2017,15101
Arica,Si ahora mismo,Diaguita,Mujer,71,2017,15101
Arica,Sí en otra época del año,Mapuche,Mujer,27,2017,15101
Arica,No,Aimara,Hombre,2676,2017,15101
Arica,No,Atacameño (Likan-Antai),Mujer,97,2017,15101
Arica,No,Aimara,Mujer,4902,2017,15101
Arica,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,5286,2017,15101
Arica,Sí en otra época del año,Aimara,Mujer,2005,2017,15101
Arica,No,Mapuche,Hombre,214,2017,15101
Arica,Sí en otra época del año,Atacameño (Likan-Antai),Mujer,44,2017,15101
Arica,Sí en otra época del año,Diaguita,Mujer,93,2017,15101
Arica,Si ahora mismo,Rapa-Nui o Pascuenses,Mujer,194,2017,15101
Arica,No sabe/no responde,Aimara,Mujer,34,2017,15101
Arica,No,Diaguita,Mujer,216,2017,15101
Arica,Sí en otra época del año,Aimara,Hombre,866,2017,15101
Arica,No,Mapuche,Mujer,291,2017,15101
Arica,No,Diaguita,Hombre,65,2017,15101
Arica,Si ahora mismo,Mapuche,Mujer,119,2017,15101
Arica,Sí en otra época del año,Mapuche,Hombre,48,2017,15101
Arica,No,No pertenece a ningún pueblo indígena,Mujer,17595,2017,15101
Arica,Si ahora mismo,Aimara,Hombre,866,2017,15101
Arica,No,Quechua,Hombre,110,2017,15101
Arica,No,No pertenece a ningún pueblo indígena,Hombre,9950,2017,15101
Arica,Si ahora mismo,Atacameño (Likan-Antai),Mujer,43,2017,15101
Arica,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,199,2017,15101
Arica,No,Quechua,Mujer,119,2017,15101
Arica,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,6079,2017,15101
Arica,No,Atacameño (Likan-Antai),Hombre,127,2017,15101
Arica,Si ahora mismo,Rapa-Nui o Pascuenses,Hombre,50,2017,15101
Arica,Sí en otra época del año,Diaguita,Hombre,74,2017,15101
Arica,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,3048,2017,15101
Arica,Si ahora mismo,Mapuche,Hombre,68,2017,15101
Arica,Si ahora mismo,Quechua,Hombre,24,2017,15101
Arica,Si ahora mismo,Quechua,Mujer,33,2017,15101
Arica,Si ahora mismo,Diaguita,Hombre,52,2017,15101
Arica,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,3898,2017,15101
Arica,Sí en otra época del año,Atacameño (Likan-Antai),Hombre,24,2017,15101
Arica,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,251,2017,15101
Arica,Sí en otra época del año,Quechua,Mujer,34,2017,15101
Arica,No sabe/no responde,Quechua,Hombre,24,2017,15101
Aysén,No,Collas,Mujer,19,2017,11201
Aysén,Si ahora mismo,Mapuche,Mujer,430,2017,11201
Aysén,No,Mapuche,Mujer,1135,2017,11201
Aysén,No,No pertenece a ningún pueblo indígena,Hombre,1401,2017,11201
Aysén,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,442,2017,11201
Aysén,Sí en otra época del año,Mapuche,Hombre,184,2017,11201
Aysén,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,945,2017,11201
Aysén,No,Mapuche,Hombre,685,2017,11201
Aysén,Sí en otra época del año,Mapuche,Mujer,265,2017,11201
Aysén,No,No pertenece a ningún pueblo indígena,Mujer,2491,2017,11201
Aysén,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,617,2017,11201
Aysén,No,Aimara,Hombre,16,2017,11201
Aysén,No,Aimara,Mujer,16,2017,11201
Aysén,Si ahora mismo,Mapuche,Hombre,236,2017,11201
Aysén,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,447,2017,11201
Buin,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,10131,2017,13402
Buin,No,No pertenece a ningún pueblo indígena,Mujer,3387,2017,13402
Buin,Sí en otra época del año,Mapuche,Hombre,601,2017,13402
Buin,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,1730,2017,13402
Buin,Si ahora mismo,Mapuche,Mujer,663,2017,13402
Buin,Sí en otra época del año,Mapuche,Mujer,813,2017,13402
Buin,No,Mapuche,Hombre,200,2017,13402
Buin,No,No pertenece a ningún pueblo indígena,Hombre,1067,2017,13402
Buin,No,Mapuche,Mujer,200,2017,13402
Buin,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,2048,2017,13402
Buin,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,5922,2017,13402
Bulnes,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,486,2017,16102
Bulnes,No,No pertenece a ningún pueblo indígena,Mujer,3343,2017,16102
Bulnes,Sí en otra época del año,Mapuche,Hombre,58,2017,16102
Bulnes,No,No pertenece a ningún pueblo indígena,Hombre,1599,2017,16102
Bulnes,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,73,2017,16102
Bulnes,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,1599,2017,16102
Bulnes,Sí en otra época del año,Mapuche,Mujer,58,2017,16102
Bulnes,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,1100,2017,16102
Bulnes,No,Mapuche,Mujer,88,2017,16102
Bulnes,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,906,2017,16102
Cabildo,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,239,2017,5402
Cabildo,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,495,2017,5402
Cabildo,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,1137,2017,5402
Cabildo,No,No pertenece a ningún pueblo indígena,Hombre,2581,2017,5402
Cabildo,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,1206,2017,5402
Cabildo,No,No pertenece a ningún pueblo indígena,Mujer,4602,2017,5402
Cabrero,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,1028,2017,8303
Cabrero,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,988,2017,8303
Cabrero,Si ahora mismo,Mapuche,Hombre,69,2017,8303
Cabrero,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,169,2017,8303
Cabrero,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,406,2017,8303
Cabrero,No,No pertenece a ningún pueblo indígena,Mujer,6678,2017,8303
Cabrero,No,No pertenece a ningún pueblo indígena,Hombre,4122,2017,8303
Cabrero,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,1584,2017,8303
Calama,Si ahora mismo,Atacameño (Likan-Antai),Mujer,272,2017,2201
Calama,No,No pertenece a ningún pueblo indígena,Mujer,14304,2017,2201
Calama,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,2050,2017,2201
Calama,Sí en otra época del año,Mapuche,Mujer,122,2017,2201
Calama,Si ahora mismo,Quechua,Mujer,61,2017,2201
Calama,No sabe/no responde,Atacameño (Likan-Antai),Hombre,160,2017,2201
Calama,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,3112,2017,2201
Calama,Sí en otra época del año,Aimara,Hombre,115,2017,2201
Calama,Si ahora mismo,Diaguita,Hombre,61,2017,2201
Calama,No,Atacameño (Likan-Antai),Mujer,1590,2017,2201
Calama,No,Atacameño (Likan-Antai),Hombre,1635,2017,2201
Calama,No,Aimara,Mujer,91,2017,2201
Calama,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,1583,2017,2201
Calama,No,Quechua,Hombre,331,2017,2201
Calama,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,747,2017,2201
Calama,Sí en otra época del año,Aimara,Mujer,66,2017,2201
Calama,Si ahora mismo,Aimara,Mujer,11,2017,2201
Calama,Si ahora mismo,No sabe/no responde,Mujer,168,2017,2201
Calama,Si ahora mismo,Aimara,Hombre,71,2017,2201
Calama,Si ahora mismo,Mapuche,Hombre,61,2017,2201
Calama,No,No pertenece a ningún pueblo indígena,Hombre,4770,2017,2201
Calama,No,Quechua,Mujer,408,2017,2201
Calama,No,Diaguita,Mujer,119,2017,2201
Calama,Si ahora mismo,No sabe/no responde,Hombre,115,2017,2201
Calama,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,3710,2017,2201
Calama,No,Mapuche,Mujer,69,2017,2201
Calama,Sí en otra época del año,Diaguita,Mujer,274,2017,2201
Calama,Sí en otra época del año,Atacameño (Likan-Antai),Mujer,744,2017,2201
Calama,Sí en otra época del año,Atacameño (Likan-Antai),Hombre,516,2017,2201
Calama,Si ahora mismo,Atacameño (Likan-Antai),Hombre,425,2017,2201
Calama,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,9517,2017,2201
Calama,No sabe/no responde,Atacameño (Likan-Antai),Mujer,69,2017,2201
Calama,Sí en otra época del año,Quechua,Mujer,77,2017,2201
Calama,No,Aimara,Hombre,277,2017,2201
Calama,Si ahora mismo,Diaguita,Mujer,61,2017,2201
Calbuco,Si ahora mismo,Mapuche,Mujer,146,2017,10102
Calbuco,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,63,2017,10102
Calbuco,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,892,2017,10102
Calbuco,Sí en otra época del año,Mapuche,Hombre,212,2017,10102
Calbuco,No,No pertenece a ningún pueblo indígena,Mujer,6455,2017,10102
Calbuco,Si ahora mismo,Mapuche,Hombre,129,2017,10102
Calbuco,No,No pertenece a ningún pueblo indígena,Hombre,3267,2017,10102
Calbuco,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,197,2017,10102
Calbuco,No,Mapuche,Mujer,910,2017,10102
Calbuco,Sí en otra época del año,Mapuche,Mujer,331,2017,10102
Calbuco,No,Mapuche,Hombre,370,2017,10102
Calbuco,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,656,2017,10102
Calbuco,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,63,2017,10102
Calbuco,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,420,2017,10102
Caldera,Sí en otra época del año,Atacameño (Likan-Antai),Mujer,42,2017,3102
Caldera,Si ahora mismo,Diaguita,Hombre,66,2017,3102
Caldera,No sabe/no responde,No pertenece a ningún pueblo indígena,Hombre,41,2017,3102
Caldera,No,Collas,Hombre,108,2017,3102
Caldera,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,442,2017,3102
Caldera,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,238,2017,3102
Caldera,No,Collas,Mujer,126,2017,3102
Caldera,No,No pertenece a ningún pueblo indígena,Hombre,1204,2017,3102
Caldera,No,Diaguita,Mujer,67,2017,3102
Caldera,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,757,2017,3102
Caldera,Si ahora mismo,Diaguita,Mujer,66,2017,3102
Caldera,No,Diaguita,Hombre,41,2017,3102
Caldera,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,41,2017,3102
Caldera,No,No pertenece a ningún pueblo indígena,Mujer,1855,2017,3102
Caldera,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,250,2017,3102
Caldera,No,Mapuche,Mujer,117,2017,3102
Caldera,No,Atacameño (Likan-Antai),Hombre,42,2017,3102
Calera,No,No pertenece a ningún pueblo indígena,Mujer,13354,2017,5502
Calera,No,Mapuche,Mujer,323,2017,5502
Calera,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,912,2017,5502
Calera,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,585,2017,5502
Calera,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,2353,2017,5502
Calera,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,1660,2017,5502
Calera,No sabe/no responde,No pertenece a ningún pueblo indígena,Mujer,421,2017,5502
Calera,No,No pertenece a ningún pueblo indígena,Hombre,6362,2017,5502
Calera,No,Mapuche,Hombre,141,2017,5502
Calera de Tango,Sí en otra época del año,Mapuche,Hombre,81,2017,13403
Calera de Tango,No,No pertenece a ningún pueblo indígena,Mujer,3053,2017,13403
Calera de Tango,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,958,2017,13403
Calera de Tango,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,2809,2017,13403
Calera de Tango,Si ahora mismo,Mapuche,Mujer,81,2017,13403
Calera de Tango,No,No pertenece a ningún pueblo indígena,Hombre,1316,2017,13403
Calera de Tango,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,1234,2017,13403
Calera de Tango,No,Mapuche,Mujer,81,2017,13403
Calera de Tango,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,610,2017,13403
Calle Larga,No,No pertenece a ningún pueblo indígena,Hombre,754,2017,5302
Calle Larga,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,1315,2017,5302
Calle Larga,No,No pertenece a ningún pueblo indígena,Mujer,1454,2017,5302
Calle Larga,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,779,2017,5302
Calle Larga,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,169,2017,5302
Calle Larga,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,43,2017,5302
Camarones,No,Aimara,Hombre,364,2017,15102
Camarones,No,No pertenece a ningún pueblo indígena,Hombre,55,2017,15102
Camarones,No,No pertenece a ningún pueblo indígena,Mujer,57,2017,15102
Camarones,No,Aimara,Mujer,273,2017,15102
Camiña,No,Aimara,Mujer,20,2017,1402
Camiña,No,Aimara,Hombre,9,2017,1402
Camiña,Sí en otra época del año,Aimara,Mujer,104,2017,1402
Camiña,Sí en otra época del año,Aimara,Hombre,29,2017,1402
Canela,No,Diaguita,Mujer,20,2017,4202
Canela,No,No pertenece a ningún pueblo indígena,Mujer,1596,2017,4202
Canela,Si ahora mismo,No pertenece a ningún pueblo indígena,Hombre,330,2017,4202
Canela,Si ahora mismo,No pertenece a ningún pueblo indígena,Mujer,197,2017,4202
Canela,No,No pertenece a ningún pueblo indígena,Hombre,624,2017,4202
Canela,Sí en otra época del año,No pertenece a ningún pueblo indígena,Mujer,258,2017,4202
Canela,Si ahora mismo,Mapuche,Hombre,12,2017,4202
Canela,Si ahora mismo,Mapuche,Mujer,13,2017,4202
Canela,Sí en otra época del año,No pertenece a ningún pueblo indígena,Hombre,269,2017,4202
