Comuna,Trabajo,Etnia,Sexo,Freq,anio,codigo
calama,sí ahora mismo,aimara,mujer,152,2015,2201
calama,no,aimara,mujer,420,2015,2201
calama,sin dato,no pertenece a ningún pueblo indígena,hombre,150,2015,2201
calama,sí ahora mismo,diaguita,hombre,204,2015,2201
calama,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,4173,2015,2201
calama,no,sin dato,mujer,48,2015,2201
calama,sí en otra época del año,quechua,mujer,293,2015,2201
calama,sí en otra época del año,aimara,mujer,106,2015,2201
calama,sí ahora mismo,mapuche,hombre,89,2015,2201
calama,sí ahora mismo,quechua,mujer,593,2015,2201
calama,sí en otra época del año,diaguita,hombre,48,2015,2201
calama,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,5612,2015,2201
calama,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,3286,2015,2201
calama,no,atacameño (likán-antai),hombre,1466,2015,2201
calbuco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,550,2015,10102
calbuco,sí en otra época del año,mapuche,mujer,245,2015,10102
calbuco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,366,2015,10102
calbuco,no,no pertenece a ningún pueblo indígena,hombre,3463,2015,10102
calbuco,no,no pertenece a ningún pueblo indígena,mujer,5980,2015,10102
calbuco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1410,2015,10102
calbuco,sí ahora mismo,mapuche,hombre,34,2015,10102
calbuco,sí ahora mismo,mapuche,mujer,115,2015,10102
calbuco,no,mapuche,hombre,674,2015,10102
calbuco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,400,2015,10102
calbuco,no,mapuche,mujer,1714,2015,10102
calbuco,no,kawashkar o alacalufes,hombre,35,2015,10102
calbuco,sin dato,no pertenece a ningún pueblo indígena,hombre,46,2015,10102
calbuco,sí en otra época del año,mapuche,hombre,613,2015,10102
calera,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2349,2015,5502
calera,sí en otra época del año,mapuche,hombre,21,2015,5502
calera,no,no pertenece a ningún pueblo indígena,mujer,8534,2015,5502
calera,no,aimara,hombre,63,2015,5502
calera,no,aimara,mujer,63,2015,5502
calera,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2474,2015,5502
calera,no,no pertenece a ningún pueblo indígena,hombre,4290,2015,5502
calera,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1143,2015,5502
calera,sí ahora mismo,aimara,mujer,63,2015,5502
calera,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1877,2015,5502
calera,no,mapuche,mujer,213,2015,5502
calera,no,diaguita,hombre,22,2015,5502
calera,sí ahora mismo,mapuche,hombre,79,2015,5502
calera,sí en otra época del año,mapuche,mujer,81,2015,5502
calera,no,mapuche,hombre,79,2015,5502
cañete,sí ahora mismo,mapuche,hombre,559,2015,8203
cañete,sí en otra época del año,mapuche,hombre,99,2015,8203
cañete,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,916,2015,8203
cañete,no,aimara,hombre,28,2015,8203
cañete,sí en otra época del año,mapuche,mujer,365,2015,8203
cañete,sí en otra época del año,sin dato,hombre,20,2015,8203
cañete,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1157,2015,8203
cañete,no,mapuche,mujer,2562,2015,8203
cañete,no,no pertenece a ningún pueblo indígena,mujer,4813,2015,8203
cañete,no,mapuche,hombre,1432,2015,8203
cañete,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,759,2015,8203
cañete,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,530,2015,8203
cañete,no,no pertenece a ningún pueblo indígena,hombre,2748,2015,8203
cañete,sí ahora mismo,mapuche,mujer,581,2015,8203
cañete,no,sin dato,mujer,52,2015,8203
carahue,no,no pertenece a ningún pueblo indígena,hombre,1280,2015,9102
carahue,no,no pertenece a ningún pueblo indígena,mujer,2947,2015,9102
carahue,sí ahora mismo,mapuche,hombre,208,2015,9102
carahue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,486,2015,9102
carahue,no,mapuche,hombre,1072,2015,9102
carahue,no,aimara,mujer,51,2015,9102
carahue,sí en otra época del año,mapuche,mujer,220,2015,9102
carahue,no,mapuche,mujer,1522,2015,9102
carahue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,835,2015,9102
carahue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1311,2015,9102
carahue,sí en otra época del año,mapuche,hombre,289,2015,9102
carahue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,344,2015,9102
carahue,sí ahora mismo,mapuche,mujer,401,2015,9102
castro,no,mapuche,hombre,1508,2015,10201
castro,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1515,2015,10201
castro,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1029,2015,10201
castro,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1134,2015,10201
castro,no,mapuche,mujer,2117,2015,10201
castro,no,no pertenece a ningún pueblo indígena,mujer,9166,2015,10201
castro,no,no pertenece a ningún pueblo indígena,hombre,4858,2015,10201
castro,no,quechua,hombre,43,2015,10201
castro,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1325,2015,10201
castro,sí en otra época del año,mapuche,mujer,394,2015,10201
castro,sí ahora mismo,mapuche,mujer,371,2015,10201
castro,sí en otra época del año,mapuche,hombre,286,2015,10201
castro,sí ahora mismo,mapuche,hombre,311,2015,10201
cauquenes,no,aimara,hombre,26,2015,7201
cauquenes,no,mapuche,mujer,222,2015,7201
cauquenes,no,no pertenece a ningún pueblo indígena,mujer,9775,2015,7201
cauquenes,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,889,2015,7201
cauquenes,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1529,2015,7201
cauquenes,no,no pertenece a ningún pueblo indígena,hombre,5381,2015,7201
cauquenes,sí ahora mismo,mapuche,mujer,71,2015,7201
cauquenes,sí en otra época del año,mapuche,mujer,55,2015,7201
cauquenes,no,aimara,mujer,26,2015,7201
cauquenes,no,mapuche,hombre,389,2015,7201
cauquenes,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1193,2015,7201
cauquenes,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,801,2015,7201
cerro navia,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,6959,2015,13103
cerro navia,no,no pertenece a ningún pueblo indígena,hombre,10933,2015,13103
cerro navia,no,quechua,mujer,141,2015,13103
cerro navia,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,2215,2015,13103
cerro navia,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,3618,2015,13103
cerro navia,no,mapuche,mujer,2183,2015,13103
cerro navia,sí ahora mismo,diaguita,hombre,104,2015,13103
cerro navia,sí en otra época del año,mapuche,mujer,433,2015,13103
cerro navia,sí en otra época del año,mapuche,hombre,601,2015,13103
cerro navia,sí ahora mismo,mapuche,hombre,345,2015,13103
cerro navia,sí ahora mismo,mapuche,mujer,962,2015,13103
cerro navia,no,no pertenece a ningún pueblo indígena,mujer,18369,2015,13103
cerro navia,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1351,2015,13103
cerro navia,no,mapuche,hombre,394,2015,13103
chañaral,sí en otra época del año,collas,mujer,4,2015,3201
chañaral,no,diaguita,hombre,39,2015,3201
chañaral,sí en otra época del año,aimara,mujer,5,2015,3201
chañaral,sí en otra época del año,diaguita,hombre,19,2015,3201
chañaral,no,mapuche,mujer,56,2015,3201
chañaral,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,991,2015,3201
chañaral,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,436,2015,3201
chañaral,no,aimara,hombre,10,2015,3201
chañaral,no,aimara,mujer,4,2015,3201
chañaral,no,no pertenece a ningún pueblo indígena,hombre,748,2015,3201
chañaral,no,yámana o yagán,hombre,7,2015,3201
chañaral,no,atacameño (likán-antai),mujer,36,2015,3201
chañaral,sí ahora mismo,mapuche,mujer,15,2015,3201
chañaral,sí ahora mismo,diaguita,mujer,17,2015,3201
chañaral,sí en otra época del año,mapuche,hombre,9,2015,3201
chañaral,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,477,2015,3201
chañaral,sí en otra época del año,diaguita,mujer,13,2015,3201
chañaral,sí ahora mismo,aimara,mujer,6,2015,3201
chañaral,no,diaguita,mujer,41,2015,3201
chañaral,no,mapuche,hombre,29,2015,3201
chañaral,no,no pertenece a ningún pueblo indígena,mujer,1625,2015,3201
chañaral,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,358,2015,3201
chañaral,sí ahora mismo,diaguita,hombre,5,2015,3201
chañaral,no,quechua,mujer,5,2015,3201
chañaral,sí en otra época del año,mapuche,mujer,26,2015,3201
chañaral,no,quechua,hombre,10,2015,3201
chañaral,sí en otra época del año,atacameño (likán-antai),hombre,6,2015,3201
chiguayante,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,4981,2015,8103
chiguayante,no,no pertenece a ningún pueblo indígena,mujer,29183,2015,8103
chiguayante,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,4679,2015,8103
chiguayante,no,no pertenece a ningún pueblo indígena,hombre,17615,2015,8103
chiguayante,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,3218,2015,8103
chiguayante,sí ahora mismo,mapuche,hombre,331,2015,8103
chiguayante,no,mapuche,hombre,589,2015,8103
chiguayante,no,mapuche,mujer,1156,2015,8103
chiguayante,sí en otra época del año,mapuche,mujer,589,2015,8103
chiguayante,sí ahora mismo,mapuche,mujer,373,2015,8103
chiguayante,sí en otra época del año,mapuche,hombre,361,2015,8103
chiguayante,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,4084,2015,8103
chile chico,no,no pertenece a ningún pueblo indígena,hombre,482,2015,11401
chile chico,sí ahora mismo,mapuche,mujer,20,2015,11401
chile chico,sí en otra época del año,mapuche,hombre,66,2015,11401
chile chico,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,330,2015,11401
chile chico,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,104,2015,11401
chile chico,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,184,2015,11401
chile chico,no,no pertenece a ningún pueblo indígena,mujer,626,2015,11401
chile chico,sí en otra época del año,mapuche,mujer,146,2015,11401
chile chico,no,mapuche,mujer,174,2015,11401
chile chico,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,108,2015,11401
chile chico,no,mapuche,hombre,86,2015,11401
chillán,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,5665,2015,16101
chillán,no,mapuche,hombre,983,2015,16101
chillán,no,no pertenece a ningún pueblo indígena,hombre,15619,2015,16101
chillán,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,5339,2015,16101
chillán,sí ahora mismo,mapuche,hombre,556,2015,16101
chillán,sí en otra época del año,mapuche,mujer,247,2015,16101
chillán,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,10187,2015,16101
chillán,no,mapuche,mujer,1288,2015,16101
chillán,no,no pertenece a ningún pueblo indígena,mujer,30758,2015,16101
chillán,sí ahora mismo,mapuche,mujer,959,2015,16101
chillán,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,9946,2015,16101
chillán viejo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1465,2015,16103
chillán viejo,no,no pertenece a ningún pueblo indígena,hombre,3242,2015,16103
chillán viejo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1821,2015,16103
chillán viejo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1254,2015,16103
chillán viejo,no,mapuche,mujer,14,2015,16103
chillán viejo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2592,2015,16103
chillán viejo,no,mapuche,hombre,14,2015,16103
chillán viejo,sí ahora mismo,mapuche,mujer,360,2015,16103
chillán viejo,no,no pertenece a ningún pueblo indígena,mujer,4838,2015,16103
chimbarongo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1981,2015,6303
chimbarongo,sí en otra época del año,mapuche,mujer,62,2015,6303
chimbarongo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2227,2015,6303
chimbarongo,no,mapuche,hombre,156,2015,6303
chimbarongo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,751,2015,6303
chimbarongo,no,mapuche,mujer,183,2015,6303
chimbarongo,sí ahora mismo,mapuche,mujer,150,2015,6303
chimbarongo,no,no pertenece a ningún pueblo indígena,hombre,2389,2015,6303
chimbarongo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,976,2015,6303
chimbarongo,no,no pertenece a ningún pueblo indígena,mujer,5005,2015,6303
cochrane,sí ahora mismo,mapuche,mujer,36,2015,11301
cochrane,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,41,2015,11301
cochrane,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,33,2015,11301
cochrane,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,16,2015,11301
cochrane,sí en otra época del año,mapuche,mujer,16,2015,11301
cochrane,sí ahora mismo,mapuche,hombre,12,2015,11301
cochrane,no,mapuche,mujer,103,2015,11301
cochrane,no,mapuche,hombre,82,2015,11301
cochrane,no,no pertenece a ningún pueblo indígena,mujer,421,2015,11301
cochrane,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,19,2015,11301
cochrane,no,no pertenece a ningún pueblo indígena,hombre,197,2015,11301
codegua,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,388,2015,6102
codegua,no,mapuche,mujer,153,2015,6102
codegua,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,230,2015,6102
codegua,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,44,2015,6102
codegua,no,no pertenece a ningún pueblo indígena,hombre,1079,2015,6102
codegua,no,no pertenece a ningún pueblo indígena,mujer,2629,2015,6102
codegua,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,158,2015,6102
codegua,no,mapuche,hombre,74,2015,6102
colbún,no,no pertenece a ningún pueblo indígena,mujer,3389,2015,7402
colbún,no,mapuche,mujer,44,2015,7402
colbún,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,841,2015,7402
colbún,no,no pertenece a ningún pueblo indígena,hombre,1803,2015,7402
colbún,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,234,2015,7402
colbún,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,501,2015,7402
colbún,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,646,2015,7402
colina,no,mapuche,hombre,851,2015,13301
colina,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,483,2015,13301
colina,no,mapuche,mujer,1670,2015,13301
colina,sí ahora mismo,mapuche,hombre,394,2015,13301
colina,sí en otra época del año,mapuche,hombre,103,2015,13301
colina,no,atacameño (likán-antai),hombre,258,2015,13301
colina,no,no pertenece a ningún pueblo indígena,mujer,16106,2015,13301
colina,sí en otra época del año,mapuche,mujer,103,2015,13301
colina,no,no pertenece a ningún pueblo indígena,hombre,8767,2015,13301
colina,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,2339,2015,13301
colina,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,4421,2015,13301
colina,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1813,2015,13301
colina,sí ahora mismo,mapuche,mujer,206,2015,13301
collipulli,sí en otra época del año,mapuche,mujer,384,2015,9202
collipulli,no,no pertenece a ningún pueblo indígena,hombre,1088,2015,9202
collipulli,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,450,2015,9202
collipulli,sí ahora mismo,mapuche,mujer,122,2015,9202
collipulli,no,mapuche,mujer,1116,2015,9202
collipulli,no,mapuche,hombre,429,2015,9202
collipulli,sí ahora mismo,mapuche,hombre,42,2015,9202
collipulli,sí en otra época del año,mapuche,hombre,24,2015,9202
collipulli,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,564,2015,9202
collipulli,no,diaguita,mujer,11,2015,9202
collipulli,no,no pertenece a ningún pueblo indígena,mujer,2238,2015,9202
collipulli,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,983,2015,9202
collipulli,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1243,2015,9202
coltauco,sí ahora mismo,mapuche,mujer,20,2015,6104
coltauco,no,aimara,mujer,11,2015,6104
coltauco,sí en otra época del año,mapuche,hombre,15,2015,6104
coltauco,no,mapuche,mujer,86,2015,6104
coltauco,no,mapuche,hombre,36,2015,6104
coltauco,no,no pertenece a ningún pueblo indígena,hombre,1686,2015,6104
coltauco,no,aimara,hombre,11,2015,6104
coltauco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,547,2015,6104
coltauco,no,no pertenece a ningún pueblo indígena,mujer,3210,2015,6104
coltauco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,650,2015,6104
coltauco,sí en otra época del año,mapuche,mujer,16,2015,6104
coltauco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,323,2015,6104
coltauco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,272,2015,6104
