Comuna,Trabajo,Etnia,Sexo,Freq,anio,codigo
alto hospicio,no,no pertenece a ningún pueblo indígena,mujer,12502,2011,1107
alto hospicio,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,2260,2011,1107
alto hospicio,no,atacameño (likán antai),mujer,68,2011,1107
alto hospicio,no,aymara,hombre,776,2011,1107
alto hospicio,sí en otra época del año,diaguita,mujer,6,2011,1107
alto hospicio,sí ahora mismo,aymara,mujer,304,2011,1107
alto hospicio,sí ahora mismo,quechua,mujer,47,2011,1107
ancud,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1201,2011,10202
ancud,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,865,2011,10202
ancud,no,no pertenece a ningún pueblo indígena,mujer,6315,2011,10202
ancud,sí ahora mismo,mapuche,mujer,376,2011,10202
ancud,no,no pertenece a ningún pueblo indígena,hombre,3564,2011,10202
ancud,sí ahora mismo,mapuche,hombre,197,2011,10202
ancud,sí en otra época del año,mapuche,hombre,117,2011,10202
ancud,sí en otra época del año,mapuche,mujer,314,2011,10202
ancud,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1052,2011,10202
ancud,no,mapuche,mujer,1649,2011,10202
ancud,no,mapuche,hombre,604,2011,10202
ancud,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,936,2011,10202
andacollo,no,no pertenece a ningún pueblo indígena,hombre,1033,2011,4103
andacollo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,273,2011,4103
andacollo,no,diaguita,mujer,50,2011,4103
andacollo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,179,2011,4103
andacollo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,191,2011,4103
andacollo,no,no pertenece a ningún pueblo indígena,mujer,1840,2011,4103
andacollo,no,aymara,mujer,19,2011,4103
andacollo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,98,2011,4103
andacollo,no,diaguita,hombre,25,2011,4103
angol,sí en otra época del año,mapuche,mujer,274,2011,9201
angol,no,mapuche,mujer,1232,2011,9201
angol,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2004,2011,9201
angol,no,no pertenece a ningún pueblo indígena,hombre,5037,2011,9201
angol,sí ahora mismo,mapuche,hombre,230,2011,9201
angol,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1260,2011,9201
angol,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2137,2011,9201
angol,sí ahora mismo,mapuche,mujer,379,2011,9201
angol,no,no pertenece a ningún pueblo indígena,mujer,9165,2011,9201
angol,no,mapuche,hombre,659,2011,9201
angol,sí en otra época del año,mapuche,hombre,206,2011,9201
angol,no,atacameño (likán antai),mujer,24,2011,9201
angol,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1169,2011,9201
antofagasta,sí en otra época del año,diaguita,mujer,208,2011,2101
antofagasta,sí ahora mismo,aymara,mujer,85,2011,2101
antofagasta,sí ahora mismo,diaguita,hombre,74,2011,2101
antofagasta,sí en otra época del año,mapuche,hombre,271,2011,2101
antofagasta,sí ahora mismo,diaguita,mujer,164,2011,2101
antofagasta,sí ahora mismo,aymara,hombre,22,2011,2101
antofagasta,no,diaguita,mujer,151,2011,2101
antofagasta,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,21282,2011,2101
antofagasta,no,aymara,mujer,329,2011,2101
antofagasta,sí en otra época del año,diaguita,hombre,18,2011,2101
antofagasta,no,quechua,mujer,59,2011,2101
antofagasta,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,10514,2011,2101
antofagasta,sí en otra época del año,aymara,hombre,53,2011,2101
antofagasta,sí ahora mismo,atacameño (likán antai),hombre,69,2011,2101
antofagasta,sí en otra época del año,atacameño (likán antai),hombre,128,2011,2101
antofagasta,sí en otra época del año,mapuche,mujer,293,2011,2101
antofagasta,no,coya,hombre,56,2011,2101
antofagasta,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,6843,2011,2101
antofagasta,sí en otra época del año,aymara,mujer,99,2011,2101
antofagasta,no,atacameño (likán antai),hombre,221,2011,2101
antofagasta,no,diaguita,hombre,156,2011,2101
antofagasta,no,atacameño (likán antai),mujer,374,2011,2101
antofagasta,no,no pertenece a ningún pueblo indígena,hombre,25894,2011,2101
antofagasta,sí ahora mismo,rapa nui (pascuense),mujer,16,2011,2101
antofagasta,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,11764,2011,2101
antofagasta,no,no pertenece a ningún pueblo indígena,mujer,62341,2011,2101
antofagasta,sí en otra época del año,atacameño (likán antai),mujer,286,2011,2101
antofagasta,sí ahora mismo,mapuche,hombre,185,2011,2101
antofagasta,sí ahora mismo,mapuche,mujer,306,2011,2101
antofagasta,sí ahora mismo,quechua,mujer,40,2011,2101
antofagasta,no,aymara,hombre,255,2011,2101
antofagasta,no,mapuche,hombre,306,2011,2101
antofagasta,sí ahora mismo,atacameño (likán antai),mujer,24,2011,2101
antofagasta,no,mapuche,mujer,878,2011,2101
antuco,sí ahora mismo,mapuche,mujer,13,2011,8302
antuco,no,mapuche,mujer,35,2011,8302
antuco,no,no pertenece a ningún pueblo indígena,hombre,418,2011,8302
antuco,no,mapuche,hombre,13,2011,8302
antuco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,241,2011,8302
antuco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,174,2011,8302
antuco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,224,2011,8302
antuco,no,no pertenece a ningún pueblo indígena,mujer,657,2011,8302
antuco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,86,2011,8302
arauco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2451,2011,8202
arauco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,836,2011,8202
arauco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2100,2011,8202
arauco,sí en otra época del año,yagán (yámana),mujer,73,2011,8202
arauco,sí en otra época del año,mapuche,mujer,1111,2011,8202
arauco,sí ahora mismo,mapuche,mujer,127,2011,8202
arauco,no,no pertenece a ningún pueblo indígena,hombre,4229,2011,8202
arauco,no,mapuche,mujer,796,2011,8202
arauco,no,mapuche,hombre,1038,2011,8202
arauco,no,no pertenece a ningún pueblo indígena,mujer,6975,2011,8202
arauco,sí ahora mismo,mapuche,hombre,272,2011,8202
arauco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1259,2011,8202
arica,no,mapuche,mujer,762,2011,15101
arica,sí en otra época del año,quechua,mujer,72,2011,15101
arica,sí ahora mismo,aymara,mujer,2329,2011,15101
arica,sí ahora mismo,kawésqar (alacalufes),mujer,15,2011,15101
arica,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,3248,2011,15101
arica,no,mapuche,hombre,242,2011,15101
arica,sí ahora mismo,rapa nui (pascuense),mujer,27,2011,15101
arica,sí ahora mismo,mapuche,mujer,195,2011,15101
arica,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,4922,2011,15101
arica,no,quechua,mujer,112,2011,15101
arica,no,diaguita,mujer,222,2011,15101
arica,sí ahora mismo,aymara,hombre,1081,2011,15101
arica,no,diaguita,hombre,41,2011,15101
arica,sí en otra época del año,coya,hombre,19,2011,15101
arica,sí ahora mismo,diaguita,hombre,8,2011,15101
arica,no,coya,mujer,23,2011,15101
arica,sí en otra época del año,aymara,mujer,3016,2011,15101
arica,sí en otra época del año,mapuche,hombre,118,2011,15101
arica,sí ahora mismo,atacameño (likán antai),mujer,8,2011,15101
arica,no,coya,hombre,14,2011,15101
arica,no,no pertenece a ningún pueblo indígena,mujer,20234,2011,15101
arica,sí ahora mismo,diaguita,mujer,58,2011,15101
arica,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,8739,2011,15101
arica,no,aymara,mujer,5216,2011,15101
arica,no,kawésqar (alacalufes),mujer,15,2011,15101
arica,no,quechua,hombre,126,2011,15101
arica,sí en otra época del año,atacameño (likán antai),mujer,49,2011,15101
arica,sí ahora mismo,quechua,mujer,45,2011,15101
arica,sí en otra época del año,diaguita,hombre,8,2011,15101
arica,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,4952,2011,15101
arica,sí en otra época del año,diaguita,mujer,26,2011,15101
arica,no,no pertenece a ningún pueblo indígena,hombre,11453,2011,15101
arica,sí en otra época del año,mapuche,mujer,261,2011,15101
arica,sí ahora mismo,coya,mujer,24,2011,15101
arica,no,aymara,hombre,4758,2011,15101
arica,sí en otra época del año,aymara,hombre,1591,2011,15101
arica,sí en otra época del año,kawésqar (alacalufes),mujer,15,2011,15101
arica,no,atacameño (likán antai),hombre,8,2011,15101
arica,sí ahora mismo,mapuche,hombre,119,2011,15101
arica,sí ahora mismo,quechua,hombre,23,2011,15101
arica,sí ahora mismo,atacameño (likán antai),hombre,29,2011,15101
arica,no,atacameño (likán antai),mujer,47,2011,15101
aysén,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1045,2011,11201
aysén,sí ahora mismo,mapuche,hombre,71,2011,11201
aysén,sí ahora mismo,quechua,hombre,5,2011,11201
aysén,no,aymara,mujer,4,2011,11201
aysén,no,no pertenece a ningún pueblo indígena,mujer,3095,2011,11201
aysén,no,no pertenece a ningún pueblo indígena,hombre,1559,2011,11201
aysén,no,yagán (yámana),mujer,48,2011,11201
aysén,sí en otra época del año,kawésqar (alacalufes),mujer,11,2011,11201
aysén,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,485,2011,11201
aysén,no,mapuche,mujer,1048,2011,11201
aysén,sí en otra época del año,mapuche,mujer,377,2011,11201
aysén,no,aymara,hombre,17,2011,11201
aysén,sí ahora mismo,kawésqar (alacalufes),hombre,6,2011,11201
aysén,sí en otra época del año,mapuche,hombre,151,2011,11201
aysén,no,kawésqar (alacalufes),mujer,73,2011,11201
aysén,sí ahora mismo,mapuche,mujer,300,2011,11201
aysén,no,mapuche,hombre,514,2011,11201
aysén,no,kawésqar (alacalufes),hombre,7,2011,11201
aysén,no,quechua,mujer,5,2011,11201
aysén,sí en otra época del año,quechua,hombre,16,2011,11201
aysén,sí ahora mismo,kawésqar (alacalufes),mujer,6,2011,11201
aysén,sí en otra época del año,quechua,mujer,16,2011,11201
aysén,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,367,2011,11201
aysén,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,421,2011,11201
buin,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2225,2011,13402
buin,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1983,2011,13402
buin,sí ahora mismo,mapuche,mujer,205,2011,13402
buin,no,mapuche,hombre,295,2011,13402
buin,no,no pertenece a ningún pueblo indígena,hombre,6962,2011,13402
buin,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2640,2011,13402
buin,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1411,2011,13402
buin,no,mapuche,mujer,410,2011,13402
buin,no,no pertenece a ningún pueblo indígena,mujer,14180,2011,13402
buin,sí en otra época del año,mapuche,hombre,243,2011,13402
buin,sí en otra época del año,mapuche,mujer,103,2011,13402
bulnes,no,mapuche,mujer,77,2011,16102
bulnes,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1046,2011,16102
bulnes,no,mapuche,hombre,72,2011,16102
bulnes,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1676,2011,16102
bulnes,sí en otra época del año,mapuche,mujer,38,2011,16102
bulnes,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,422,2011,16102
bulnes,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,629,2011,16102
bulnes,no,no pertenece a ningún pueblo indígena,hombre,1972,2011,16102
bulnes,no,no pertenece a ningún pueblo indígena,mujer,3836,2011,16102
bulnes,sí ahora mismo,mapuche,mujer,54,2011,16102
cabildo,no,no pertenece a ningún pueblo indígena,hombre,1804,2011,5402
cabildo,sí ahora mismo,aymara,mujer,58,2011,5402
cabildo,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,760,2011,5402
cabildo,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,531,2011,5402
cabildo,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1611,2011,5402
cabildo,no,mapuche,mujer,58,2011,5402
cabildo,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,785,2011,5402
cabildo,no,no pertenece a ningún pueblo indígena,mujer,4506,2011,5402
cabrero,sí en otra época del año,mapuche,mujer,37,2011,8303
cabrero,no,mapuche,hombre,93,2011,8303
cabrero,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,3886,2011,8303
cabrero,sí en otra época del año,mapuche,hombre,37,2011,8303
cabrero,no,mapuche,mujer,137,2011,8303
cabrero,no,no pertenece a ningún pueblo indígena,mujer,4538,2011,8303
cabrero,no,no pertenece a ningún pueblo indígena,hombre,1982,2011,8303
cabrero,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1510,2011,8303
cabrero,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1281,2011,8303
cabrero,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1801,2011,8303
calama,sí ahora mismo,aymara,hombre,51,2011,2201
calama,sí ahora mismo,atacameño (likán antai),hombre,861,2011,2201
calama,sí ahora mismo,diaguita,hombre,136,2011,2201
calama,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,5822,2011,2201
calama,sí ahora mismo,diaguita,mujer,45,2011,2201
calama,no,diaguita,hombre,147,2011,2201
calama,sí en otra época del año,mapuche,mujer,94,2011,2201
calama,no,coya,mujer,27,2011,2201
calama,no,diaguita,mujer,408,2011,2201
calama,no,no pertenece a ningún pueblo indígena,mujer,18329,2011,2201
calama,sí en otra época del año,quechua,hombre,181,2011,2201
calama,sí en otra época del año,coya,mujer,16,2011,2201
calama,no,mapuche,hombre,18,2011,2201
calama,no,aymara,mujer,505,2011,2201
calama,no,atacameño (likán antai),hombre,1596,2011,2201
calama,no,quechua,mujer,432,2011,2201
calama,sí en otra época del año,diaguita,hombre,40,2011,2201
calama,sí ahora mismo,atacameño (likán antai),mujer,663,2011,2201
calama,sí en otra época del año,quechua,mujer,243,2011,2201
calama,sí ahora mismo,quechua,mujer,294,2011,2201
calama,sí en otra época del año,aymara,mujer,204,2011,2201
calama,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,2604,2011,2201
calama,sí en otra época del año,atacameño (likán antai),hombre,502,2011,2201
calama,sí ahora mismo,quechua,hombre,106,2011,2201
calama,sí ahora mismo,aymara,mujer,91,2011,2201
calama,sí ahora mismo,mapuche,hombre,31,2011,2201
calama,no,mapuche,mujer,462,2011,2201
calama,no,no pertenece a ningún pueblo indígena,hombre,8575,2011,2201
calama,sí en otra época del año,atacameño (likán antai),mujer,1035,2011,2201
calama,no,atacameño (likán antai),mujer,2444,2011,2201
calama,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,5881,2011,2201
calama,no,quechua,hombre,293,2011,2201
calama,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,2510,2011,2201
calama,no,aymara,hombre,536,2011,2201
calbuco,no,mapuche,hombre,951,2011,10102
calbuco,sí en otra época del año,mapuche,mujer,425,2011,10102
calbuco,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,824,2011,10102
calbuco,no,aymara,hombre,28,2011,10102
calbuco,sí en otra época del año,mapuche,hombre,169,2011,10102
calbuco,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1265,2011,10102
calbuco,sí ahora mismo,mapuche,hombre,136,2011,10102
calbuco,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,1528,2011,10102
calbuco,sí ahora mismo,kawésqar (alacalufes),hombre,51,2011,10102
calbuco,no,mapuche,mujer,1620,2011,10102
calbuco,no,no pertenece a ningún pueblo indígena,hombre,3396,2011,10102
calbuco,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,737,2011,10102
calbuco,sí ahora mismo,mapuche,mujer,217,2011,10102
calbuco,no,no pertenece a ningún pueblo indígena,mujer,6067,2011,10102
caldera,no,mapuche,mujer,78,2011,3102
caldera,no,coya,mujer,17,2011,3102
caldera,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,677,2011,3102
caldera,no,no pertenece a ningún pueblo indígena,hombre,1200,2011,3102
caldera,no,diaguita,hombre,43,2011,3102
caldera,sí en otra época del año,aymara,hombre,18,2011,3102
caldera,sí ahora mismo,mapuche,mujer,16,2011,3102
caldera,sí ahora mismo,aymara,mujer,19,2011,3102
caldera,no,no pertenece a ningún pueblo indígena,mujer,2337,2011,3102
caldera,sí ahora mismo,diaguita,hombre,19,2011,3102
caldera,no,mapuche,hombre,35,2011,3102
caldera,sí en otra época del año,mapuche,hombre,16,2011,3102
caldera,no,diaguita,mujer,85,2011,3102
caldera,sí ahora mismo,coya,mujer,21,2011,3102
caldera,no,coya,hombre,13,2011,3102
caldera,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,243,2011,3102
caldera,no,aymara,hombre,19,2011,3102
caldera,no,atacameño (likán antai),mujer,36,2011,3102
caldera,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,653,2011,3102
caldera,sí en otra época del año,mapuche,mujer,21,2011,3102
caldera,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,180,2011,3102
calera,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,1473,2011,5502
calera,no,mapuche,hombre,34,2011,5502
calera,no,no pertenece a ningún pueblo indígena,mujer,11546,2011,5502
calera,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,2643,2011,5502
calera,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1592,2011,5502
calera,no,mapuche,mujer,149,2011,5502
calera,sí ahora mismo,mapuche,mujer,174,2011,5502
calera,no,no pertenece a ningún pueblo indígena,hombre,5688,2011,5502
calera,sí en otra época del año,diaguita,mujer,127,2011,5502
calera,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,2609,2011,5502
calera de tango,no,no pertenece a ningún pueblo indígena,hombre,3501,2011,13403
calera de tango,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1153,2011,13403
calera de tango,no,no pertenece a ningún pueblo indígena,mujer,4770,2011,13403
calera de tango,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1746,2011,13403
calera de tango,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,341,2011,13403
calera de tango,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,639,2011,13403
calle larga,sí en otra época del año,mapuche,mujer,66,2011,5302
calle larga,no,no pertenece a ningún pueblo indígena,mujer,2264,2011,5302
calle larga,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,353,2011,5302
calle larga,sí en otra época del año,quechua,mujer,21,2011,5302
calle larga,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,405,2011,5302
calle larga,no,no pertenece a ningún pueblo indígena,hombre,1446,2011,5302
calle larga,no,diaguita,mujer,41,2011,5302
calle larga,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,311,2011,5302
calle larga,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,125,2011,5302
calle larga,no,mapuche,hombre,38,2011,5302
calle larga,no,quechua,mujer,21,2011,5302
calle larga,no,diaguita,hombre,41,2011,5302
calle larga,sí ahora mismo,mapuche,hombre,94,2011,5302
camarones,sí ahora mismo,aymara,hombre,13,2011,15102
camarones,no,aymara,mujer,117,2011,15102
camarones,sí en otra época del año,aymara,mujer,86,2011,15102
camarones,sí en otra época del año,aymara,hombre,40,2011,15102
camarones,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,40,2011,15102
camarones,no,no pertenece a ningún pueblo indígena,mujer,26,2011,15102
camarones,no,aymara,hombre,13,2011,15102
camiña,no,no pertenece a ningún pueblo indígena,hombre,2,2011,1402
camiña,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,18,2011,1402
camiña,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,2,2011,1402
camiña,sí en otra época del año,aymara,hombre,27,2011,1402
camiña,no,no pertenece a ningún pueblo indígena,mujer,18,2011,1402
camiña,no,aymara,mujer,68,2011,1402
camiña,no,aymara,hombre,15,2011,1402
camiña,sí en otra época del año,aymara,mujer,85,2011,1402
canela,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,273,2011,4202
canela,no,mapuche,mujer,26,2011,4202
canela,sí en otra época del año,aymara,mujer,10,2011,4202
canela,sí ahora mismo,diaguita,hombre,8,2011,4202
canela,sí ahora mismo,aymara,hombre,10,2011,4202
canela,no,no pertenece a ningún pueblo indígena,mujer,1336,2011,4202
canela,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,334,2011,4202
canela,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,503,2011,4202
canela,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,690,2011,4202
canela,no,no pertenece a ningún pueblo indígena,hombre,845,2011,4202
canela,sí en otra época del año,diaguita,mujer,71,2011,4202
cañete,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1052,2011,8203
cañete,no,mapuche,hombre,1802,2011,8203
cañete,no,no pertenece a ningún pueblo indígena,mujer,5364,2011,8203
cañete,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,949,2011,8203
cañete,sí en otra época del año,mapuche,mujer,593,2011,8203
cañete,sí ahora mismo,mapuche,hombre,729,2011,8203
cañete,no,mapuche,mujer,2274,2011,8203
cañete,no,no pertenece a ningún pueblo indígena,hombre,2695,2011,8203
cañete,sí ahora mismo,mapuche,mujer,937,2011,8203
cañete,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,333,2011,8203
cañete,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,258,2011,8203
cañete,sí en otra época del año,mapuche,hombre,209,2011,8203
carahue,no,no pertenece a ningún pueblo indígena,mujer,2103,2011,9102
carahue,no,no pertenece a ningún pueblo indígena,hombre,1618,2011,9102
carahue,sí en otra época del año,mapuche,hombre,512,2011,9102
carahue,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,699,2011,9102
carahue,sí en otra época del año,mapuche,mujer,884,2011,9102
carahue,sí ahora mismo,mapuche,mujer,987,2011,9102
carahue,sí en otra época del año,no pertenece a ningún pueblo indígena,hombre,396,2011,9102
carahue,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,1038,2011,9102
carahue,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,688,2011,9102
carahue,sí ahora mismo,mapuche,hombre,972,2011,9102
carahue,no,mapuche,mujer,2075,2011,9102
carahue,no,mapuche,hombre,990,2011,9102
cartagena,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,550,2011,5603
cartagena,no,mapuche,mujer,361,2011,5603
cartagena,no,no pertenece a ningún pueblo indígena,hombre,3476,2011,5603
cartagena,sí ahora mismo,no pertenece a ningún pueblo indígena,mujer,1603,2011,5603
cartagena,no,mapuche,hombre,126,2011,5603
cartagena,no,no pertenece a ningún pueblo indígena,mujer,6470,2011,5603
cartagena,sí en otra época del año,no pertenece a ningún pueblo indígena,mujer,768,2011,5603
casablanca,no,mapuche,hombre,335,2011,5102
casablanca,sí ahora mismo,no pertenece a ningún pueblo indígena,hombre,278,2011,5102
