;Comuna;Trabajo;Etnia;Sexo;Freq;anio;codigo
94;angol ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;571;2006;9201
95;angol ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;576;2006;9201
96;angol ;sí, en otra época del año;mapuche ;mujer;144;2006;9201
97;antofagasta ;no;no pertenece a ningún pueblo indígena;mujer;58909;2006;2101
98;antofagasta ;no;mapuche ;hombre;265;2006;2101
99;antofagasta ;no;mapuche ;mujer;530;2006;2101
100;antofagasta ;sí, en otra época del año;sin dato;hombre;314;2006;2101
101;antofagasta ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;2257;2006;2101
102;antofagasta ;sí, en otra época del año;sin dato;mujer;314;2006;2101
103;antofagasta ;no;no pertenece a ningún pueblo indígena;hombre;30054;2006;2101
104;antofagasta ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;4891;2006;2101
105;antofagasta ;sí, en otra época del año;mapuche ;mujer;284;2006;2101
106;antofagasta ;sí, en otra época del año;aymara;hombre;750;2006;2101
107;antofagasta ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;8956;2006;2101
108;antofagasta ;no;atacameño;hombre;283;2006;2101
109;antofagasta ;no;diaguita;mujer;306;2006;2101
110;antofagasta ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;4312;2006;2101
111;antofagasta ;sí, en otra época del año;aymara;mujer;279;2006;2101
112;antofagasta ;si, ahora mismo;mapuche ;hombre;265;2006;2101
113;antuco ;no;mapuche ;mujer;10;2006;8302
114;antuco ;si, ahora mismo;mapuche ;mujer;5;2006;8302
115;antuco ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;113;2006;8302
116;antuco ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;93;2006;8302
117;antuco ;no;no pertenece a ningún pueblo indígena;hombre;467;2006;8302
118;antuco ;no;mapuche ;hombre;15;2006;8302
119;antuco ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;88;2006;8302
120;antuco ;no;no pertenece a ningún pueblo indígena;mujer;845;2006;8302
121;antuco ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;68;2006;8302
122;arauco ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;875;2006;8202
123;arauco ;no;no pertenece a ningún pueblo indígena;hombre;5724;2006;8202
124;arauco ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;379;2006;8202
125;arauco ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;411;2006;8202
126;arauco ;no;no pertenece a ningún pueblo indígena;mujer;9786;2006;8202
127;arauco ;sí, en otra época del año;mapuche ;mujer;165;2006;8202
128;arauco ;si, ahora mismo;mapuche ;mujer;121;2006;8202
129;arauco ;no;mapuche ;mujer;321;2006;8202
130;arauco ;no;mapuche ;hombre;397;2006;8202
131;arauco ;si, ahora mismo;mapuche ;hombre;180;2006;8202
132;arauco ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;498;2006;8202
133;arica ;sí, en otra época del año;aymara;hombre;1835;2006;15101
134;arica ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;2211;2006;15101
135;arica ;si, ahora mismo;atacameño;hombre;225;2006;15101
136;arica ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;2819;2006;15101
137;arica ;no;no pertenece a ningún pueblo indígena;hombre;13990;2006;15101
138;arica ;no;atacameño;mujer;1170;2006;15101
139;arica ;no;atacameño;hombre;225;2006;15101
140;arica ;si, ahora mismo;aymara;mujer;296;2006;15101
141;arica ;no;no pertenece a ningún pueblo indígena;mujer;27232;2006;15101
142;arica ;no;mapuche ;hombre;217;2006;15101
143;arica ;si, ahora mismo;aymara;hombre;275;2006;15101
144;arica ;no;aymara;hombre;3810;2006;15101
145;arica ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1717;2006;15101
146;arica ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;3312;2006;15101
147;arica ;no;aymara;mujer;5591;2006;15101
148;arica ;sí, en otra época del año;aymara;mujer;971;2006;15101
149;buin ;sí, en otra época del año;mapuche ;mujer;318;2006;13402
150;buin ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;2388;2006;13402
151;buin ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1496;2006;13402
152;buin ;si, ahora mismo;mapuche ;mujer;79;2006;13402
153;buin ;sí, en otra época del año;mapuche ;hombre;79;2006;13402
154;buin ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;878;2006;13402
155;buin ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;2288;2006;13402
156;buin ;no;mapuche ;mujer;223;2006;13402
157;buin ;no;no pertenece a ningún pueblo indígena;mujer;12086;2006;13402
158;buin ;no;no pertenece a ningún pueblo indígena;hombre;4796;2006;13402
159;bulnes ;sí, en otra época del año;mapuche ;mujer;16;2006;16102
160;bulnes ;no;mapuche ;mujer;79;2006;16102
161;bulnes ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;395;2006;16102
162;bulnes ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;160;2006;16102
163;bulnes ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;828;2006;16102
164;bulnes ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;486;2006;16102
165;bulnes ;no;no pertenece a ningún pueblo indígena;hombre;2454;2006;16102
166;bulnes ;no;no pertenece a ningún pueblo indígena;mujer;5285;2006;16102
167;cabildo ;no;no pertenece a ningún pueblo indígena;mujer;4899;2006;5402
168;cabildo ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;429;2006;5402
169;cabildo ;no;mapuche ;mujer;100;2006;5402
170;cabildo ;no;mapuche ;hombre;23;2006;5402
171;cabildo ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;192;2006;5402
172;cabildo ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;374;2006;5402
173;cabildo ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;94;2006;5402
174;cabildo ;no;no pertenece a ningún pueblo indígena;hombre;2085;2006;5402
175;cabo de hornos ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;45;2006;12201
176;cabo de hornos ;no;yagan;hombre;8;2006;12201
177;cabo de hornos ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;4;2006;12201
178;cabo de hornos ;no;mapuche ;hombre;25;2006;12201
179;cabo de hornos ;no;yagan;mujer;3;2006;12201
180;cabo de hornos ;no;no pertenece a ningún pueblo indígena;mujer;338;2006;12201
181;cabo de hornos ;no;no pertenece a ningún pueblo indígena;hombre;49;2006;12201
182;cabo de hornos ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;11;2006;12201
183;cabo de hornos ;no;mapuche ;mujer;40;2006;12201
184;cabo de hornos ;si, ahora mismo;yagan;mujer;6;2006;12201
185;cabo de hornos ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;8;2006;12201
186;cabo de hornos ;sí, en otra época del año;mapuche ;mujer;3;2006;12201
187;cabrero ;no;mapuche ;mujer;186;2006;8303
188;cabrero ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1973;2006;8303
189;cabrero ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1005;2006;8303
190;cabrero ;sí, en otra época del año;mapuche ;hombre;81;2006;8303
191;cabrero ;no;no pertenece a ningún pueblo indígena;hombre;2739;2006;8303
192;cabrero ;no;mapuche ;hombre;46;2006;8303
193;cabrero ;no;no pertenece a ningún pueblo indígena;mujer;5596;2006;8303
194;cabrero ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;845;2006;8303
195;cabrero ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;299;2006;8303
196;calama ;no;aymara;hombre;2;2006;2201
197;calama ;no;atacameño;mujer;2516;2006;2201
198;calama ;si, ahora mismo;atacameño;mujer;2;2006;2201
199;calama ;sí, en otra época del año;atacameño;mujer;724;2006;2201
200;calama ;si, ahora mismo;aymara;mujer;2;2006;2201
201;calama ;sí, en otra época del año;quechua ;mujer;303;2006;2201
202;calama ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;2624;2006;2201
203;calama ;no;quechua ;hombre;464;2006;2201
204;calama ;no;mapuche ;mujer;1319;2006;2201
205;calama ;no;aymara;mujer;156;2006;2201
206;calama ;si, ahora mismo;atacameño;hombre;4;2006;2201
207;calama ;no;atacameño;hombre;1396;2006;2201
208;calama ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;3352;2006;2201
209;calama ;sí, en otra época del año;atacameño;hombre;361;2006;2201
210;calama ;no;no pertenece a ningún pueblo indígena;mujer;27285;2006;2201
211;calama ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1859;2006;2201
212;calama ;no;quechua ;mujer;437;2006;2201
213;calama ;no;no pertenece a ningún pueblo indígena;hombre;12962;2006;2201
214;calama ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;674;2006;2201
215;calama ;no;mapuche ;hombre;143;2006;2201
216;calama ;si, ahora mismo;quechua ;hombre;2;2006;2201
217;calbuco ;no;no pertenece a ningún pueblo indígena;hombre;3187;2006;10102
218;calbuco ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;274;2006;10102
219;calbuco ;si, ahora mismo;mapuche ;hombre;36;2006;10102
220;calbuco ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;702;2006;10102
221;calbuco ;no;mapuche ;hombre;1630;2006;10102
222;calbuco ;sí, en otra época del año;diaguita;hombre;22;2006;10102
223;calbuco ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;493;2006;10102
224;calbuco ;si, ahora mismo;mapuche ;mujer;324;2006;10102
225;calbuco ;no;no pertenece a ningún pueblo indígena;mujer;5884;2006;10102
226;calbuco ;sí, en otra época del año;mapuche ;mujer;242;2006;10102
227;calbuco ;sí, en otra época del año;atacameño;hombre;136;2006;10102
228;calbuco ;sí, en otra época del año;mapuche ;hombre;282;2006;10102
229;calbuco ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;301;2006;10102
230;calbuco ;no;mapuche ;mujer;1935;2006;10102
231;caldera ;no;mapuche ;mujer;28;2006;3102
232;caldera ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;510;2006;3102
233;caldera ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;185;2006;3102
234;caldera ;no;aymara;hombre;72;2006;3102
235;caldera ;no;coya;mujer;56;2006;3102
236;caldera ;si, ahora mismo;aymara;hombre;22;2006;3102
237;caldera ;no;aymara;mujer;56;2006;3102
238;caldera ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;85;2006;3102
239;caldera ;no;no pertenece a ningún pueblo indígena;hombre;815;2006;3102
240;caldera ;no;mapuche ;hombre;28;2006;3102
241;caldera ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;227;2006;3102
242;caldera ;no;no pertenece a ningún pueblo indígena;mujer;2654;2006;3102
243;caldera ;si, ahora mismo;mapuche ;mujer;14;2006;3102
244;calera de tango ;sí, en otra época del año;mapuche ;hombre;23;2006;13403
245;calera de tango ;no;aymara;mujer;34;2006;13403
246;calera de tango ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;197;2006;13403
247;calera de tango ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;149;2006;13403
248;calera de tango ;sí, en otra época del año;mapuche ;mujer;23;2006;13403
249;calera de tango ;no;mapuche ;mujer;82;2006;13403
250;calera de tango ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;622;2006;13403
251;calera de tango ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;313;2006;13403
252;calera de tango ;no;no pertenece a ningún pueblo indígena;mujer;4308;2006;13403
253;calera de tango ;no;no pertenece a ningún pueblo indígena;hombre;2205;2006;13403
254;calle larga ;no;mapuche ;mujer;9;2006;5302
255;calle larga ;no;no pertenece a ningún pueblo indígena;mujer;2180;2006;5302
256;calle larga ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;63;2006;5302
257;calle larga ;no;mapuche ;hombre;22;2006;5302
258;calle larga ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;189;2006;5302
259;calle larga ;no;no pertenece a ningún pueblo indígena;hombre;1168;2006;5302
260;calle larga ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;104;2006;5302
261;calle larga ;no;quechua ;hombre;9;2006;5302
262;calle larga ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;83;2006;5302
263;camarones ;no;no pertenece a ningún pueblo indígena;hombre;21;2006;15102
264;camarones ;si, ahora mismo;aymara;hombre;6;2006;15102
265;camarones ;no;no pertenece a ningún pueblo indígena;mujer;46;2006;15102
266;camarones ;no;aymara;hombre;52;2006;15102
267;camarones ;no;aymara;mujer;144;2006;15102
268;camiña ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;2;2006;1402
269;camiña ;sí, en otra época del año;aymara;hombre;4;2006;1402
270;camiña ;no;aymara;hombre;104;2006;1402
271;camiña ;sí, en otra época del año;aymara;mujer;15;2006;1402
272;camiña ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;8;2006;1402
273;camiña ;si, ahora mismo;aymara;hombre;2;2006;1402
274;camiña ;si, ahora mismo;aymara;mujer;3;2006;1402
275;camiña ;no;no pertenece a ningún pueblo indígena;hombre;8;2006;1402
276;camiña ;no;no pertenece a ningún pueblo indígena;mujer;24;2006;1402
277;camiña ;no;aymara;mujer;181;2006;1402
278;canela ;no;no pertenece a ningún pueblo indígena;hombre;1424;2006;4202
279;canela ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;34;2006;4202
280;canela ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;74;2006;4202
281;canela ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;155;2006;4202
282;canela ;no;atacameño;mujer;19;2006;4202
283;canela ;no;no pertenece a ningún pueblo indígena;mujer;2481;2006;4202
284;canela ;no;mapuche ;hombre;20;2006;4202
285;canela ;no;mapuche ;mujer;10;2006;4202
286;canela ;no;atacameño;hombre;19;2006;4202
287;canela ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;41;2006;4202
288;cañete ;no;no pertenece a ningún pueblo indígena;mujer;6832;2006;8203
289;cañete ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;29;2006;8203
290;cañete ;no;mapuche ;hombre;1060;2006;8203
291;cañete ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;349;2006;8203
292;cañete ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;433;2006;8203
293;cañete ;no;mapuche ;mujer;1386;2006;8203
294;cañete ;no;no pertenece a ningún pueblo indígena;hombre;3425;2006;8203
295;cañete ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;229;2006;8203
296;cañete ;si, ahora mismo;mapuche ;mujer;193;2006;8203
297;carahue ;no;mapuche ;mujer;2755;2006;9102
298;carahue ;no;no pertenece a ningún pueblo indígena;hombre;1750;2006;9102
299;carahue ;sí, en otra época del año;mapuche ;mujer;151;2006;9102
300;carahue ;no;aymara;mujer;111;2006;9102
301;carahue ;no;aymara;hombre;37;2006;9102
302;carahue ;no;no pertenece a ningún pueblo indígena;mujer;4384;2006;9102
303;carahue ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;60;2006;9102
304;carahue ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;87;2006;9102
305;carahue ;si, ahora mismo;mapuche ;hombre;48;2006;9102
306;carahue ;no;mapuche ;hombre;955;2006;9102
307;carahue ;sí, en otra época del año;mapuche ;hombre;23;2006;9102
308;carahue ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;230;2006;9102
309;carahue ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;516;2006;9102
310;carahue ;si, ahora mismo;mapuche ;mujer;213;2006;9102
311;cartagena ;no;no pertenece a ningún pueblo indígena;hombre;2250;2006;5603
312;cartagena ;no;no pertenece a ningún pueblo indígena;mujer;4242;2006;5603
313;cartagena ;no;mapuche ;hombre;182;2006;5603
314;cartagena ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;942;2006;5603
315;cartagena ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;572;2006;5603
316;cartagena ;si, ahora mismo;mapuche ;mujer;31;2006;5603
317;cartagena ;no;mapuche ;mujer;190;2006;5603
318;cartagena ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;736;2006;5603
319;cartagena ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;321;2006;5603
320;casablanca ;no;mapuche ;mujer;158;2006;5102
321;casablanca ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;470;2006;5102
322;casablanca ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;27;2006;5102
323;casablanca ;no;no pertenece a ningún pueblo indígena;hombre;2620;2006;5102
324;casablanca ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1057;2006;5102
325;casablanca ;no;no pertenece a ningún pueblo indígena;mujer;5473;2006;5102
326;casablanca ;no;mapuche ;hombre;67;2006;5102
327;casablanca ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;395;2006;5102
328;castro ;no;no pertenece a ningún pueblo indígena;hombre;3830;2006;10201
329;castro ;no;no pertenece a ningún pueblo indígena;mujer;6684;2006;10201
330;castro ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;380;2006;10201
331;castro ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1964;2006;10201
332;castro ;si, ahora mismo;mapuche ;mujer;56;2006;10201
333;castro ;no;mapuche ;hombre;1279;2006;10201
334;castro ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1167;2006;10201
335;castro ;sí, en otra época del año;mapuche ;hombre;47;2006;10201
336;castro ;sí, en otra época del año;mapuche ;mujer;186;2006;10201
337;castro ;no;mapuche ;mujer;1115;2006;10201
338;catemu ;sí, en otra época del año;mapuche ;mujer;14;2006;5702
339;catemu ;no;mapuche ;mujer;14;2006;5702
340;catemu ;no;no pertenece a ningún pueblo indígena;hombre;1111;2006;5702
341;catemu ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;61;2006;5702
342;catemu ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;313;2006;5702
343;catemu ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;274;2006;5702
344;catemu ;no;no pertenece a ningún pueblo indígena;mujer;2542;2006;5702
345;catemu ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;747;2006;5702
346;cauquenes ;no;sin dato;mujer;52;2006;7201
347;cauquenes ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;295;2006;7201
348;cauquenes ;no;sin dato;hombre;52;2006;7201
349;cauquenes ;no;mapuche ;mujer;83;2006;7201
350;cauquenes ;no;no pertenece a ningún pueblo indígena;mujer;10214;2006;7201
351;cauquenes ;no;mapuche ;hombre;33;2006;7201
352;cauquenes ;no;no pertenece a ningún pueblo indígena;hombre;5371;2006;7201
353;cauquenes ;sí, en otra época del año;mapuche ;mujer;50;2006;7201
354;cauquenes ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1729;2006;7201
355;cauquenes ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;739;2006;7201
356;cauquenes ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;817;2006;7201
357;cerrillos ;no;sin dato;mujer;67;2006;13102
358;cerrillos ;no;sin dato;hombre;67;2006;13102
359;cerrillos ;no;mapuche ;hombre;207;2006;13102
360;cerrillos ;no;mapuche ;mujer;550;2006;13102
361;cerrillos ;sí, en otra época del año;mapuche ;hombre;79;2006;13102
362;cerrillos ;no;no pertenece a ningún pueblo indígena;hombre;6473;2006;13102
363;cerrillos ;si, ahora mismo;no pertenece a ningún pueblo indígena;hombre;1048;2006;13102
364;cerrillos ;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;939;2006;13102
365;cerrillos ;si, ahora mismo;mapuche ;hombre;79;2006;13102
366;cerrillos ;si, ahora mismo;no pertenece a ningún pueblo indígena;mujer;959;2006;13102
367;cerrillos ;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1533;2006;13102
368;cerrillos ;no;no pertenece a ningún pueblo indígena;mujer;14633;2006;13102
